[1.4322033898305084]
[22.034221139359836]
[26.649222222222154]
[31.10570753295671]
[33.891435969868155]
[114.6822033898305]
[93.44538606403013]
[88.94915254237289]
[79.80037664783427]
[2.9839924670433144]
[4.067796610169491]
[5.378531073446328]
[5.747645951035781]
[9.44632768361582]
[20.871939736346516]
[25.95668549905838]
[27.905838041431263]
[1.26227354048963]
[1.7337640301318409]
[1.8706403013182649]
[2.0645386064030165]
[57.26360254237304]
[108.76620809792757]
[153.906444444444]
[166.8516726930322]
[237.9030131826742]
[392.25612052730696]
[470.67984934086627]
[397.3653483992467]
[9.000941619585687]
[16.713747645951035]
[25.048964218455744]
[26.91713747645951]
[41.76271186440678]
[96.21280602636534]
[116.48964218455744]
[108.59133709981168]
[3.435240301318262]
[7.303737853107339]
[9.360378154425652]
[9.289168549905833]
[10.030322645951088]
[5.052430320150751]
[0.9095307909604562]
[1.0927542372881378]
[66.54331450094162]
[16.378060263653484]
[8.651600753295668]
[4.067796610169491]
[0.6779661016949152]
[0.12900188323917136]
[0.17890772128060264]
[1.2900188323917137]
[1.4190207156308852]
[0.307909604519774]
[0.3785310734463277]
[0.5756415254237349]
[0.2791370998116731]
[0.08556016949152492]
[0.08171280602636537]
[9.262330320150626]
[12.17490772128085]
[9.474648210922767]
[13.601600753295608]
[56.54048964218456]
[41.90207156308851]
[51.56026365348399]
[39.25612052730697]
[1.6214689265536724]
[1.2184557438794728]
[1.8041431261770244]
[3.378531073446328]
[5.581920903954802]
[5.339924670433145]
[4.935028248587571]
[0.5740645951035755]
[0.6912905838041372]
[0.6402759887005608]
[0.693377024482107]
[3.032219397363458]
[31.914864783427433]
[33.71718644067798]
[17.023583709981146]
[658.3935969868173]
[1150.0084745762713]
[755.3634651600753]
[618.6666666666666]
[7.84180790960452]
[3.952919020715631]
[83.05084745762711]
[77.84180790960453]
[55.152542372881356]
[1.6809558380414373]
[5.876872881355959]
[5.751882203389834]
[3.563309698681734]
[195.31316035781572]
[386.00220979284336]
[769.8811227871968]
[1050.9825342749546]
[1545.193032015066]
[3439.7966101694915]
[4464.433145009416]
[4232.470809792843]
[30.150659133709983]
[61.32203389830509]
[115.5894538606403]
[155.69868173258004]
[176.91148775894538]
[459.35593220338984]
[669.2354048964219]
[725.5216572504709]
[13.074815160075284]
[32.91049303201494]
[53.674580225988706]
[63.43493314500927]
[903.469868173258]
[1346.9736346516008]
[884.7570621468926]
[723.195856873823]
[0.229129001883239]
[0.01992467043314504]
[0.02768361581920901]
[2.111111111111111]
[-0.3898305084745763]
[0.3954802259887006]
[0.4830508474576271]
[-0.17890772128060264]
[-0.19962335216572505]
[0.1451600753295664]
[-0.011694915254237274]
[0.03163841807909608]
[0.9362146892655342]
[0.7445480225988659]
[1.3182862523540453]
[5.389830508474576]
[1.6054613935969868]
[7.673258003766478]
[0.5386064030131826]
[-0.9350282485875706]
[-0.06591337099811675]
[0.29145009416195794]
[0.05070621468926577]
[0.41291902071562914]
[-7.974190207156319]
[-6.12011299435027]
[-3.002834274952914]
[108.99623352165725]
[170.9557438794727]
[77.36440677966101]
[22.15819209039548]
[34.07721280602637]
[14.525423728813559]
[3.2317890772128077]
[5.798032015065925]
[2.39772128060264]
[135.3521657250471]
[205.46045197740114]
[94.71845574387947]
[4.392655367231638]
[2.867231638418079]
[15.710922787193974]
