"D_mc.chi.1.all","ox","D_mc.Z.1.all","mc.Z.1.all","D_mc.S.1.all","mc.S.1.all","mc.Z.0.all","mc.Z.2.all","mc.S.0.all","mc.chi.0.all","alpha","D_lc.Z.1.eq","D_lc.chi.1.eq","lc.Z.0.eq","lc.chi.0.eq","mc.chi.1.all","D_mc.chi.2.all","mc.S.2.all","D_mc.Z.2.all","f.S.1.all","f.S.2.all","D_mc.S.2.all","f.chi.3.all","f.S.0.all","mc.chi.2.all","f.Z.1.all","f.Z.3.all","f.Z.2.all","f.chi.0.all","f.Z.0.all","f.chi.1.all","f.S.3.all","f.chi.2.all","mc.S.3.all","mc.chi.3.all","lc.Z.0.ax","D_mc.Z.3.all","lc.chi.0.ax","D_mc.S.3.all","f.I.3.all","D_lc.Z.1.ax"
-8.96,2,115,1269,3.16,5.544,729,1674,1.5876,3.5344,0.2,4,1.78,64,11.8336,38.0512,-7.34,10.6344,262,54.4106,91.6172,6.68,1890.594,20.4142,56.212,4910,9440,7818,319.8165,1877,721.4344,122.1886,1349.672,14.364,89.3,56.5,470,10.5376,13.8,282,8
-6.23,2,106,912,3.04,5.8166,576,984,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,26.8754,-9.58,5.6007,127,21.2298,32.6264,4.48,612.63,9.0818,35.192,2444,2940,3290,134.3802,1166,218.8668,37.3286,380.007,0.9779,4.233,50,18,9.16805,0.5,78,6.5
-4.81,2,119,962,2.9,5.75,676,1326,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,28.8957,-9.09,6.5125,131,29.9184,47.0518,3.54,849.423,12.4362,40.077,3028,4574,4492,179.414,1434,331.7634,59.5948,569.437,3.8125,22.0515,42.5,110,7.87205,3.2,120,0.5
-4.81,2,119,962,2.9,5.75,676,1352,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,28.8957,-9.49,6.4875,130,27.0232,43.3296,3.56,817.022,11.403,40.809,2920,4288,4424,160.9835,1410,284.6394,55.8072,488.728,2.85,17.385,42.5,90,7.87205,2.72,112,0
-8.96,2,115,1269,3.16,5.544,729,1944,1.5876,3.5344,0.2,4,1.78,64,11.8336,38.0512,-8.04,11.6424,252,61.4152,103.6644,5.88,2076.466,23.0596,57.528,5334,11086,8868,355.5065,2023,810.1454,139.1268,1514.319,17.2368,107.16,56.5,564,10.5376,16.56,312,3
-7.78,2,110,1000,3.8,6.3106,625,1150,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,26.474,-10.86,7.228,154,26.2834,42.209,5.92,815.1076,10.6941,36.053,2872,3882,4142,154.4641,1303,272.379,51.0494,495.5302,3.1692,14.725,64,86,11.8336,3.28,110,9
-6.89,2,112,950,3.76,6.3662,625,1025,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.0945,-10.35,6.1299,134,22.329,33.6848,5.32,612.069,9.401,32.86,2520,2952,3372,134.0271,1215,215.305,37.5134,375.343,1.0703,3.9525,50,19,9.16805,0.62,78,6.5
-6.49,2,113,925,3.74,6.394,625,1300,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,24.4745,-11.45,7.2141,123,28.3112,44.7828,4.54,811.702,11.7726,34.565,2846,4260,4320,160.0371,1359,275.797,56.4456,476.24,3.1692,14.725,42.5,86,7.87205,3.28,112,0
-8.37,2,111,1170,3.06,5.55,676,702,1.5625,3.3489,0.2,14,2.48,64,11.8336,35.4105,-5.61,6.5625,259,29.3432,47.0406,8.5,1103.047,11.1598,47.1042,3188,3486,3796,192.124,1298,395.705,58.458,725.9854,3.8125,22.0515,42.5,110,7.87205,3.2,160,0.5
-5.4,2,123,1053,3,5.7456,729,1242,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,31.3584,-8.22,6.552,170,26.9706,43.426,4.88,876.9636,11.109,43.7288,3038,4120,4330,164.3465,1429,302.2928,55.5726,527.8148,2.8728,17.86,56.5,94,10.5376,2.76,122,8
-5.21,2,118,988,2.92,5.725,676,962,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.6277,-6.79,5.6125,145,32.6274,47.3388,4.26,741.821,13.1642,35.868,3028,4100,3726,208.6955,1362,412.8674,52.445,710.051,4.8125,23.3325,50,100,9.16805,2.4,110,6.5
-9.36,2,114,1296,3.18,5.5188,729,1674,1.5876,3.5344,0.2,4,1.78,64,11.8336,38.8032,-7.34,10.6344,262,52.543,89.0546,6.68,1840.32,19.6548,56.212,4904,9290,7830,311.066,1855,702.7934,116.943,1335.587,14.364,89.3,64,470,11.8336,13.8,270,9
-7.38,2,111,975,3.78,6.3384,625,1150,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.854,-10.86,7.228,154,28.1562,44.778,5.92,870.6936,11.4535,36.053,2882,4064,4146,163.2146,1325,291.284,56.1654,512.4632,3.1692,14.725,56.5,86,10.5376,3.28,122,8
-6.1,2,116,1040,2.96,5.675,676,832,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,31.2564,-6.32,5.6,176,29.5884,43.6106,5.52,765.4056,11.8119,38.3568,2960,3552,3476,193.4425,1304,381.7288,48.4352,666.8148,3.85,18.666,64,80,11.8336,1.92,112,14
-8.96,2,115,1269,3.16,5.544,729,594,1.5876,3.5344,0.2,14,2.48,64,11.8336,38.0512,-4.54,6.6024,302,26.3922,43.4284,9.88,1147.106,9.8326,50.948,3214,2856,3618,177.0565,1293,366.5904,54.4358,691.084,2.8728,17.86,56.5,94,10.5376,2.76,162,8
-9.66,2,108,1248,3.12,5.475,676,832,1.5625,3.3489,0.2,14,2.48,64,11.8336,37.7712,-5.84,7.55,280,31.4416,52.7922,8.96,1279.124,11.6935,50.874,3536,4236,4616,203.8105,1364,434.5964,66.1332,838.866,5.7,34.77,64,180,11.8336,5.44,180,4
-9.26,2,109,1222,3.1,5.5,676,832,1.5625,3.3489,0.2,14,2.48,64,11.8336,37.0392,-5.84,7.55,280,33.3088,55.3548,8.96,1331.078,12.4529,50.874,3544,4446,4604,212.561,1386,453.2774,71.2828,852.951,5.7,34.77,56.5,180,10.5376,5.44,192,3
-9.36,2,114,1296,3.18,5.5188,729,594,1.5876,3.5344,0.2,14,2.48,64,11.8336,38.8032,-4.54,6.6024,302,24.5246,40.8658,9.88,1094.592,9.0732,50.948,3208,2626,3630,168.306,1271,347.9494,49.3182,676.999,2.8728,17.86,64,94,11.8336,2.76,150,9
-6.49,2,113,925,3.74,6.394,625,1200,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,24.4745,-9.85,7.3253,127,39.892,59.694,4.46,935.594,15.9054,32.085,3278,5356,4600,233.7591,1455,464.293,72.4584,799.972,7.4504,30.535,42.5,162,7.87205,5.76,144,0
-7.17,2,114,1092,3,5.625,676,1482,1.5625,3.3489,0.2,2,0.98,49,9.2416,33.2145,-7.71,9.5625,229,55.9586,90.8316,6.1,1809.841,21.3742,50.9472,4484,8700,6874,325.4455,1802,717.881,124.9698,1266.0274,12.3625,74.2065,50,380,9.16805,11.36,286,6.5
-9.36,2,114,1296,3.18,5.5188,729,864,1.5876,3.5344,0.2,14,2.48,64,11.8336,38.8032,-5.24,7.6104,292,31.5292,52.913,9.08,1281.024,11.7186,52.264,3632,4292,4680,203.996,1417,436.6604,66.2244,841.646,5.7456,35.72,64,188,11.8336,5.52,180,4
-4.51,2,125,999,2.96,5.796,729,1377,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,29.6852,-8.74,6.5646,138,30.0104,47.156,3.61,850.628,12.4613,41.172,3102,4614,4594,179.5995,1487,333.3424,59.6558,571.627,3.843,22.654,42.5,115,7.87205,3.25,120,0.5
-6.1,2,116,1040,2.96,5.675,676,936,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,31.2564,-7.92,5.5,172,18.0076,28.7218,5.6,639.9296,7.6791,41.2848,2528,2432,3204,119.7205,1208,193.2328,33.2944,343.9788,0,0,64,0,11.8336,0,80,14
-5.21,2,118,988,2.92,5.725,676,988,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.6277,-7.19,5.5875,144,29.7322,43.6166,4.28,709.74,12.131,36.6,2920,3816,3658,190.265,1338,365.7434,48.6582,629.342,3.85,18.666,50,80,9.16805,1.92,102,6
-5.4,2,123,1053,3,5.7456,729,1134,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,31.3584,-6.62,6.6528,174,38.5514,58.3164,4.8,1004.7396,15.2418,40.7208,3470,5296,4594,238.0685,1525,490.7888,70.7782,850.4908,6.7536,37.036,56.5,178,10.5376,4.72,154,8
-9.66,2,108,1248,3.12,5.475,676,1352,1.5625,3.3489,0.2,4,1.78,64,11.8336,37.7712,-7.24,9.55,260,45.4508,76.8546,7.36,1650.088,16.9843,53.436,4384,7512,6676,275.1905,1656,612.0184,99.8544,1168.02,11.4,69.54,64,360,11.8336,10.88,240,14
-8.77,2,110,1196,3.08,5.525,676,702,1.5625,3.3489,0.2,14,2.48,64,11.8336,36.1425,-5.61,6.5625,259,27.476,44.4764,8.5,1049.445,10.4004,47.1042,3180,3266,3804,183.3735,1276,377.024,53.34,711.1884,3.8125,22.0515,50,110,9.16805,3.2,148,1.5
-10.94,2,103,1175,3.94,6.116,625,800,1.9321,2.4025,0.2,14,2.48,64,11.8336,31.372,-9.2,8.3956,268,34.5408,57.046,10.64,1320.438,12.8225,43.09,3450,4390,4540,211.6146,1335,441.943,72.5596,837.383,6.3384,29.45,56.5,172,10.5376,6.56,192,3
-7.76,2,118,1188,3.1,5.6196,729,1404,1.5876,3.5344,0.2,2,0.98,49,9.2416,35.7952,-6.64,9.6264,272,53.0088,87.2626,7.48,1857.224,20.047,54.896,4504,8304,6744,310.378,1797,688.6464,120.8912,1229.2,11.4912,71.44,64,376,11.8336,11.04,288,14
-4.81,2,119,962,2.9,5.75,676,1222,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,28.8957,-7.49,6.6125,135,41.4992,61.9406,3.46,979.027,16.569,37.149,3460,5718,4764,253.136,1530,520.2594,74.7452,892.273,7.6625,40.7175,42.5,190,7.87205,5.12,152,0.5
-8.37,2,111,1170,3.06,5.55,676,728,1.5625,3.3489,0.2,14,2.48,64,11.8336,35.4105,-6.01,6.5375,258,26.448,43.3184,8.52,1073.494,10.1266,47.8362,3080,3216,3728,173.6935,1274,348.581,54.6768,645.2764,2.85,17.385,42.5,90,7.87205,2.72,152,0
-4.91,2,124,1026,2.98,5.7708,729,999,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.4372,-6.44,5.6574,152,32.719,47.4286,4.33,743.096,13.1893,36.848,3104,4160,3800,208.881,1415,414.4864,52.522,712.011,4.851,23.97,50,105,9.16805,2.45,110,6.5
-9.74,2,106,1100,3.88,6.1994,625,1300,1.9321,2.4025,0.2,2,0.98,49,9.2416,29.512,-10.6,10.6196,248,54.1684,89.249,9.04,1832.144,20.3915,45.26,4328,8080,6536,309.2461,1693,676.08,123.2624,1209.928,12.6768,58.9,64,344,11.8336,13.12,288,14
-5.8,2,122,1080,3.02,5.7204,729,972,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,32.1104,-7.52,5.544,180,18.0984,28.8098,5.68,639.9296,7.7042,42.4128,2608,2432,3276,119.906,1261,194.9408,33.2944,346.2348,0,0,64,0,11.8336,0,80,14
-4.51,2,125,999,2.96,5.796,729,1404,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,29.6852,-9.14,6.5394,137,27.1152,43.4334,3.63,817.972,11.4281,41.924,2994,4316,4528,161.169,1463,286.2184,55.8528,490.958,2.8728,17.86,42.5,94,7.87205,2.76,112,0
-8.47,2,116,1242,3.14,5.5692,729,729,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.13,-5.06,6.615,270,27.5644,44.5814,8.61,1050.65,10.4255,48.3912,3272,3306,3858,183.559,1329,378.999,53.401,713.7624,3.843,22.654,50,115,9.16805,3.25,148,1.5
-8.07,2,117,1215,3.12,5.5944,729,1836,1.5876,3.5344,0.2,4,1.78,64,11.8336,36.378,-8.26,10.6218,229,54.5552,91.6118,5.43,1812.948,20.7333,54.4072,4866,9668,7984,316.639,1911,705.36,122.7312,1306.4784,14.364,89.3,42.5,470,7.87205,13.8,272,0
-7.17,2,114,1092,3,5.625,676,1508,1.5625,3.3489,0.2,2,0.98,49,9.2416,33.2145,-8.11,9.5375,228,53.0634,87.1094,6.12,1779.328,20.341,51.6792,4376,8424,6806,307.015,1778,670.757,121.1862,1185.3184,11.4,69.54,50,360,9.16805,10.88,278,6
-8.85,2,108,1050,3.84,6.255,625,1450,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.1325,-11.19,10.6057,217,54.3234,89.2458,7.66,1758.048,20.7106,43.772,4292,8312,6690,306.0686,1727,660.593,123.7398,1169.504,12.6768,58.9,50,344,9.16805,13.12,278,6
-5.4,2,123,1053,3,5.7456,729,1404,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,31.3584,-7.32,7.6608,164,45.556,70.3636,4,1185.6276,17.8872,42.0368,3894,6782,5644,273.7585,1671,579.4998,87.9724,1015.1378,9.6264,54.896,56.5,272,10.5376,7.48,184,3
-8.47,2,116,1242,3.14,5.5692,729,486,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.13,-4.76,5.5818,279,17.6646,28.8116,9.43,835.976,6.7469,47.8272,2740,1400,2742,129.4385,1159,243.164,32.635,468.4464,0,0,50,0,9.16805,0,110,6
-10.45,2,104,1150,3.92,6.1438,625,1425,1.9321,2.4025,0.2,4,1.78,64,11.8336,30.6125,-10.79,10.6335,218,49.7274,82.712,7.64,1579.445,18.7062,43.152,4360,7936,6780,289.4971,1663,632.097,106.883,1189.329,13.7471,62.8525,50,363,9.16805,13.74,238,6.5
-7.38,2,111,975,3.78,6.3384,625,1400,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.854,-11.56,8.34,144,35.1608,57.0332,5.12,1045.3116,14.0989,37.138,3306,5494,5156,198.9046,1471,379.995,73.9524,676.6482,6.3384,29.45,56.5,172,10.5376,6.56,152,3
-5.7,2,117,1014,2.94,5.7,676,1456,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,30.5244,-9.32,7.5,152,33.884,55.3532,4,1055.9516,13.7293,43.8468,3384,5550,5268,199.851,1522,389.3358,72.6756,690.0658,5.7,34.77,56.5,180,10.5376,5.44,152,3
-6.49,2,113,925,3.74,6.394,625,1175,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,24.4745,-9.45,7.3531,128,42.7872,63.4218,4.44,966.567,16.9386,31.465,3386,5630,4670,252.1896,1479,511.417,76.4616,880.905,8.5207,34.4875,42.5,181,7.87205,6.38,152,0.5
-10.45,2,104,1150,3.92,6.1438,625,1450,1.9321,2.4025,0.2,4,1.78,64,11.8336,30.6125,-11.19,10.6057,217,46.8322,78.9842,7.66,1551.64,17.673,43.772,4252,7680,6710,271.0666,1639,584.973,102.887,1108.396,12.6768,58.9,50,344,9.16805,13.12,230,6
-7.78,2,110,1000,3.8,6.3106,625,800,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,26.474,-8.56,6.2272,168,30.8596,44.865,6.64,759.6936,12.1815,32.488,2880,3504,3412,192.4961,1253,372.164,49.2976,655.0772,4.2812,15.81,64,76,11.8336,2.48,112,14
-10.45,2,104,1150,3.92,6.1438,625,450,1.9321,2.4025,0.2,14,2.48,64,11.8336,30.6125,-8.39,6.1577,257,18.8138,29.9634,10.86,835.976,7.0914,39.432,2556,1400,2670,128.3066,1055,230.129,32.635,451.656,0,0,50,0,9.16805,0,110,6
-9.36,2,114,1296,3.18,5.5188,729,1404,1.5876,3.5344,0.2,4,1.78,64,11.8336,38.8032,-6.64,9.6264,272,45.5384,77.0074,7.48,1653.888,17.0094,54.896,4480,7624,6780,275.376,1709,614.0824,100.0368,1170.94,11.4912,71.44,64,376,11.8336,11.04,240,14
-6.89,2,112,950,3.76,6.3662,625,950,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.0945,-9.15,6.2133,137,31.0146,44.8682,5.26,704.028,12.5006,31,2844,3768,3582,189.3186,1287,356.677,49.5206,618.142,4.2812,15.81,50,76,9.16805,2.48,102,6
-11.34,2,102,1200,3.96,6.0882,625,800,1.9321,2.4025,0.2,14,2.48,64,11.8336,31.992,-9.2,8.3956,268,32.668,54.4834,10.64,1268.484,12.0631,43.09,3440,4180,4552,202.8641,1313,423.038,67.41,823.298,6.3384,29.45,64,172,11.8336,6.56,180,4
-6.1,2,116,1040,2.96,5.675,676,1196,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,31.2564,-8.62,6.5,162,25.0122,40.753,4.8,820.4276,10.3245,42.5658,2952,3910,4234,155.4105,1354,281.9438,50.411,508.5558,2.85,17.385,64,90,11.8336,2.72,110,9
-9.26,2,109,1222,3.1,5.5,676,1872,1.5625,3.3489,0.2,4,1.78,64,11.8336,37.0392,-8.64,11.55,240,61.3272,103.4796,5.76,2070.766,23.0345,55.998,5240,10918,8724,355.321,1970,808.1214,138.8532,1511.259,17.1,104.31,56.5,540,10.5376,16.32,312,3
-6.77,2,115,1066,2.98,5.65,676,1742,1.5625,3.3489,0.2,2,0.98,49,9.2416,32.4825,-8.41,10.5625,219,64.8304,105.4302,5.3,2043.199,24.779,52.2282,4916,10358,7904,369.886,1970,825.273,147.2684,1446.6814,15.2125,91.5915,42.5,470,7.87205,14.08,328,0.5
-8.45,2,109,1025,3.82,6.2828,625,1700,1.9321,2.4025,0.2,2,0.98,49,9.2416,27.5125,-11.89,11.7177,207,63.2008,104.0684,6.86,1985.766,24.1154,44.857,4726,9940,7700,350.5091,1895,768.209,146.676,1349.766,15.846,73.625,42.5,430,7.87205,16.4,320,0
-10.45,2,104,1150,3.92,6.1438,625,700,1.9321,2.4025,0.2,14,2.48,64,11.8336,30.6125,-9.09,7.2697,247,25.8184,42.2186,10.06,1014.892,9.7368,40.517,2980,2970,3680,163.9966,1201,318.84,50.198,615.841,3.1692,14.725,50,86,9.16805,3.28,140,1
-4.51,2,125,999,2.96,5.796,729,1269,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,29.6852,-7.14,6.6654,142,41.5912,62.0464,3.53,981.252,16.5941,38.164,3534,5806,4858,253.3215,1583,521.8384,74.8678,894.303,7.7238,41.83,42.5,199,7.87205,5.21,152,0.5
-6.1,2,116,1040,2.96,5.675,676,1092,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,31.2564,-7.02,6.6,166,36.593,55.6418,4.72,945.9036,14.4573,39.6378,3384,5030,4506,229.1325,1450,470.4398,65.5518,831.3918,6.7,36.051,64,170,11.8336,4.64,142,9
-8.06,2,112,1144,3.04,5.575,676,1352,1.5625,3.3489,0.2,2,0.98,49,9.2416,34.8432,-7.24,9.55,260,52.9196,87.1098,7.36,1853.424,20.0219,53.436,4416,8192,6640,310.1925,1744,686.7424,120.7088,1226.28,11.4,69.54,64,360,11.8336,10.88,288,14
-8.86,2,110,1196,3.08,5.525,676,832,1.5625,3.3489,0.2,14,2.48,64,11.8336,36.3072,-5.84,7.55,280,35.176,57.9182,8.96,1383.032,13.2123,50.874,3552,4656,4594,221.3115,1408,471.9584,76.4324,867.356,5.7,34.77,49,180,9.2416,5.44,204,2
-11.34,2,102,1200,3.96,6.0882,625,550,1.9321,2.4025,0.2,14,2.48,64,11.8336,31.992,-8.5,7.2836,278,25.6634,42.2282,11.44,1088.322,9.4177,42.005,3016,2570,3542,167.1741,1167,334.327,49.911,659.113,3.1692,14.725,64,86,11.8336,3.28,150,9
-7.36,2,119,1161,3.08,5.6448,729,1674,1.5876,3.5344,0.2,2,0.98,49,9.2416,35.0432,-7.34,10.6344,262,61.881,101.8756,6.68,2091.69,23.4518,56.212,4934,10040,7790,354.8185,1965,795.9984,143.171,1409.212,14.364,89.3,56.5,470,10.5376,13.8,330,8
-7.66,2,113,1118,3.02,5.6,676,1612,1.5625,3.3489,0.2,2,0.98,49,9.2416,34.1112,-7.94,10.55,250,61.7914,101.7068,6.56,2086.94,23.4267,54.717,4848,9900,7666,354.633,1912,794.1344,142.943,1406.222,14.25,86.925,56.5,450,10.5376,13.6,330,8
-4.91,2,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.4372,-6.84,5.6322,151,29.8238,43.706,4.35,710.76,12.1561,37.6,2996,3864,3734,190.4505,1391,367.3624,48.7198,631.342,3.8808,19.176,50,84,9.16805,1.96,102,6
-8.96,2,115,1269,3.16,5.544,729,864,1.5876,3.5344,0.2,14,2.48,64,11.8336,38.0512,-5.24,7.6104,292,33.3968,55.4756,9.08,1332.978,12.478,52.264,3638,4502,4668,212.7465,1439,455.3014,71.374,855.731,5.7456,35.72,56.5,188,10.5376,5.52,192,3
-8.85,2,108,1050,3.84,6.255,625,1425,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.1325,-10.79,10.6335,218,57.2186,92.9736,7.64,1787.133,21.7438,43.152,4400,8576,6760,324.4991,1751,707.717,127.739,1250.437,13.7471,62.8525,50,363,9.16805,13.74,286,6.5
-8.37,2,111,1170,3.06,5.55,676,1742,1.5625,3.3489,0.2,4,1.78,64,11.8336,35.4105,-8.41,10.5625,219,57.3616,95.1654,5.3,1837.751,21.7414,52.2282,4884,9798,7916,334.884,1882,750.549,126.2844,1384.2934,15.2125,91.5915,42.5,470,7.87205,14.08,280,0.5
-4.51,2,125,999,2.96,5.796,729,1296,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,29.6852,-7.54,6.6402,141,38.696,58.3238,3.55,948.596,15.5609,38.916,3426,5508,4792,234.891,1559,474.7144,71.0648,813.634,6.7536,37.036,42.5,178,7.87205,4.72,144,0
-8.77,2,110,1196,3.08,5.525,676,1508,1.5625,3.3489,0.2,4,1.78,64,11.8336,36.1425,-8.11,9.5375,228,45.5946,76.8478,6.12,1572.92,17.3034,51.6792,4344,7792,6826,272.013,1690,596.033,100.3334,1124.2104,11.4,69.54,50,360,9.16805,10.88,230,6
-5.7,2,117,1014,2.94,5.7,676,1196,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,30.5244,-8.62,6.5,162,26.8794,43.322,4.8,876.0136,11.0839,42.5658,2960,4092,4238,164.161,1376,300.6248,55.527,525.4888,2.85,17.385,56.5,90,10.5376,2.72,122,8
-8.56,2,116,1242,3.14,5.5692,729,864,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.2992,-5.24,7.6104,292,35.2644,58.039,9.08,1384.932,13.2374,52.264,3644,4712,4658,221.497,1461,473.9424,76.5236,870.136,5.7456,35.72,49,188,9.2416,5.52,204,2
-8.85,2,108,1050,3.84,6.255,625,1425,1.9321,2.4025,0.2,1,0.49,49,9.2416,28.1325,-12.29,8.3122,143,40.5688,61.9868,5.14,1156.337,16.5057,38.2695,3624,6160,5762,277.9553,1628,508.431,73.3572,985.2956,5.838,23.932,50,118,9.16805,4.14,148,-3.5
-4.51,2,125,999,2.96,5.796,729,1269,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,29.6852,-7.14,6.6654,142,67.664,108.1442,3.53,2222.4124,26.2343,38.164,4628,7696,6976,438.9081,2015,930.1074,138.2602,1686.4842,7.6986,42.7512,42.5,198,7.87205,5.23,356,0.5
-5.7,2,117,1014,2.94,5.7,676,1300,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,30.5244,-8.6,6.5375,132,37.7802,60.3356,3.52,1242.4542,15.7971,39.1803,3636,6172,5380,244.8349,1685,464.4588,80.3364,852.4658,3.75,22.2528,56.5,76,10.5376,2,176,2
-8.48,2,99,1275,3.57,6.6303,625,1550,1.9321,2.4025,0.2,2,0.98,49,9.2416,27.559,-11.3,11.7316,238,63.544,105.615,8.24,2038.9862,24.0616,46.345,5186,10366,7952,361.858,2048,791.269,148.9726,1414.862,16.3186,79.9025,152.5,483,7.949,18.84,336,11.5
-8.94,2,108,1050,3.84,6.255,625,1650,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.272,-11,11.7733,209,52.1366,86.6106,6.82,1535.522,20.8064,43.4775,4544,9720,7318,294.9356,2025,635.45,119.3134,1125.4016,16.0684,75.361,49,385,9.2416,14.85,240,1.5
-7.88,2,112,1144,3.04,5.575,676,1612,1.5625,3.3489,0.2,4,1.78,64,11.8336,34.5138,-8.18,9.575,198,71.2254,123.0426,4.84,2678.3816,25.9843,48.4584,5264,10260,8354,441.5115,2008,989.7306,162.6954,2010.099,17.025,111.081,36,600,6.5025,18.88,442,-1
-8.07,2,117,1215,3.12,5.5944,729,1647,1.5876,3.5344,0.2,4,1.78,64,11.8336,36.378,-7.19,9.6768,209,70.6636,122.2008,4.92,2762.444,26.4046,48.8612,5406,10648,8608,448.8377,2122,984.738,166.092,2013.2534,17.1612,114.116,42.5,626,7.87205,19.14,448,0
-8.96,2,115,1269,3.16,5.544,729,1026,1.5876,3.5344,0.2,2,0.89,64,11.8336,38.0512,-4.66,6.7536,178,32.8974,53.8074,4.72,1025.2384,12.356,37.036,3772,4890,5096,197.7881,1483,417.9474,63.457,845.3752,6.6528,44.9132,56.5,239,10.5376,7.32,146,8
-8.45,2,109,1025,3.82,6.2828,625,2175,1.9321,2.4025,0.2,2,0.98,49,9.2416,27.5125,-17.29,13.6637,238,67.344,116.2076,8.24,2250.9302,27.7074,58.032,5664,12988,10606,398.1757,3202,814.072,163.3752,1484.6716,15.8182,74.3845,42.5,429,7.87205,16.42,328,-3.5
-7.38,2,111,975,3.78,6.3384,625,1150,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.854,-8.96,7.3809,129,89.1084,141.9236,4.42,2868.8548,34.2424,30.7055,5698,9884,8660,560.9339,2357,1207.5052,180.2344,2187.5146,9.5354,39.959,56.5,198,10.5376,7.04,456,2
-5.92,2,107,1274,2.67,6.0375,676,884,1.5625,3.3489,0.2,1,0.49,49,9.2416,30.927,-5.2,6.175,174,29.3508,42.326,5.06,644.9282,14.039,36.3072,3946,6498,4734,149.0336,2392,270.078,53.4266,483.918,6.0625,23.5521,130.5,60,5.6493,1.4,96,20.5
-10.45,2,104,1150,3.92,6.1438,625,825,1.9321,2.4025,0.2,2,0.89,64,11.8336,30.6125,-6.79,6.3523,142,40.626,62.8936,5.16,1125.685,15.5132,27.342,3832,4580,5006,234.4471,1513,481.596,70.5144,938.867,5.2681,25.4975,50,153,9.16805,5.94,168,6.5
-5.05,2,77,1825,2.58,8.0064,625,550,1.9321,2.4025,0.2,42,-0.03,225,4.7961,22.2425,-11.24,8.757,378,41.6898,69.1974,15.94,1220.707,15.3065,55.862,4808,3850,6380,198.5701,1933,400.828,83.2602,731.539,1.0703,3.9525,42.5,19,7.87205,0.62,222,8.5
-4.81,2,119,962,2.9,5.75,676,1326,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,28.8957,-9.09,6.5125,131,29.9184,47.0518,3.54,849.423,12.4362,40.077,3028,4574,4492,179.414,1434,331.7634,59.5948,569.437,3.8125,22.0515,42.5,110,7.87205,3.2,120,0.5
-6.77,2,115,1066,2.98,5.65,676,1768,1.5625,3.3489,0.2,2,0.98,49,9.2416,32.4825,-8.81,10.5375,218,61.9352,101.708,5.32,2012.366,23.7458,52.9602,4808,10080,7836,351.4555,1946,778.149000000001,143.484,1365.9724,14.25,86.925,42.5,450,7.87205,13.6,320,0
-4.51,2,125,999,2.96,5.796,729,1269,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,29.6852,-7.14,6.6654,142,41.5912,62.0464,3.53,981.252,16.5941,38.164,3534,5806,4858,253.3215,1583,521.8384,74.8678,894.303,7.7238,41.83,42.5,199,7.87205,5.21,152,0.5
