0,37.5117345271
1,42.4123246862
2,52.3666065292
3,47.4501246292
4,32.8013223544
5,-31.6269949266
6,-25.3170572106
7,-24.4816741445
8,-47.318328056
9,-45.9982639312
10,-22.7398969039
11,-21.7988168279
12,-23.6474783265
13,12.7381658046
14,29.4419924148
15,16.8901858877
16,8.52772408508
17,29.706624278
18,21.0994929445
19,25.259237544
20,18.7839030076
21,25.6911923679
22,0.919326329597
23,-4.09472451242
24,27.5030225101
25,36.6491143485
26,10.540720658
27,18.7691317477
28,2.92253795868
29,-10.4592715564
30,24.2452947045
31,57.8996313848
32,51.8300950683
33,34.7684120894
34,29.4400515907
35,45.9554332703
36,40.2767930154
37,-6.52839887344
38,-28.4360996437
39,-20.3069124896
40,-39.1067497204
41,-15.8765435624
42,-32.1829666493
43,-24.4830047784
44,-35.7339051087
45,-42.0146315045
46,-3.77565557265
47,-7.02544124162
48,-13.699707522
49,-10.3333140845
50,-17.115896725
51,2.60366762578
52,-0.573956521507
53,-22.7345172649
54,-26.442694482
55,-13.7163930623
56,-35.8934317033
57,-29.8427356066
58,-32.9698867174
59,-18.557113293
60,83.2046397855
61,82.7732644666
62,83.1801234287
63,82.3114172863
64,83.9752905404
65,20.329584157
66,9.11565329804
67,3.37296685062
68,14.9985281285
69,-1.55357333639
70,-4.39145492965
71,-0.695512892636
72,3.48915719963
73,7.89836449891
74,20.2986363296
75,15.3586870177
76,6.15003712572
77,10.6341096966
78,1.91446848254
79,33.5006270361
80,25.4453338948
81,78.2292400146
82,82.6745141123
83,90.7074199738
84,73.695217311
85,69.130246843
86,86.8761693184
87,64.5991756304
88,-45.9824550217
89,-48.938227515
90,-39.6654211772
91,-51.5251484809
92,-36.1786071606
93,-42.9522235689
94,-50.2342674385
95,-20.1972368813
96,-24.5705988924
97,-34.6751991301
98,-28.3407924969
99,-37.4276628124
100,-39.9911713361
101,-31.6700668648
102,3.96924426151
103,-16.6884632953
104,-22.2662927683
105,-10.4824228919
106,-27.2893075835
107,-31.8358558787
108,-3.60054722693
109,-23.406733993
110,-24.4068444524
111,-19.8757704788
112,-22.3313907922
113,-21.1572994961
114,-25.3417055328
115,-18.4506695469
116,-36.1955929643
117,-6.51244249898
118,9.50429904766
119,31.1966199205
120,25.4935230476
121,43.3689751554
122,37.1572468805
123,19.9829350452
124,14.6694395563
125,30.2534541912
126,22.1513683568
127,14.5348007414
128,57.1260321511
129,66.6531042715
130,47.8188672211
131,38.8370986599
132,-15.9332126275
133,-13.7463610962
134,-34.6702931979
135,-19.2917229142
136,-17.7444137541
137,-7.80496215695
138,-11.0788098032
139,-41.85318266
140,-38.155672414
141,-29.757903413
142,-45.9072499533
143,0.807022711417
144,2.36951145176
145,7.48368526239
146,6.38336592843
147,5.20454929757
148,-1.01608296065
149,3.90541123413
150,-17.4769697072
151,-15.6290149728
152,-20.7396383345
153,-22.1757562625
154,-13.6398835901
155,-19.178826927
156,-11.5209186722
157,4.21437488626
158,7.1230519132
159,-4.18138796693
160,13.031757231
161,-1.45105710938
162,10.0686418098
163,1.35134917563
164,25.6075452887
165,34.6218187167
166,30.0824055808
167,39.0738060363
168,43.2996862466
169,47.1775044447
170,46.8982953476
171,27.2827833676
172,23.0321986102
173,30.8684658982
174,7.51376562063
175,47.2430399053
176,40.5624915022
177,33.7871016266
178,27.0070754597
179,13.768377079
180,20.2971555326
181,35.7017207738
182,30.6626611056
183,39.0765862173
184,34.13020669
185,16.543783889
186,25.8016888215
187,21.1414032372
188,14.571312319
189,7.02553505437
190,3.31540440014
191,10.3810807979
192,-38.7274642161
193,-35.521464403
194,-29.3161300106
