misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ox,spin,charge_lig
1,287.9005,604.1574,1267.637,1501.13,1520,4008,6272,7174,47,94,180,226,274,690,1124,1618,15.7079,41.7038,69.8212,103.1058,34.5186,59.4915,85.8475,63.316,138,228,256,55,5,9,13,11,22,51,61,25,1.9925,4.0425,5.1525,2.6603,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,11.8336,8.772,16.34,7.568,64,48,56,8,1,2,1,2,6,8,2,0.5329,0.5621,0.8322,0.2701,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.89,2.13,1.24,2,9,7,-1,0,1,-0.04,0.32,0.36,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,3.3489,37.7712,46.665,114.009,676,1248,1560,988,10,28,96,228,192,1.5625,5.475,9.625,13.95,-9.66,-7.2,-11.06,108,200,690,20,22,136,3.12,4.8,23.84,4,1,-2
2,298.6366,682.534,1377.134,1806.974,1711,4538,7688,9372,49,110,210,290,320,886,1546,1938,20.6033,57.3146,102.8958,134.9622,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,109.2232,242.811,404.568,383.1802,394,936,1284,862,18,38,64,64,102,250,336,250,6.9634,17.479,26.0216,21.204,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,15.504,36.632,30.3696,49,84,140,105,2,5,4,4,14,22,14,0.5625,1.155,2.2875,1.695,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,0.98,3.15,2.17,2,15,13,-3,-1,1,-0.04,0.7,0.74,2.4025,28.892,39.525,73.625,625,1075,1500,1750,10,20,96,204,240,1.9321,6.2272,10.703,15.846,-9.34,-10,-16.5,107,190,430,20,26,80,3.86,6.2,16.4,4,4,-2
1,101.9205,163.1928,328.8388,523.6896,1132,2406,2882,2040,14,26,50,70,76,196,226,142,7.6902,17.685,28.423,31.1982,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,30.5244,34.3308,0,676,1014,806,0,7,0,78,42,0,1.5625,5.7,5.1375,0,-5.7,-5.95,0,117,151,0,23,35,0,2.94,4.64,0,4,1,-6
1,160.3105,302.7864,624.9,1105.248,1994,5324,7788,4764,31,60,126,204,186,516,858,1068,12.367,34.5132,63.4518,85.6764,39.8486,67.2435,106.4295,100.98,203,324,252,108,7,12,21,18,33,72,84,72,2.33365,5.0127,6.5406,5.1282,19.3161,28.908,29.04,0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0,8.31485,8.37675,21.681,0,144.5,135,67.5,0,1.5,4.5,0,4.5,18,13.5,0,0.82825,1.2243,1.7649,0,4.7961,14.454,0,0,225,45,0,0,3,0,0,9,9,0,0,1.1236,1.1766,0,0,-0.54,-0.045,0,13.5,63,0,-1.5,9,0,0.435,3.105,0,-0.03,0,0,42,0,0,6,0,0,2.07,0,0,3.3489,26.3337,62.3115,36.234,676,2158,780,234,15,9,126,144,54,1.5625,7.5375,8.4375,4.1625,-3.41,-6.6,-3.33,73,360,225,15,66,45,1.47,12,7.92,4,3,-2
2,176.1661,374.09,837.372,1448.512,1111,2920,3970,2832,29,60,132,228,192,572,976,980,10.0837,29.4692,56.0652,69.5156,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.4025,29.512,49.91,27.28,625,1100,850,200,14,8,120,156,48,1.9321,6.1994,9.4242,4.1144,-9.74,-10.5,-5.2,106,316,192,16,58,40,3.88,12.68,8.16,5,3,-2
1,198.0691,373.529,675.755,622.481,1309,2920,3550,3920,32,62,110,90,172,372,390,480,13.26,32.8294,46.265,47.825,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,2.4025,25.0945,23.56,19.7625,625,950,875,750,5,5,66,60,120,1.9321,6.3662,5.2125,5.3515,-6.89,-7.45,-5,112,90,95,25,20,10,3.76,3.2,3.1,4,2,-2
1,176.183,367.8624,720.398,1214.316,1182,2920,3392,2816,29,58,114,182,172,474,734,806,10.1997,27.7622,47.6822,60.601,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.1112,57.645,17.385,676,1118,624,364,14,4,120,108,48,1.5625,5.6,7.475,2.85,-7.66,-5.88,-2.18,113,340,90,16,66,16,3.02,11.52,2.72,4,3,-2
1,158.4405,315.6134,648.505,942.282,1216,3080,3480,2438,23,46,84,130,130,354,524,514,8.7743,23.3566,38.6372,43.8706,34.5186,59.4915,85.8475,63.316,138,228,256,55,5,9,13,11,22,51,61,25,1.9925,4.0425,5.1525,2.6603,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,8.772,16.34,7.568,64,48,56,8,1,2,1,2,6,8,2,0.5329,0.5621,0.8322,0.2701,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.89,2.13,1.24,2,9,7,-1,0,1,-0.04,0.32,0.36,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,37.7712,41.541,17.385,676,1248,520,364,10,4,96,84,48,1.5625,5.475,5.625,2.85,-9.66,-4.4,-2.18,108,240,90,20,46,16,3.12,8,2.72,4,1,-2
1,173.546,342.6584,718.902,1128.948,1170,2932,3560,2748,27,52,102,164,154,420,670,788,8.8955,23.9148,41.4198,57.1708,42.07135,73.746,123.2595,100.98,115,180,180,108,7,12,21,18,33,72,84,72,2.0531,4.2966,5.5083,5.1282,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,11.628,30.096,0,56.5,63,31.5,0,1.5,4.5,0,4.5,18,13.5,0,0.5477,0.86625,1.24875,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.735,3.78,0,1.5,27,0,-1.5,9,0,-0.03,1.71,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,37.0392,46.2075,36.234,676,1222,676,234,11,9,102,120,54,1.5625,5.5,6.5875,4.1625,-9.26,-5.12,-3.33,109,260,225,19,46,45,3.1,8.48,7.92,4,5,-2
1,354.5005,725.1024,1375.548,2305.44,2450,7556,12900,15660,67,132,270,420,402,1092,2010,3300,22.7674,65.202,124.491,207.714,39.8486,67.2435,106.4295,100.98,203,324,252,108,7,12,21,18,33,72,84,72,2.33365,5.0127,6.5406,5.1282,67.8636,134.487,212.859,201.96,342,648,504,216,13,24,42,36,66,144,168,144,4.1344,10.0254,13.0812,10.2564,8.31485,8.37675,21.681,0,144.5,135,67.5,0,1.5,4.5,0,4.5,18,13.5,0,0.82825,1.2243,1.7649,0,4.7961,16.7535,43.362,0,225,270,135,0,3,9,0,9,36,27,0,1.1236,2.4486,3.5298,0,-0.54,-0.045,0,13.5,63,0,-1.5,9,0,0.435,3.105,0,-1.08,-0.09,0,27,126,0,-3,18,0,0.87,6.21,0,3.3489,26.3337,69.9975,181.17,676,2158,2340,1170,15,45,126,360,270,1.5625,7.5375,14.4375,20.8125,-3.41,-10.8,-16.65,73,300,1125,15,30,225,1.47,7.2,39.6,5,4,-2
1,128.5461,222.9984,442.6816,561.9312,2156,3382,3846,5272,18,34,58,78,92,228,290,278,11.8518,23.7682,34.1414,41.4574,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,30.744,18.8856,676,1118,702,1664,7,4,78,66,24,1.5625,5.6,5.2375,5.1,-7.66,-3.99,-3,113,155,40,23,31,20,3.02,4.56,0.92,4,5,-6
1,176.183,367.8624,720.398,1214.316,1182,2920,3392,2816,29,58,114,182,172,474,734,806,10.1997,27.7622,47.6822,60.601,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.1112,57.645,17.385,676,1118,624,364,14,4,120,108,48,1.5625,5.6,7.475,2.85,-7.66,-5.88,-2.18,113,340,90,16,66,16,3.02,11.52,2.72,4,5,-2
2,205.2875,405.8136,896.77,874.882,1659,4092,5304,4960,31,64,122,124,186,444,590,720,13.0527,33.5604,54.0958,58.1388,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,37.2588,18.666,27.999,676,1482,624,936,4,6,60,72,132,1.5625,5.8,3.85,5.775,-9.38,-2.88,-4.32,99,80,120,26,12,14,2.86,1.92,2.88,5,4,-5
1,598.9781,1279.752,2287.8788,3023.48,2810,6626,9184,9928,103,212,382,496,594,1496,2170,2544,38.9015,99.6456,156.4866,194.6048,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.4025,26.04,18.848,15.81,625,1225,700,600,4,4,60,48,72,1.9321,6.672,4.17,4.2812,-7.5,-5.96,-4,101,72,76,26,16,12,3.54,2.56,2.48,5,1,-3
1,305.953,619.5234,1187.886,2005.392,2336,6998,11622,12936,58,114,234,366,348,948,1722,2742,20.1673,57.5298,109.2312,177.2046,15.57485,14.454,14.52,0,146,45,3,0,2.5,3,3,0,6,9,3,0,1.0336,1.1766,0.4107,0,67.8636,134.487,212.859,201.96,342,648,504,216,13,24,42,36,66,144,168,144,4.1344,10.0254,13.0812,10.2564,8.31485,7.227,0,0,144.5,22.5,0,0,1.5,0,0,4.5,4.5,0,0,0.82825,0.5883,0,0,4.7961,16.7535,43.362,0,225,270,135,0,3,9,0,9,36,27,0,1.1236,2.4486,3.5298,0,-0.015,0,0,21,0,0,3,0,0,1.035,0,0,-1.08,-0.09,0,27,126,0,-3,18,0,0.87,6.21,0,3.3489,26.3337,68.076,144.936,676,2158,1950,936,15,36,126,306,216,1.5625,7.5375,12.9375,16.65,-3.41,-9.75,-13.32,73,315,900,15,39,180,1.47,8.4,31.68,4,1,-2
1,125.0266,232.281,481.544,892.656,982,2352,2442,1344,20,38,80,130,118,328,472,394,7.5132,20.325,34.588,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.1325,45.632,0,625,1050,475,0,13,0,114,78,0,1.9321,6.255,7.2141,0,-8.85,-9.29,0,108,306,0,17,65,0,3.84,12.88,0,4,4,-3
1,243.9796,489.231,931.039,1347.918,1411,3472,3988,3048,39,78,142,204,220,572,810,848,14.5559,38.1846,59.9358,69.926,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,30.6125,31.992,3.9525,625,1150,375,150,9,1,90,60,18,1.9321,6.1438,5.1569,1.0703,-10.45,-6.69,-1,104,210,19,21,44,3,3.92,8.8,0.62,4,2,-2
1,199.201,384.2144,685.787,630.896,1413,3072,3690,4040,32,62,110,90,172,372,390,480,12.9155,31.6386,45.29,46.824,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,3.5344,30.4372,28.576,23.97,729,1026,945,810,5,5,66,60,120,1.5876,5.7708,4.725,4.851,-4.91,-5.8,-3.35,124,100,105,25,20,10,2.98,2.55,2.45,4,4,-2
2,177.1125,384.7524,855.404,1458.368,1162,3008,4038,2848,29,60,132,228,192,572,976,980,9.7141,28.2204,54.1668,68.6868,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.8432,58.926,32.208,676,1144,884,208,14,8,120,156,48,1.5625,5.575,8.475,3.7,-8.06,-6.58,-2.96,112,330,200,16,58,40,3.04,10.72,7.04,4,1,-2
4,261.978,620.6344,1234.28,1739.272,1787,4664,7674,9832,41,96,180,260,276,780,1388,1788,18.678,52.1132,94.852,126.622,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.5344,35.7952,46.624,57.528,729,1188,1350,1944,10,12,96,156,216,1.5876,5.6196,8.694,11.6424,-7.76,-6,-8.04,118,220,252,20,34,36,3.1,5.7,5.88,5,3,-4
1,125.184,237.3184,500,818.4,1109,2708,2448,864,18,34,66,110,100,276,382,302,6.3205,17.0746,28.306,29.8294,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.5344,38.0512,45.496,0,729,1269,297,0,11,0,102,66,0,1.5876,5.544,5.1282,0,-8.96,-3.52,0,115,286,0,19,55,0,3.16,9.79,0,5,5,-2
2,211.046,419.085,886.9124,967.014,1455,3604,4788,4992,32,66,124,134,190,460,620,762,13.228,34.1654,54.3648,62.2586,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,36.1425,24.2292,27.999,676,1196,806,936,5,6,66,78,132,1.5625,5.525,4.7875,5.775,-8.77,-4.09,-4.32,110,99,120,25,17,14,3.08,2.42,2.88,5,4,-5
1,123.0441,215.4196,446.7284,672.9808,1245,3092,3464,1584,17,32,58,92,90,240,316,256,7.5684,18.9092,30.2034,30.8508,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.245,3.2895,3.9216,0,160,48,56,0,0.5,0.5,0,0.5,1,0.5,0,0.78665,0.3927,0.3825,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.015,-0.23,0,5,4.5,0,-0.5,0,0,0.125,0.135,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.7556,32.8348,33.449,5.0464,576,1344,336,168,9,1,90,60,6,1.6129,5.9309,4.7371,0.9525,-9.82,-5.21,-1.38,88,202,17,21,44,5,2.95,7.7,0.52,4,3,-3
1,296.651,622.8384,1281.722,1554.924,1542,4016,6260,7328,49,98,186,238,284,714,1154,1686,16.4673,43.571,72.3838,108.3218,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,3.3489,37.0392,46.665,114.009,676,1222,1560,988,10,28,96,228,192,1.5625,5.5,9.625,13.95,-9.26,-7.2,-11.06,109,200,690,20,22,136,3.1,4.8,23.84,4,1,-2
1,199.0155,382.5954,684.267,629.621,1360,2996,3620,3980,32,62,110,90,172,372,390,480,12.8904,31.547,45.215,46.747,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,3.3489,29.6277,27.816,23.3325,676,988,910,780,5,5,66,60,120,1.5625,5.725,4.6875,4.8125,-5.21,-6.05,-3.6,118,95,100,25,20,10,2.92,2.5,2.4,4,3,-2
1,127.6186,234.321,482.784,905.136,997,2364,2492,1416,20,38,80,130,118,328,472,394,7.4836,20.2942,34.5324,38.7458,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.1325,46.252,0,625,1050,500,0,13,0,114,78,0,1.9321,6.255,7.1863,0,-8.85,-9.69,0,108,305,0,17,65,0,3.84,12.9,0,5,1,-2
