[2.500000]
[3.944937]
[-2.610127]
[170.206934]
[323.532569]
[622.633531]
[886.032012]
[2230.565190]
[4270.982278]
[7051.479747]
[4203.075949]
[26.409494]
[52.493671]
[94.811392]
[134.194937]
[147.594937]
[383.073418]
[550.716456]
[626.327848]
[11.962218]
[29.936213]
[49.084409]
[58.077786]
[29.708292]
[47.833019]
[52.827341]
[43.192809]
[282.451266]
[168.243671]
[149.702532]
[119.836709]
[4.557911]
[7.447468]
[8.953165]
[7.464557]
[16.400633]
[33.813291]
[35.117722]
[29.706329]
[1.839953]
[3.169073]
[3.149140]
[2.637555]
[29.536160]
[47.791900]
[53.239247]
[44.595309]
[266.131646]
[169.208861]
[148.711392]
[129.262025]
[4.525316]
[7.435443]
[9.011392]
[7.687342]
[16.736709]
[36.110127]
[38.429114]
[35.467089]
[1.834573]
[3.169422]
[3.148831]
[2.776356]
[9.215543]
[10.535836]
[5.743204]
[5.216859]
[224.688924]
[41.377532]
[30.632911]
[23.680380]
[1.511709]
[0.796203]
[0.839241]
[3.207278]
[4.666772]
[3.372785]
[3.061392]
[0.719532]
[0.659352]
[0.397574]
[0.364837]
[9.133040]
[10.426505]
[5.391134]
[4.204885]
[205.624684]
[39.048101]
[22.387975]
[14.418196]
[1.487342]
[0.723101]
[0.650000]
[3.079747]
[4.256646]
[2.518987]
[2.047152]
[0.716337]
[0.640529]
[0.325485]
[0.254646]
[0.698867]
[0.386424]
[0.340753]
[9.854430]
[3.806329]
[6.410759]
[0.899367]
[-0.260127]
[0.410759]
[0.466722]
[0.164861]
[0.321165]
[0.678430]
[0.449456]
[0.361578]
[9.768354]
[3.168671]
[4.337816]
[0.869304]
[-0.273734]
[0.198418]
[0.463386]
[0.147902]
[0.231690]
[2.983086]
[30.906137]
[37.439207]
[18.891435]
[648.346203]
[1686.355696]
[729.760759]
[436.693671]
[8.972785]
[4.483544]
[89.836709]
[80.745570]
[55.420253]
[1.680311]
[6.460000]
[6.137562]
[3.386591]
[-7.613816]
[-6.280728]
[-3.272114]
[86.263924]
[199.825316]
[97.034177]
[21.027215]
[40.379114]
[17.664557]
[2.781019]
[6.893133]
[3.208335]
