[0.250000]
[2.374816]
[8.446733]
[11808.008548]
[68514.387566]
[186573.623174]
[453394.959381]
[5681108.454611]
[5326999.288294]
[78007091.721742]
[19205135.546130]
[376.340543]
[1861.948694]
[5433.683415]
[13885.526557]
[14123.638455]
[111400.554104]
[318882.114539]
[703358.770997]
[57.118755]
[426.962789]
[1243.291158]
[3089.426498]
[721.803254]
[4062.833921]
[10407.532291]
[15780.173203]
[262121.481486]
[85009.994422]
[182219.611513]
[197473.211311]
[23.108513]
[110.991544]
[289.491477]
[488.256339]
[758.150253]
[4791.446785]
[9553.193737]
[10733.218821]
[3.674227]
[25.767697]
[58.320673]
[73.581703]
[2901.011466]
[17453.382420]
[49347.619614]
[92282.793994]
[328888.918112]
[364805.472833]
[877875.306579]
[1315961.083241]
[90.056954]
[475.534440]
[1389.956832]
[2823.170599]
[4007.472450]
[34353.965087]
[72835.575355]
[104555.237524]
[14.701937]
[110.617738]
[282.233901]
[462.942066]
[6.031121]
[23.822858]
[77.934751]
[114.917912]
[261880.216681]
[1515.061426]
[6069.617145]
[7766.975691]
[0.709831]
[1.709100]
[3.567827]
[8.216688]
[21.788168]
[68.497424]
[104.012687]
[0.080792]
[0.156413]
[0.614934]
[1.084395]
[7.551814]
[29.208307]
[83.008034]
[105.653641]
[287519.949644]
[1159.076167]
[4126.963716]
[5819.338205]
[0.867561]
[1.691128]
[3.023228]
[9.870856]
[20.189908]
[53.495684]
[93.470166]
[0.093937]
[0.149965]
[0.485494]
[0.831735]
[0.820133]
[0.906905]
[0.774734]
[146.896847]
[73.969454]
[383.791403]
[5.601898]
[0.581701]
[2.825580]
[0.363799]
[0.110293]
[0.740053]
[0.955479]
[1.045762]
[0.868443]
[189.267859]
[60.215300]
[276.268119]
[7.019074]
[0.744294]
[1.353115]
[0.471490]
[0.106784]
[0.555906]
[0.205600]
[18.145915]
[239.823990]
[597.936042]
[3179.231410]
[1115445.026645]
[171221.614916]
[415711.134011]
[17.059386]
[34.338337]
[614.137893]
[2063.851721]
[6695.532248]
[0.023498]
[0.957284]
[5.999527]
[21.983698]
[4.788608]
[7.419212]
[18.493699]
[1811.179078]
[11077.549232]
[16354.502629]
[17.059386]
[431.499944]
[533.421655]
[0.655163]
[17.219737]
[17.861300]
