[0.4727095516569195]
[13356.346045034314]
[72460.98196665612]
[227665.64796922385]
[415149.74405098683]
[221948.5446439451]
[1311223.852369639]
[4794497.043037285]
[10348579.092866717]
[429.7904864156913]
[1961.6500670077955]
[6340.117629142306]
[12210.042763157904]
[15308.006853070217]
[104225.14065545822]
[286901.2931591129]
[542132.89604654]
[56.45308048918457]
[396.59605667053404]
[1098.3559602649711]
[2254.7846881552277]
[378.9927130841561]
[2015.5927890622881]
[6021.158629459414]
[9701.982802888773]
[5104.327165570169]
[29379.17091557014]
[60523.48308053123]
[66129.38727461017]
[12.20858651620369]
[54.654018944931885]
[170.71258223684228]
[284.2146000852825]
[417.6923961379159]
[2648.5588678728127]
[5484.720463267565]
[6534.342310855222]
[1.5596702498130866]
[10.852099801393923]
[25.740687633403923]
[36.92541196792411]
[2515.64892969014]
[13974.778844425948]
[40201.79682047565]
[60132.40252061078]
[38290.789504142325]
[252489.7557870376]
[579077.859314082]
[501091.544895225]
[69.56597983674457]
[347.3613243177393]
[1009.6702607212482]
[1591.5479714912303]
[2538.598531920081]
[16700.282894736774]
[36056.382066276834]
[37482.77631578964]
[11.953254949557955]
[81.9862132465006]
[202.1366445265946]
[235.94509547538217]
[1.1158981741905565]
[9.66981085767027]
[78.31391612335761]
[26.069263081071984]
[1435.5219126918826]
[574.6749246162285]
[1110.9499897203953]
[1066.939144736845]
[0.21773917214912203]
[1.69452630056042]
[0.680009213572129]
[2.7275047971491255]
[19.21031691642304]
[23.020189906189024]
[14.778978968689026]
[0.006932687197284673]
[0.05254653199900245]
[0.2312100644783873]
[0.1727881798680972]
[4.246481572506258]
[23.18372881911521]
[245.54315787654394]
[229.73983942051834]
[2177.873408564818]
[1386.572170443467]
[2952.9209917153917]
[2527.671905458092]
[0.6028950414230011]
[4.802273696393763]
[3.9931088572124804]
[9.303278813352824]
[42.11108826754393]
[75.06922362329412]
[50.2245751096492]
[0.018209821383482417]
[0.11584341549075629]
[0.7359099672355466]
[0.6424006702883638]
[0.4176551536991338]
[1.3394001332541459]
[0.28720818941885795]
[24.818584003411267]
[111.64699835526395]
[54.20226836622771]
[2.3216964394493176]
[4.964346902412314]
[0.7904673793859668]
[0.07402847069931759]
[0.3024468112283765]
[0.11228407651072166]
[1.195400987603555]
[4.500799125852824]
[2.909275032742454]
[97.33519127680323]
[342.6770833333316]
[87.39067830165719]
[10.141866167153985]
[11.21788955896688]
[2.970082541422991]
[0.31590355674342074]
[0.8705611735501928]
[0.24579843749999838]
[0.20651069089021348]
[12.16529265636788]
[172.83404438563534]
[1286.2237254736922]
[2744.5292626096607]
[75704.25829982947]
[180676.70504385946]
[418151.9634350633]
[12.375373111598368]
[84.46615344785558]
[445.51343201754355]
[4225.754385964918]
[7288.469846491231]
[0.023406945780640898]
[0.285119834423276]
[5.755484167716407]
[28.984463026011454]
[3.543624801260968]
[4.789487025615249]
[27.598422350907583]
[140.9383756700781]
[8284.930586013643]
[49244.85805768767]
[12.375373111598387]
[330.8372928849902]
[1904.1711287768023]
[0.2691857623659843]
[13.189283813809702]
[67.34489432641949]
[0.2287859405458087]
[1.88777716861598]
[2.8158656189084077]
