f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all,ox,spin
19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,39.528,0,676,988,1092,0,7,0,78,42,0,1.5625,5.725,5.4875,0,116.543,177.2474,306.506,581.416,1242,2488,3386,2680,14,26,46,70,72,188,226,150,7.9982,18.1514,28.7278,33.511,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-8.79,0,118,140,0,23,35,0,2.92,4.36,0,3,2
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.3489,37.7712,53.436,69.54,676,1248,1352,1456,12,16,108,168,192,1.5625,5.475,9.55,11.4,275.1905,612.0184,1168.02,1650.088,1656,4384,6676,7512,43,92,162,240,254,696,1162,1440,16.9843,45.4508,76.8546,99.8544,2.48,0,0,14,0,0,2,0,0,0.72,0,0,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-9.66,-7.24,-8.72,108,260,360,18,44,64,3.12,7.36,10.88,2,5
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.9925,40.517,14.725,625,1125,700,350,11,4,102,90,48,1.9321,6.1716,7.2697,3.1692,172.7471,337.745,630.638,1068.174,1223,2990,3672,3188,26,52,92,152,144,394,596,640,10.4962,27.6912,44.7828,55.3152,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.05,-9.09,-3.3,105,247,86,19,51,16,3.9,10.06,3.28,2,2
65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,25.234,34.658,45.26,625,950,1300,1300,8,12,84,120,192,1.9321,6.3662,8.4512,10.6196,281.3771,587.396,1017.6332,1222.6616,1589,3748,5442,6744,47,96,166,196,262,636,874,1132,18.9911,48.6144,74.5142,95.11,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-6.98,-9.96,-10.6,112,148,248,22,28,40,3.76,5.04,9.04,3,1
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,28.8957,37.149,40.7175,676,962,1222,1144,7,9,78,96,168,1.5625,5.75,6.6125,7.6625,253.136,520.2594,892.273,979.027,1530,3460,4764,5718,42,84,146,152,230,534,670,858,16.569,41.4992,61.9406,74.7452,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.81,-7.49,-5.78,119,135,190,23,26,26,2.9,3.46,5.12,2,1
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,29.6277,35.868,23.3325,676,988,962,780,7,5,78,72,120,1.5625,5.725,5.6125,4.8125,208.6955,412.8674,710.051,741.821,1362,3028,3726,4100,34,66,116,110,182,408,456,560,13.1642,32.6274,47.3388,52.445,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.21,-6.79,-3.6,118,145,100,23,30,10,2.92,4.26,2.4,2,1
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,37.944,0,625,1100,600,0,10,0,96,60,0,1.9321,6.1994,6.1438,0,125.1291,214.642,409.9682,767.2096,1089,2520,2816,1792,17,32,58,100,90,248,340,264,7.4105,18.9688,29.957,32.8564,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.98,0,106,226,0,20,50,0,3.88,9.48,0,3,1
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,36.378,48.3912,22.654,729,1215,729,540,11,5,102,96,72,1.5876,5.5944,6.615,3.843,192.3095,397.64,728.5594,1104.252,1351,3278,3850,3526,30,60,106,160,166,438,642,730,11.1849,29.432,47.1456,58.519,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.07,-5.06,-2.65,117,270,115,19,50,18,3.12,8.61,3.25,2,2
61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.372,43.09,29.45,625,1175,800,700,12,8,108,120,96,1.9321,6.116,8.3956,6.3384,211.6146,441.943,837.383,1320.438,1335,3450,4540,4390,33,68,120,192,188,516,824,968,12.8225,34.5408,57.046,72.5596,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.94,-9.2,-6.6,103,268,172,18,52,32,3.94,10.64,6.56,2,6
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.7556,32.121,47.3764,83.083,576,1080,1608,1824,11,21,102,192,264,1.6129,5.6388,10.7315,15.4559,334.2907,743.97,1374.5898,1820.734,1782,4704,7648,9494,54,116,202,280,318,846,1378,1778,21.7918,57.5392,95.5034,126.7712,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-9.39,-10.28,-15.19,99,197,428,19,34,82,3.18,5.52,14.5,3,2
37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,36.1425,47.8362,17.385,676,1196,728,364,11,4,102,90,48,1.5625,5.525,6.5375,2.85,164.943,329.9,630.4794,1020.212,1252,3072,3736,2998,24,48,86,140,134,370,566,572,9.3672,24.5808,40.7542,49.5596,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.77,-6.01,-2.18,110,258,90,19,51,16,3.08,8.52,2.72,2,1
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,40.92,0,625,1200,300,0,12,0,108,72,0,1.9321,6.0882,6.1716,0,131.4841,245.616,494.928,908.16,1021,2592,2532,960,19,36,66,120,102,288,426,360,6.7723,18.6588,29.973,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-7.8,0,102,288,0,18,60,0,3.96,12.24,0,3,5
19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.0945,33.48,0,625,950,1050,0,7,0,78,42,0,1.9321,6.3662,6.1021,0,115.5966,168.181,294.41,581.416,1191,2412,3302,2680,14,26,46,70,72,188,226,150,8.3678,19.4338,29.957,33.511,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.89,-10.75,0,112,133,0,23,35,0,3.76,5.34,0,2,2
27.55135,41.106,41.0865,16.83,112,150,60,18,4,6,7,3,13,23,13,3,1.6424,2.5718,1.8361,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.262,3.25125,8.415,36,45,18,9,1,0.5,1.5,1,1.5,2,1.5,0.5929,0.5698,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,35.4568,45.2704,4.794,729,1188,621,162,10,1,96,66,24,1.5876,5.6196,5.5944,0.9702,144.6915,274.2136,506.794,797.4096,1217,2804,2978,2076,21,40,72,108,112,292,386,352,8.0992,20.7044,32.5304,36.6538,-0.69,0,0.525,-1.5,0,7.5,-0.5,-1.5,0,0.03,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-7.58,-5.28,-0.67,118,247,21,20,49,2,3.1,8.16,0.49,2,2
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,28.1325,43.152,62.8525,625,1050,1425,1550,11,17,102,168,216,1.9321,6.255,10.6335,13.7471,324.4991,707.717,1250.437,1787.133,1751,4400,6760,8576,54,114,196,286,310,816,1284,1720,21.7438,57.2186,92.9736,127.739,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.85,-10.79,-14.2,108,218,363,19,38,66,3.84,7.64,13.74,3,1
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,28.8957,37.881,36.051,676,962,1248,988,7,8,78,90,144,1.5625,5.75,6.5875,6.7,234.7055,473.1354,811.564,946.626,1506,3352,4696,5432,38,76,132,144,208,490,624,776,15.5358,38.604,58.2184,70.9576,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.81,-7.89,-5.06,119,134,170,23,27,24,2.9,3.48,4.64,3,2
57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,28.3528,39.7736,31.54,576,960,1344,672,8,8,84,96,96,1.6129,5.7658,7.62,5.7912,190.5072,364.8476,664.9864,994.4656,1400,3216,5040,5276,27,56,98,140,154,412,630,660,13.0203,32.1984,53.0242,67.71,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-7.12,-10.68,-5.72,104,136,164,22,32,32,3.08,4.16,5.6,3,4
19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,30.4372,37.6,19.176,729,1026,1026,648,7,4,78,66,96,1.5876,5.7708,5.6322,3.8808,190.4505,367.3624,631.342,710.76,1391,2996,3734,3864,30,58,102,102,160,364,410,478,12.1561,29.8238,43.706,48.7198,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.91,-6.84,-2.68,124,151,84,23,31,8,2.98,4.35,1.96,3,5
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.7556,28.3528,34.7936,16.932,576,960,768,576,8,4,84,72,96,1.6129,5.7658,5.6896,3.9116,192.8492,375.9216,659.6884,761.9376,1204,2800,3348,3456,31,60,106,112,166,384,446,520,11.8623,29.77,43.7898,48.5584,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-7.12,-7.68,-3.56,104,160,72,22,36,8,3.08,5.68,2,3,4
27.55135,41.106,41.0865,16.83,112,150,60,18,4,6,7,3,13,23,13,3,1.6424,2.5718,1.8361,0.8547,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,8.262,3.25125,8.415,36,45,18,9,1,0.5,1.5,1,1.5,2,1.5,0.5929,0.5698,0.29645,0.42735,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,26.753,41.664,62.8525,625,1000,1575,1550,10,17,96,162,216,1.9321,6.3106,10.6196,13.7471,321.3216,692.23,1211.5972,1717.1666,1785,4364,6922,8764,53,112,192,276,304,796,1242,1640,22.0629,57.3736,92.9736,128.2164,-0.69,0,0.525,-1.5,0,7.5,-0.5,-1.5,0,0.03,0,0.6,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.96,-11.38,-14.2,110,187,363,20,33,66,3.8,6.26,13.74,2,2
46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,36.1425,47.1042,22.0515,676,1196,702,520,11,5,102,96,72,1.5625,5.525,6.5625,3.8125,183.3735,377.024,711.1884,1049.445,1276,3180,3804,3266,28,56,100,148,156,414,612,662,10.4004,27.476,44.4764,53.34,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.77,-5.61,-2.9,110,259,110,19,50,18,3.08,8.5,3.2,2,1
57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,32.1104,42.0368,54.896,729,1080,1404,1404,8,12,84,120,192,1.5876,5.7204,7.6608,9.6264,265.008,560.8588,998.2048,1129.3216,1649,3888,5640,6612,43,88,154,172,242,588,814,996,17.1278,43.6884,67.7946,82.8212,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.8,-7.32,-6.64,122,164,272,22,28,40,3.02,4,7.48,3,1
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.7556,28.3528,34.7936,16.932,576,960,768,576,8,4,84,72,96,1.6129,5.7658,5.6896,3.9116,192.8492,375.9216,659.6884,761.9376,1204,2800,3348,3456,31,60,106,112,166,384,446,520,11.8623,29.77,43.7898,48.5584,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-7.12,-7.68,-3.56,104,160,72,22,36,8,3.08,5.68,2,2,5
39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.4025,31.992,46.345,73.625,625,1200,1550,1750,12,20,108,192,240,1.9321,6.0882,11.7316,15.846,309.9341,689.171,1315.853,1808.97,1751,4712,7582,9010,49,106,186,270,292,798,1346,1710,19.9993,53.6818,91.249,119.907,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-11.34,-11.3,-16.5,102,238,430,18,40,80,3.96,8.24,16.4,3,1
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,35.4105,47.1042,22.0515,676,1170,702,520,11,5,102,96,72,1.5625,5.55,6.5625,3.8125,192.124,395.705,725.9854,1103.047,1298,3188,3796,3486,30,60,106,160,166,438,642,730,11.1598,29.3432,47.0406,58.458,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.37,-5.61,-2.9,111,259,110,19,50,18,3.06,8.5,3.2,3,6
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,27.999,37.7712,0,676,936,1248,0,6,0,72,36,0,1.5625,5.775,5.475,0,113.3655,161.262,270.6174,526.32,1276,2448,3576,2880,13,24,42,60,66,168,192,120,8.3173,18.2952,28.737,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.32,-9.66,0,120,108,0,24,30,0,2.88,3.12,0,2,1
