f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all,ox,spin
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,30.4372,36.848,23.97,729,1026,999,810,7,5,78,72,120,1.5876,5.7708,5.6574,4.851,208.881,414.4864,712.011,743.096,1415,3104,3800,4160,34,66,116,110,182,408,456,560,13.1893,32.719,47.4286,52.522,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.91,-6.44,-3.35,124,152,105,23,30,10,2.98,4.33,2.45,3,1
27.55135,41.106,41.0865,16.83,112,150,60,18,4,6,7,3,13,23,13,3,1.6424,2.5718,1.8361,0.8547,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,8.262,3.25125,8.415,36,45,18,9,1,0.5,1.5,1,1.5,2,1.5,0.5929,0.5698,0.29645,0.42735,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.7556,28.6516,44.6208,67.313,576,960,1512,1488,10,17,96,162,216,1.6129,5.7658,9.7028,12.5603,321.6747,696.0272,1217.5108,1726.0876,1736,4284,6796,8640,53,112,192,276,304,796,1242,1640,21.7437,56.284,91.14,125.8428,-0.69,0,0.525,-1.5,0,7.5,-0.5,-1.5,0,0.03,0,0.6,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.3,-10.28,-12.33,104,177,346,20,33,66,3.08,5.06,11.7,3,4
27.55135,41.106,41.0865,16.83,112,150,60,18,4,6,7,3,13,23,13,3,1.6424,2.5718,1.8361,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.262,3.25125,8.415,36,45,18,9,1,0.5,1.5,1,1.5,2,1.5,0.5929,0.5698,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,37.324,3.9525,625,1100,575,150,10,1,96,66,24,1.9321,6.1994,6.1716,1.0703,143.5596,261.766,490.9012,795.7266,1113,2628,2886,2052,21,40,72,108,112,292,386,352,8.4437,21.864,33.6848,36.854,-0.69,0,0.525,-1.5,0,7.5,-0.5,-1.5,0,0.03,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.58,-1,106,227,19,20,49,2,3.88,9.46,0.62,2,6
57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,35.7952,57.528,107.16,729,1188,1944,2268,12,24,108,216,288,1.5876,5.6196,11.6424,17.2368,381.758,866.0684,1558.494,2225.608,2089,5352,8844,11476,63,136,234,348,370,996,1650,2252,25.3378,67.018,111.357,154.9596,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.76,-8.04,-11.88,118,252,564,18,36,96,3.1,5.88,16.56,3,1
39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,31.2564,42.5658,17.385,676,1040,1196,364,8,4,84,72,48,1.5625,5.675,6.5,2.85,155.4105,281.9438,508.5558,820.4276,1354,2952,4234,3910,21,42,74,110,116,310,446,422,10.3245,25.0122,40.753,50.411,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.1,-8.62,-2.18,116,162,90,22,36,16,2.96,4.8,2.72,2,1
36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,48,1.9321,6.1994,6.1994,2.1406,161.9901,308.89,571.8342,824.2436,1137,2736,2956,2312,25,48,86,116,134,336,432,440,9.4769,24.7592,37.4126,40.8516,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,4,3.88,9.44,1.24,3,1
43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.7556,33.5984,49.634,78.85,576,1128,1488,1680,12,20,108,192,240,1.6129,5.588,10.7188,14.478,319.0377,712.5288,1336.516,1869.694,1724,4628,7446,9020,51,110,192,282,302,822,1376,1778,20.4395,54.4986,91.786,122.4166,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-10.28,-9.98,-14.3,97,226,410,18,40,80,3.22,6.8,14,2,5
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,24.4745,31.465,34.4875,625,925,1175,1100,7,9,78,96,168,1.9321,6.394,7.3531,8.5207,252.1896,511.417,880.905,966.567,1479,3386,4670,5630,42,84,146,152,230,534,670,858,16.9386,42.7872,63.4218,76.4616,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-6.49,-9.45,-8.3,113,128,181,23,26,26,3.74,4.44,6.38,2,6
19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,32.785,42.2304,0,576,1104,432,0,11,0,102,66,0,1.6129,5.6134,5.6261,0,128.6597,234.474,457.2528,835.976,1006,2464,2634,1400,18,34,62,110,96,268,382,310,6.7722,17.753,28.9002,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.79,-7.18,0,98,246,0,19,55,0,3.2,9.54,0,3,4
18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,32.4488,51.2864,71.44,729,1080,1728,1512,10,16,96,156,192,1.5876,5.7204,9.6012,11.4912,304.023,656.4976,1148.669,1712.4496,1865,4416,7108,8720,49,104,178,268,282,752,1196,1552,20.6852,53.298,87.2646,121.8444,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-5.98,-8.48,-7.92,122,206,376,20,34,64,3.02,4.98,11.04,2,2
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.4025,29.9925,44.857,73.625,625,1125,1700,1750,11,20,102,186,240,1.9321,6.1716,11.7177,15.846,315.5071,692.589,1287.378,1781.598,1807,4686,7712,9388,50,108,188,272,296,802,1332,1688,21.0778,55.7096,93.8036,125.6952,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-10.05,-11.89,-16.5,105,207,430,19,35,80,3.9,6.86,16.4,2,2
61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,33.5984,46.148,31.54,576,1128,768,672,12,8,108,120,96,1.6129,5.588,7.6708,5.7912,211.9677,446.3958,843.499,1324.618,1286,3356,4476,4334,33,68,120,192,188,516,824,968,12.5033,33.4848,55.5964,71.4652,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.28,-7.88,-5.72,97,256,164,18,52,32,3.22,9.2,5.6,2,5
36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,31.5858,48.4584,78.873,676,1040,1612,1768,10,18,96,168,240,1.5625,5.675,9.575,13.325,340.6985,749.0196,1307.359,1771.0996,1860,4552,7116,9168,57,120,206,284,326,840,1288,1728,22.7265,58.9976,94.5566,129.2324,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.28,-8.18,-10.16,116,198,400,20,32,68,2.96,4.84,11.84,3,2
65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.234,37.138,29.45,625,950,1400,700,8,8,84,96,96,1.9321,6.3662,8.34,6.3384,207.6551,398.9,693.9012,1100.3376,1493,3316,5162,5656,31,64,110,164,174,460,690,796,14.8583,37.0336,59.603,79.1004,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.98,-11.56,-6.6,112,144,172,22,32,32,3.76,5.12,6.56,2,2
46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,26.8754,36.354,20.003,576,912,1224,480,7,5,78,72,72,1.6129,5.8166,6.6167,3.8735,170.0702,307.5778,544.346,788.652,1312,2868,4280,4322,24,48,84,108,132,334,456,462,11.7272,28.2344,44.6896,54.6004,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.23,-10.28,-3.75,106,117,100,23,30,18,3.04,3.68,3.3,2,1
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.5344,30.4372,39.856,4.794,729,1026,1107,162,7,1,78,48,24,1.5876,5.7708,5.5566,0.9702,135.159,225.9904,389.335,613.752,1319,2672,3536,2976,18,34,60,78,94,232,272,232,9.0565,21.1382,32.5382,37.3132,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.91,-8.04,-0.67,124,148,21,23,34,2,2.98,4.41,0.49,3,1
57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,38.8032,52.264,35.72,729,1296,864,756,12,8,108,120,96,1.5876,5.5188,7.6104,5.7456,203.996,436.6604,841.646,1281.024,1417,3632,4680,4292,31,64,114,180,178,492,794,900,11.7186,31.5292,52.913,66.2244,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.36,-5.24,-3.96,114,292,188,18,52,32,3.18,9.08,5.52,2,4
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,29.6852,38.916,37.036,729,999,1296,1026,7,8,78,90,144,1.5876,5.796,6.6402,6.7536,234.891,474.7144,813.634,948.596,1559,3426,4792,5508,38,76,132,144,208,490,624,776,15.5609,38.696,58.3238,71.0648,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.51,-7.54,-4.66,125,141,178,23,27,24,2.96,3.55,4.72,3,1
37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.7556,30.129,48.0404,78.85,576,1008,1632,1680,11,20,102,186,240,1.6129,5.715,10.7061,14.478,342.1117,753.297,1340.0558,1945.174,1824,4632,7564,9662,56,120,206,308,326,874,1422,1892,23.0368,60.248,99.4778,138.6948,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.19,-10.68,-14.3,102,196,410,19,35,80,3.12,5.54,14,3,4
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,34.2624,43.824,0,576,1152,288,0,12,0,108,72,0,1.6129,5.5626,5.6388,0,131.8372,250.1568,500.736,908.16,972,2496,2508,960,19,36,66,120,102,288,426,360,6.4531,17.6076,28.9074,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.68,-6.48,0,96,276,0,18,60,0,3.24,10.8,0,2,5
51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,33.37,53.6552,94.094,729,1107,1809,2052,11,21,102,192,264,1.5876,5.6952,10.647,15.3342,370.0715,827.048,1449.5354,2048.204,2023,4998,8038,10510,62,132,226,328,358,942,1498,2050,24.8041,64.9208,105.5992,147.5118,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.47,-7.86,-10.57,121,230,491,19,34,82,3.04,5.41,14.29,2,4
29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,26.8754,35.192,4.233,576,912,984,144,7,1,78,48,24,1.6129,5.8166,5.6007,0.9779,134.3802,218.8668,380.007,612.63,1166,2444,3290,2940,18,34,60,78,94,232,272,232,9.0818,21.2298,32.6264,37.3286,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.23,-9.58,-0.89,106,127,18,23,34,2,3.04,4.48,0.5,2,5
21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,32.1104,39.4048,19.176,729,1080,864,648,8,4,84,72,96,1.5876,5.7204,5.6448,3.8808,193.628,383.4368,668.9108,766.4256,1357,3040,3540,3600,31,60,106,112,166,384,446,520,11.837,29.6792,43.7002,48.4968,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.8,-5.92,-2.68,122,184,84,22,36,8,3.02,5.6,1.96,3,5
43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,31.3584,40.7208,37.036,729,1053,1134,1026,8,8,84,96,144,1.5876,5.7456,6.6528,6.7536,238.0685,490.7888,850.4908,1004.7396,1525,3470,4594,5296,39,78,136,154,214,510,660,826,15.2418,38.5514,58.3164,70.7782,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.4,-6.62,-4.66,123,174,178,22,32,24,3,4.8,4.72,3,1
42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,32.4825,52.9602,86.925,676,1066,1768,1820,11,20,102,186,240,1.5625,5.65,10.5375,14.25,351.4555,778.149,1365.9724,2012.366,1946,4808,7836,10080,58,124,212,320,336,898,1452,1960,23.7458,61.9352,101.708,143.484,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.77,-8.81,-10.9,115,218,450,19,35,80,2.98,5.32,13.6,2,5
37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.0945,34.565,14.725,625,950,1300,350,7,4,78,66,48,1.9321,6.3662,7.2141,3.1692,151.2866,256.892,458.595,755.348,1337,2836,4312,4090,20,40,70,100,110,290,410,380,11.0132,26.4384,42.2122,51.33,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.89,-11.45,-3.3,112,123,86,23,31,16,3.76,4.54,3.28,2,6
