# Default data for bond lengths (in A) between metal, connection atom and ligand
# keys are metal, ox state, spin multiplicity, C-H BL, H-O BL,O-M BL
## Default
Pd - - - 1.10 2.20
## amidates
# DOI = 10.1021/om700573h
Pd - - N-quinolinylbutyramidate 1.10 2.20
Pd 1 1 N-quinolinylbutyramidate 1.10 2.20
