# Default data for bond lengths (in A) between metal, connection atom and ligand
# keys are metal, ox state, spin multiplicity, C-X BL (bondl_sub), X-M BL (bondl_m3D),C-M BL (bondl_core3D)
## Default
Pd - - - 1.52 1.28 2.84
## amidates
# DOI = 10.1021/om700573h
Pd - - N-quinolinylbutyramidate 1.52 1.28 2.84
Pd 1 1 N-quinolinylbutyramidate 1.52 1.28 2.84
