# Default data for bond lengths (in A) between metal, connection atom and ligand
# keys are metal, ox state, spin multiplicity, H-O-M angle
Co - - - 115 180
Co 4 2 - 111.139 180
Co 4 4 - 120.7 180
Cr - - - 120 180
Cr 4 3 - 120.331 180
Fe - - - 120 180
Fe 4 3 - 121.785 180
Fe 4 5 - 126.641 180
Fe 5 2 - 114.61 180
Fe 5 4 - 115.132 180
Mn - - - 120 180
Mn 4 2 - 120.796 180
Mn 4 4 - 118.457 180
Mn 5 3 - 115.408 180
