name,mad,job_name,alpha,unique_num,metal,smi_num,eqlig,axlig1,axlig2,eq_con,ax_con1,ax_con2,ligcharge,oxstate,spinmult,flag_oct_loose,flag_conv,geo_use,ss_use,ss_label,ss_del,ss_target,ss_actual,flag_oct,flag_list,flag_init,flag_list_init,num_coord_metal,rmsd_max,oct_angle_devi_max,max_del_sig_angle,dist_del_eq,dist_del_all,devi_linear_avrg,devi_linear_max
undef,rs1,1515_co_3_eq_16_ax1_3_ax2_16_1,20,1515,co,co_carbonyl_water_carbonyl,carbonyl,water,carbonyl,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.0089485,0.866518392,2.072168357,0.000867767,0.025152874,1.247152563,2.300708903
cr_2_eq_[OH]-[OH]_ax1_[OH]-[OH]_ax2_[OH]-[OH]_ahf_20_5,neutralMono,gen_0_slot_656_0_2_231_231_231_20_5,20,656,cr,0_231_231_231,[OH]-[OH],[OH]-[OH],[OH]-[OH],-1,-1,-1,0,2,5,0,1,1,1,1,0.009261,6.0,6.009261,0,oct_angle_devi_max,1,None,6,0.001590307,12.55539291,21.84661835,0.0088788,0.444445027,0,0
fe_3_eq_[SH-]_ax1_[SH-]_ax2_[SH-]_ahf_20_2,chargedMono,gen_0_slot_69_2_3_24_24_24_20_2,20,69,fe,2_24_24_24,[SH-],[SH-],[SH-],-1,-1,-1,-6,3,2,0,0,1,0,1,0.943783,0.75,1.6937830000000003,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[PH]-[NH]-[NH]-[PH]_ax1_[PH]-[NH]-[NH]-[PH]_ax2_[PH]-[NH]-[NH]-[PH]_ahf_20_6,neutralBi,gen_0_slot_461_2_3_101_101_101_20_6,20,461,fe,2_101_101_101,[PH]-[NH]-[NH]-[PH],[PH]-[NH]-[NH]-[PH],[PH]-[NH]-[NH]-[PH],-1,-1,-1,0,3,6,0,0,1,0,1,0.18315499999999998,8.75,8.933155000000001,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1246_mn_2_eq_18_ax1_3_ax2_18_2,20,1246,mn,mn_misc_water_misc,misc,water,misc,-1,-1,-1,0,2,2,1,1,1,1,1,0.021597,0.75,0.771597,1,None,1,None,6,0.047320293,1.222720394,2.384682062,0.001048,0.105281948,0.982199994,1.277601588
cr_2_eq_[P]#[S-]_ax1_[P]#[S-]_ax2_[P]#[S-]_ahf_20_5,chargedMono,gen_0_slot_776_0_2_324_324_324_20_5,20,776,cr,0_324_324_324,[P]#[S-],[P]#[S-],[P]#[S-],-1,-1,-1,-6,2,5,0,0,1,1,0,4.467752,6.0,10.467752,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[N]-[S]-[S]-[N]_ax1_[N]-[S]-[S]-[N]_ax2_[N]-[S]-[S]-[N]_ahf_20_6,neutralBi,gen_0_slot_293_2_3_50_50_50_20_6,20,293,fe,2_50_50_50,[N]-[S]-[S]-[N],[N]-[S]-[S]-[N],[N]-[S]-[S]-[N],-1,-1,-1,0,3,6,0,0,1,0,0,1.449082,8.75,10.199082,0,rmsd_max,1,None,6,lig_mismatch,10.39539563,17.56984241,0.146892649,0.466480494,3.192061157,4.799082355
cr_3_eq_[OH2-]-[O+]_ax1_[OH2-]-[O+]_ax2_[OH2-]-[O+]_ahf_20_4,neutralMono,gen_0_slot_617_0_3_215_215_215_20_4,20,617,cr,0_215_215_215,[OH2-]-[O+],[OH2-]-[O+],[OH2-]-[O+],-1,-1,-1,0,3,4,0,0,1,0,1,0.9905299999999999,3.75,4.740530000000001,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[O]=[S]_ax1_[O]=[S]_ax2_[O]=[S]_ahf_20_2,neutralMono,gen_0_slot_717_2_3_247_247_247_20_2,20,717,fe,2_247_247_247,[O]=[S],[O]=[S],[O]=[S],-1,-1,-1,0,3,2,1,1,1,1,0,7.181761999999999,0.75,7.931761999999999,1,None,1,None,6,0.092598592,1.313220343,2.406155466,0.010494971,0.077126041,0,0
undef,rs1,1373_fe_3_eq_16_ax1_9_ax2_16_2,20,1373,fe,fe_carbonyl_pyr_carbonyl,carbonyl,pyr,carbonyl,-1,-1,-1,0,3,2,1,1,1,1,1,0.016238,0.75,0.766238,1,None,1,None,6,0.039672252,2.385514537,5.698820017,0.003555249,0.324039647,1.127618773,2.454490767
cr_2_eq_[NH2-]-[CH]=[CH]-[NH2-]_ax1_[NH2-]-[CH]=[CH]-[NH2-]_ax2_[NH2-]-[CH]=[CH]-[NH2-]_ahf_20_5,chargedBi,gen_0_slot_8_0_2_23_23_23_20_5,20,8,cr,0_23_23_23,[NH2-]-[CH]=[CH]-[NH2-],[NH2-]-[CH]=[CH]-[NH2-],[NH2-]-[CH]=[CH]-[NH2-],-1,-1,-1,-12,2,5,0,0,1,1,0,2.0069209999999997,6.0,8.006921,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[P+]=[CH3-]_ax1_[P+]=[CH3-]_ax2_[P+]=[CH3-]_ahf_20_1,neutralMono,gen_0_slot_720_0_2_248_248_248_20_1,20,720,cr,0_248_248_248,[P+]=[CH3-],[P+]=[CH3-],[P+]=[CH3-],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[CH2]-[NH]-[NH]-[CH2]_ax1_[CH2]-[NH]-[NH]-[CH2]_ax2_[CH2]-[NH]-[NH]-[CH2]_ahf_20_2,neutralBi,gen_0_slot_21_2_3_2_2_2_20_2,20,21,fe,2_2_2_2,[CH2]-[NH]-[NH]-[CH2],[CH2]-[NH]-[NH]-[CH2],[CH2]-[NH]-[NH]-[CH2],-1,-1,-1,0,3,2,0,0,1,0,0,1.065,0.75,1.815,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1552_co_2_eq_18_ax1_9_ax2_16_2,20,1552,co,co_misc_pyr_carbonyl,misc,pyr,carbonyl,-1,-1,-1,0,2,2,1,1,1,1,1,0.009114,0.75,0.7591140000000001,1,None,1,None,6,0.047067362,3.714019899,8.999628676,0.011593523,0.72427789,1.384078411,2.712184299
cr_2_eq_[CH2+]-[PH2]_ax1_[CH2+]-[PH2]_ax2_[CH2+]-[PH2]_ahf_20_5,chargedMono,gen_0_slot_992_0_2_49_49_49_20_5,20,992,cr,0_49_49_49,[CH2+]-[PH2],[CH2+]-[PH2],[CH2+]-[PH2],-1,-1,-1,6,2,5,0,0,1,0,1,0.24897399999999997,6.0,6.248974,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[NH]-[N]=[N]-[NH]_ax1_[NH]-[N]=[N]-[NH]_ax2_[NH]-[N]=[N]-[NH]_ahf_20_5,neutralBi,gen_0_slot_196_2_2_38_38_38_20_5,20,196,fe,2_38_38_38,[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],-1,-1,-1,0,2,5,0,1,1,1,1,0.088072,6.0,6.088072,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[O]=[O]_ax1_[O]=[O]_ax2_[O]=[O]_ahf_20_1,neutralMono,gen_0_slot_696_0_2_243_243_243_20_1,20,696,cr,0_243_243_243,[O]=[O],[O]=[O],[O]=[O],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,rmsd_max,1,None,6,lig_mismatch,11.55103374,21.19043368,0.108274002,0.494567975,0,0
mn_3_eq_[O+]-[SH]_ax1_[O+]-[SH]_ax2_[O+]-[SH]_ahf_20_5,chargedMono,gen_0_slot_1083_1_3_177_177_177_20_5,20,1083,mn,1_177_177_177,[O+]-[SH],[O+]-[SH],[O+]-[SH],-1,-1,-1,6,3,5,0,0,1,0,0,1.01399,6.0,7.01399,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_[PH2-]-[N]=[N]-[PH2-]_ax1_[PH2-]-[N]=[N]-[PH2-]_ax2_[PH2-]-[N]=[N]-[PH2-]_ahf_20_1,chargedBi,gen_0_slot_155_1_3_89_89_89_20_1,20,155,mn,1_89_89_89,[PH2-]-[N]=[N]-[PH2-],[PH2-]-[N]=[N]-[PH2-],[PH2-]-[N]=[N]-[PH2-],-1,-1,-1,-12,3,1,1,1,1,0,0,3.764035,0.0,3.764035,1,None,1,None,6,0.178927647,11.756793,18.85109977,0.05102596,0.127949178,0,0
cr_3_eq_[PH2-]=[CH+]_ax1_[PH2-]=[CH+]_ax2_[PH2-]=[CH+]_ahf_20_2,neutralMono,gen_0_slot_809_0_3_280_280_280_20_2,20,809,cr,0_280_280_280,[PH2-]=[CH+],[PH2-]=[CH+],[PH2-]=[CH+],-1,-1,-1,0,3,2,0,0,1,1,0,3.131813,0.75,3.8818129999999997,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1533_co_3_eq_16_ax1_16_ax2_39_1,20,1533,co,co_carbonyl_carbonyl_furan,carbonyl,carbonyl,furan,-1,-1,-1,0,3,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[SH]-[CH2]-[CH2]-[SH]_ax1_[SH]-[CH2]-[CH2]-[SH]_ax2_[SH]-[CH2]-[CH2]-[SH]_ahf_20_4,neutralBi,gen_0_slot_574_3_2_131_131_131_20_4,20,574,co,3_131_131_131,[SH]-[CH2]-[CH2]-[SH],[SH]-[CH2]-[CH2]-[SH],[SH]-[CH2]-[CH2]-[SH],-1,-1,-1,0,2,4,1,1,1,1,1,0.007398,3.75,3.7573980000000002,1,None,1,None,6,0.069003256,6.149974723,12.22182176,0.018272472,0.047010576,0,0
cr_3_eq_[O+]-[PH2]_ax1_[O+]-[PH2]_ax2_[O+]-[PH2]_ahf_20_4,chargedMono,gen_0_slot_1073_0_3_174_174_174_20_4,20,1073,cr,0_174_174_174,[O+]-[PH2],[O+]-[PH2],[O+]-[PH2],-1,-1,-1,6,3,4,0,0,1,0,0,1.537782,3.75,5.287782,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[SH2-]-[OH]_ax1_[SH2-]-[OH]_ax2_[SH2-]-[OH]_ahf_20_5,chargedMono,gen_0_slot_871_3_3_374_374_374_20_5,20,871,co,3_374_374_374,[SH2-]-[OH],[SH2-]-[OH],[SH2-]-[OH],-1,-1,-1,-6,3,5,0,0,1,0,1,0.020075,6.0,6.020075,0,rmsd_max,1,None,6,lig_mismatch,3.992243504,6.871406586,0.16009087,0.43607588,0,0
mn_2_eq_phosacidbipyridine_ax1_mec_ax2_mec_ahf_20_2,distrun,gen_0_slot_98_1_2_13_6_6_20_2,20,98,mn,1_13_6_6,phosacidbipyridine,mec,mec,-1,-1,-1,0,2,2,1,1,1,1,0,1.088781,0.75,1.8387810000000002,1,None,1,None,6,0.133108508,8.273211152,13.6382399,0.039078655,0.078827376,0,0
cr_3_eq_[P]#[NH-]_ax1_[P]#[NH-]_ax2_[P]#[NH-]_ahf_20_2,chargedMono,gen_0_slot_753_0_3_319_319_319_20_2,20,753,cr,0_319_319_319,[P]#[NH-],[P]#[NH-],[P]#[NH-],-1,-1,-1,-6,3,2,0,0,1,1,0,3.125455,0.75,3.875455,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1142_cr_2_eq_39_ax1_16_ax2_39_5,20,1142,cr,cr_furan_carbonyl_furan,furan,carbonyl,furan,-1,-1,-1,0,2,5,0,1,1,1,1,0.006442,6.0,6.006442,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[C+]#[NH-]_ax1_[C+]#[NH-]_ax2_[C+]#[NH-]_ahf_20_4,neutralMono,gen_0_slot_81_0_3_30_30_30_20_4,20,81,cr,0_30_30_30,[C+]#[NH-],[C+]#[NH-],[C+]#[NH-],-1,-1,-1,0,3,4,1,1,1,1,1,0.030926,3.75,3.780926,1,None,1,None,6,0.002052566,0.001080817,0.001620569,5.94E-06,9.24E-06,0,0
cr_3_eq_[CH]-[P]=[P]-[CH]_ax1_[CH]-[P]=[P]-[CH]_ax2_[CH]-[P]=[P]-[CH]_ahf_20_4,neutralBi,gen_0_slot_113_0_3_18_18_18_20_4,20,113,cr,0_18_18_18,[CH]-[P]=[P]-[CH],[CH]-[P]=[P]-[CH],[CH]-[P]=[P]-[CH],-1,-1,-1,0,3,4,0,1,1,1,1,0.238091,3.75,3.9880910000000003,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_acac_ax1_ox_ax2_ox_ahf_20_4,allhits,gen_0_slot_31_0_3_28_29_29_20_4,20,31,cr,0_28_29_29,acac,ox,ox,-1,-1,-1,0,3,4,1,1,1,1,1,0.021811,3.75,3.771811,1,None,1,None,6,0.083884712,4.95894451,8.175986762,0.048885397,0.112716447,0,0
co_2_eq_[CH]-[CH2]-[CH2]-[CH]_ax1_[CH]-[CH2]-[CH2]-[CH]_ax2_[CH]-[CH2]-[CH2]-[CH]_ahf_20_2,neutralBi,gen_0_slot_70_3_2_12_12_12_20_2,20,70,co,3_12_12_12,[CH]-[CH2]-[CH2]-[CH],[CH]-[CH2]-[CH2]-[CH],[CH]-[CH2]-[CH2]-[CH],-1,-1,-1,0,2,2,0,1,1,1,1,0.050074,0.75,0.800074,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,20.36340961,70.22471904,0.117013767,0.584501528,0,0
undef,rs1,1577_co_3_eq_39_ax1_3_ax2_18_5,20,1577,co,co_furan_water_misc,furan,water,misc,-1,-1,-1,0,3,5,1,1,1,1,1,0.009238,6.0,6.009238,1,None,1,None,6,0.048685679,6.640750733,12.28481737,0.050870477,0.410190231,1.965717454,1.965717454
fe_3_eq_[OH]-[CH4-]_ax1_[OH]-[CH4-]_ax2_[OH]-[CH4-]_ahf_20_6,chargedMono,gen_0_slot_517_2_3_225_225_225_20_6,20,517,fe,2_225_225_225,[OH]-[CH4-],[OH]-[CH4-],[OH]-[CH4-],-1,-1,-1,-6,3,6,0,0,1,0,1,0.009562000000000001,8.75,8.759561999999999,0,rmsd_max,1,None,6,lig_mismatch,10.29398776,12.86063413,0.086402693,0.306226794,0,0
undef,rs1,1117_cr_3_eq_18_ax1_18_ax2_39_2,20,1117,cr,cr_misc_misc_furan,misc,misc,furan,-1,-1,-1,0,3,2,1,1,1,1,0,1.000058,0.75,1.7500580000000001,1,None,1,None,6,0.045515316,0.651753223,1.559779675,0.005191896,0.035779322,0.798640332,1.044060837
undef,rs1,1320_fe_2_eq_3_ax1_16_ax2_18_5,20,1320,fe,fe_water_carbonyl_misc,water,carbonyl,misc,-1,-1,-1,0,2,5,1,1,1,1,1,0.007391,6.0,6.007391,1,None,1,None,6,0.045810196,9.082869158,20.30653156,0.045723678,0.3747588,0.340909369,0.589453381
cr_2_eq_ammonia_ax1_misc_ax2_misc_ahf_20_1,allhits,gen_0_slot_0_0_2_26_1_1_20_1,20,0,cr,0_26_1_1,ammonia,misc,misc,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.015042191,2.536763379,3.38193608,0.001397021,0.125946543,0.331773766,0.35658292
undef,rs1,1309_fe_3_eq_3_ax1_3_ax2_39_6,20,1309,fe,fe_water_water_furan,water,water,furan,-1,-1,-1,0,3,6,0,1,1,1,1,0.015086000000000002,8.75,8.765086,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[CH+]=[NH2-]_ax1_[CH+]=[NH2-]_ax2_[CH+]=[NH2-]_ahf_20_1,neutralMono,gen_0_slot_127_3_3_35_35_35_20_1,20,127,co,3_35_35_35,[CH+]=[NH2-],[CH+]=[NH2-],[CH+]=[NH2-],-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.005066955,2.851823932,4.158798328,0.005976384,0.022349244,0,0
undef,rs1,1015_cr_3_eq_3_ax1_9_ax2_18_2,20,1015,cr,cr_water_pyr_misc,water,pyr,misc,-1,-1,-1,0,3,2,1,1,1,1,0,1.001024,0.75,1.7510240000000001,1,None,1,None,6,0.057262418,2.463572855,4.472703054,0.021828854,0.160198003,1.412050204,1.412050204
cr_2_eq_[SH-]-[CH]=[CH]-[SH-]_ax1_[SH-]-[CH]=[CH]-[SH-]_ax2_[SH-]-[CH]=[CH]-[SH-]_ahf_20_5,chargedBi,gen_0_slot_200_0_2_120_120_120_20_5,20,200,cr,0_120_120_120,[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],-1,-1,-1,-12,2,5,0,0,1,0,0,1.063299,6.0,7.063299000000001,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[CH+]=[CH3-]_ax1_[CH+]=[CH3-]_ax2_[CH+]=[CH3-]_ahf_20_1,neutralMono,gen_0_slot_112_0_2_34_34_34_20_1,20,112,cr,0_34_34_34,[CH+]=[CH3-],[CH+]=[CH3-],[CH+]=[CH3-],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,48.58572095,135.8899435,0.326742793,0.759379875,0,0
cr_2_eq_acac_ax1_ox_ax2_ox_ahf_20_1,allhits,gen_0_slot_30_0_2_28_29_29_20_1,20,30,cr,0_28_29_29,acac,ox,ox,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.112292036,9.152826723,12.43560978,0.070229193,0.125657509,0,0
fe_2_eq_[S]-[NH]-[NH]-[S]_ax1_[S]-[NH]-[NH]-[S]_ax2_[S]-[NH]-[NH]-[S]_ahf_20_5,neutralBi,gen_0_slot_628_2_2_141_141_141_20_5,20,628,fe,2_141_141_141,[S]-[NH]-[NH]-[S],[S]-[NH]-[NH]-[S],[S]-[NH]-[NH]-[S],-1,-1,-1,0,2,5,0,1,1,1,1,0.033483,6.0,6.033483,0,rmsd_max,1,None,6,0.339276353,8.874432227,18.16191488,7.25E-05,0.000903098,0,0
undef,rs1,1447_fe_3_eq_39_ax1_18_ax2_39_2,20,1447,fe,fe_furan_misc_furan,furan,misc,furan,-1,-1,-1,0,3,2,1,1,1,1,1,0.72875,0.75,1.47875,1,None,1,None,6,0.04680718,1.501830855,2.154567262,0.034215546,0.231765533,1.803073809,1.803073809
cr_3_eq_[PH]-[S]-[S]-[PH]_ax1_[PH]-[S]-[S]-[PH]_ax2_[PH]-[S]-[S]-[PH]_ahf_20_2,neutralBi,gen_0_slot_497_0_3_106_106_106_20_2,20,497,cr,0_106_106_106,[PH]-[S]-[S]-[PH],[PH]-[S]-[S]-[PH],[PH]-[S]-[S]-[PH],-1,-1,-1,0,3,2,0,1,1,1,0,2.154424,0.75,2.904424,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,22.63639952,47.12913472,0.209264164,0.423843109,0,0
cr_2_eq_[S+]-[O]-[O]-[S+]_ax1_[S+]-[O]-[O]-[S+]_ax2_[S+]-[O]-[O]-[S+]_ahf_20_1,chargedBi,gen_0_slot_336_0_2_116_116_116_20_1,20,336,cr,0_116_116_116,[S+]-[O]-[O]-[S+],[S+]-[O]-[O]-[S+],[S+]-[O]-[O]-[S+],-1,-1,-1,12,2,1,0,0,1,0,0,5.013536,0.0,5.013536,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[NH]-[PH]-[PH]-[NH]_ax1_[NH]-[PH]-[PH]-[NH]_ax2_[NH]-[PH]-[PH]-[NH]_ahf_20_2,neutralBi,gen_0_slot_209_0_3_40_40_40_20_2,20,209,cr,0_40_40_40,[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],-1,-1,-1,0,3,2,0,1,1,1,0,1.802878,0.75,2.5528779999999998,0,rmsd_max,1,None,6,lig_mismatch,5.140529402,9.27815571,0.065771744,0.130630873,0,0
fe_2_eq_[OH-]-[CH2]-[CH2]-[OH-]_ax1_[OH-]-[CH2]-[CH2]-[OH-]_ax2_[OH-]-[CH2]-[CH2]-[OH-]_ahf_20_5,chargedBi,gen_0_slot_68_2_2_55_55_55_20_5,20,68,fe,2_55_55_55,[OH-]-[CH2]-[CH2]-[OH-],[OH-]-[CH2]-[CH2]-[OH-],[OH-]-[CH2]-[CH2]-[OH-],-1,-1,-1,-12,2,5,1,1,1,1,1,0.012902,6.0,6.0129019999999995,1,None,1,None,6,0.100514166,10.47072919,18.61635037,0.036953689,0.088361681,0,0
co_2_eq_[PH+]-[OH2-]_ax1_[PH+]-[OH2-]_ax2_[PH+]-[OH2-]_ahf_20_2,neutralMono,gen_0_slot_782_3_2_261_261_261_20_2,20,782,co,3_261_261_261,[PH+]-[OH2-],[PH+]-[OH2-],[PH+]-[OH2-],-1,-1,-1,0,2,2,0,0,1,0,1,0.120101,0.75,0.870101,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[S]-[PH]-[PH]-[S]_ax1_[S]-[PH]-[PH]-[S]_ax2_[S]-[PH]-[PH]-[S]_ahf_20_4,neutralBi,gen_0_slot_649_0_3_145_145_145_20_4,20,649,cr,0_145_145_145,[S]-[PH]-[PH]-[S],[S]-[PH]-[PH]-[S],[S]-[PH]-[PH]-[S],-1,-1,-1,0,3,4,0,0,1,0,1,0.305556,3.75,4.055556,0,rmsd_max,1,None,6,0.594825048,6.607385598,10.3611658,0.160610487,0.303514696,0,0
mn_2_eq_[O]-[CH2]-[CH2]-[O]_ax1_[O]-[CH2]-[CH2]-[O]_ax2_[O]-[CH2]-[CH2]-[O]_ahf_20_6,neutralBi,gen_0_slot_338_1_2_74_74_74_20_6,20,338,mn,1_74_74_74,[O]-[CH2]-[CH2]-[O],[O]-[CH2]-[CH2]-[O],[O]-[CH2]-[CH2]-[O],-1,-1,-1,0,2,6,1,1,1,1,0,1.779178,8.75,10.529178,1,None,1,None,6,0.262887988,11.97315848,15.64911702,0.186525316,0.460354877,0,0
undef,rs1,1560_co_2_eq_18_ax1_16_ax2_18_4,20,1560,co,co_misc_carbonyl_misc,misc,carbonyl,misc,-1,-1,-1,0,2,4,1,1,1,1,1,0.011408,3.75,3.7614080000000003,1,None,1,None,6,0.047265971,1.381644364,3.285873008,0.002081537,0.177615941,1.687804965,2.577163072
cr_3_eq_[O]=[NH]_ax1_[O]=[NH]_ax2_[O]=[NH]_ahf_20_2,neutralMono,gen_0_slot_689_0_3_241_241_241_20_2,20,689,cr,0_241_241_241,[O]=[NH],[O]=[NH],[O]=[NH],-1,-1,-1,0,3,2,1,1,1,1,0,1.8990529999999999,0.75,2.649053,1,None,1,None,6,0.014021728,2.730489071,4.592865385,0.009906138,0.129472733,0,0
undef,rs1,1417_fe_3_eq_18_ax1_18_ax2_39_2,20,1417,fe,fe_misc_misc_furan,misc,misc,furan,-1,-1,-1,0,3,2,0,1,1,1,1,0.011348,0.75,0.7613479999999999,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[CH2]=[S]_ax1_[CH2]=[S]_ax2_[CH2]=[S]_ahf_20_4,neutralMono,gen_0_slot_238_3_2_72_72_72_20_4,20,238,co,3_72_72_72,[CH2]=[S],[CH2]=[S],[CH2]=[S],-1,-1,-1,0,2,4,0,0,1,0,0,1.025012,3.75,4.775012,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[C+]#[NH-]_ax1_[C+]#[NH-]_ax2_[C+]#[NH-]_ahf_20_2,neutralMono,gen_0_slot_81_0_3_30_30_30_20_2,20,81,cr,0_30_30_30,[C+]#[NH-],[C+]#[NH-],[C+]#[NH-],-1,-1,-1,0,3,2,1,1,1,1,0,1.0082389999999999,0.75,1.7582389999999999,1,None,1,None,6,0.002126989,0.017535411,0.023827173,3.37E-06,0.004066516,0.003687921,0.005435555
co_2_eq_[SH-]-[CH]=[CH]-[SH-]_ax1_[SH-]-[CH]=[CH]-[SH-]_ax2_[SH-]-[CH]=[CH]-[SH-]_ahf_20_2,chargedBi,gen_0_slot_206_3_2_120_120_120_20_2,20,206,co,3_120_120_120,[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],-1,-1,-1,-12,2,2,0,0,1,0,0,1.052969,0.75,1.8029689999999998,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[PH3]_ax1_[PH3]_ax2_[PH3]_ahf_20_5,neutralMono,gen_0_slot_47_3_3_21_21_21_20_5,20,47,co,3_21_21_21,[PH3],[PH3],[PH3],-1,-1,-1,0,3,5,1,1,1,1,1,0.009839,6.0,6.009839,1,None,1,None,6,0,2.306356938,3.526012701,0.003465144,0.005946913,0,0
mn_2_eq_[NH2]-[NH3-]_ax1_[NH2]-[NH3-]_ax2_[NH2]-[NH3-]_ahf_20_6,chargedMono,gen_0_slot_298_1_2_139_139_139_20_6,20,298,mn,1_139_139_139,[NH2]-[NH3-],[NH2]-[NH3-],[NH2]-[NH3-],-1,-1,-1,-6,2,6,0,0,1,0,1,0.145709,8.75,8.895709,0,rmsd_max,1,None,6,lig_mismatch,8.343128734,15.187174,0.022356309,0.277111224,0,0
cr_3_eq_[NH2-]=[PH]_ax1_[NH2-]=[PH]_ax2_[NH2-]=[PH]_ahf_20_4,chargedMono,gen_0_slot_273_0_3_133_133_133_20_4,20,273,cr,0_133_133_133,[NH2-]=[PH],[NH2-]=[PH],[NH2-]=[PH],-1,-1,-1,-6,3,4,1,1,1,1,1,0.076763,3.75,3.8267629999999997,1,None,1,None,6,0.125177181,4.565099415,8.128201514,0.009475314,0.02116417,0,0
cr_2_eq_mebipyridine_ax1_misc_ax2_misc_ahf_20_5,distrun,gen_0_slot_62_0_2_16_1_1_20_5,20,62,cr,0_16_1_1,mebipyridine,misc,misc,-1,-1,-1,0,2,5,1,1,1,1,1,0.013722,6.0,6.0137220000000005,1,None,1,None,6,0.147915663,7.731648721,18.97473043,0.058613368,0.369830168,1.776370903,1.78430757
undef,rs1,1432_fe_2_eq_39_ax1_9_ax2_16_5,20,1432,fe,fe_furan_pyr_carbonyl,furan,pyr,carbonyl,-1,-1,-1,0,2,5,1,1,1,1,1,0.0072239999999999995,6.0,6.007224,1,None,1,None,6,0.051405347,4.727606373,10.29308857,0.144579353,0.220507417,0.924230904,0.924230904
cr_3_eq_[CH2]=[CH3-]_ax1_[CH2]=[CH3-]_ax2_[CH2]=[CH3-]_ahf_20_2,chargedMono,gen_0_slot_113_0_3_64_64_64_20_2,20,113,cr,0_64_64_64,[CH2]=[CH3-],[CH2]=[CH3-],[CH2]=[CH3-],-1,-1,-1,-6,3,2,0,0,1,1,0,2.20264,0.75,2.95264,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[NH]=[OH-]_ax1_[NH]=[OH-]_ax2_[NH]=[OH-]_ahf_20_5,chargedMono,gen_0_slot_348_2_2_154_154_154_20_5,20,348,fe,2_154_154_154,[NH]=[OH-],[NH]=[OH-],[NH]=[OH-],-1,-1,-1,-6,2,5,0,0,1,0,1,0.058413,6.0,6.058413,0,rmsd_max,1,None,6,lig_mismatch,5.49927216,9.327123391,0.035166614,0.071862402,0,0
