name,mad,job_name,alpha,unique_num,metal,smi_num,eqlig,axlig1,axlig2,eq_con,ax_con1,ax_con2,ligcharge,oxstate,spinmult,flag_oct_loose,flag_conv,geo_use,ss_use,ss_label,ss_del,ss_target,ss_actual,flag_oct,flag_list,flag_init,flag_list_init,num_coord_metal,rmsd_max,oct_angle_devi_max,max_del_sig_angle,dist_del_eq,dist_del_all,devi_linear_avrg,devi_linear_max
fe_2_eq_[PH]=[CH2]_ax1_[PH]=[CH2]_ax2_[PH]=[CH2]_ahf_20_5,neutralMono,gen_0_slot_876_2_2_307_307_307_20_5,20,876,fe,2_307_307_307,[PH]=[CH2],[PH]=[CH2],[PH]=[CH2],-1,-1,-1,0,2,5,1,1,1,1,1,0.013396000000000002,6.0,6.013396,1,None,1,None,6,0.002559125,1.462424763,2.041022383,0.010392091,0.033411216,0,0
cr_3_eq_[NH]-[PH]-[PH]-[NH]_ax1_[NH]-[PH]-[PH]-[NH]_ax2_[NH]-[PH]-[PH]-[NH]_ahf_20_4,neutralBi,gen_0_slot_209_0_3_40_40_40_20_4,20,209,cr,0_40_40_40,[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],[NH]-[PH]-[PH]-[NH],-1,-1,-1,0,3,4,0,0,1,0,1,0.056421000000000006,3.75,3.806421,0,rmsd_max,1,None,6,lig_mismatch,4.820543778,9.252609705,0.028528306,0.057296218,0,0
mn_2_eq_[SH2-]-[NH2]_ax1_[SH2-]-[NH2]_ax2_[SH2-]-[NH2]_ahf_20_6,chargedMono,gen_0_slot_858_1_2_370_370_370_20_6,20,858,mn,1_370_370_370,[SH2-]-[NH2],[SH2-]-[NH2],[SH2-]-[NH2],-1,-1,-1,-6,2,6,0,0,1,0,1,0.020984,8.75,8.770984,0,num_coord_metal,1,None,1,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[O]-[P+]-[P+]-[O]_ax1_[O]-[P+]-[P+]-[O]_ax2_[O]-[P+]-[P+]-[O]_ahf_20_2,chargedBi,gen_0_slot_317_2_3_80_80_80_20_2,20,317,fe,2_80_80_80,[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],-1,-1,-1,12,3,2,0,0,1,0,0,1.905548,0.75,2.655548,0,num_coord_metal,1,None,1,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_chloride_ax1_chloride_ax2_chloride_ahf_20_5,monoann,gen_0_slot_30_0_2_0_0_0_20_5,20,30,cr,0_0_0_0,chloride,chloride,chloride,-1,-1,-1,0,2,5,0,0,1,0,1,0.882925,6.0,6.882925,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[S]-[CH+]-[CH+]-[S]_ax1_[S]-[CH+]-[CH+]-[S]_ax2_[S]-[CH+]-[CH+]-[S]_ahf_20_1,chargedBi,gen_0_slot_367_3_3_137_137_137_20_1,20,367,co,3_137_137_137,[S]-[CH+]-[CH+]-[S],[S]-[CH+]-[CH+]-[S],[S]-[CH+]-[CH+]-[S],-1,-1,-1,12,3,1,0,0,1,0,0,5.147372,0.0,5.147372,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_[N]#[P]_ax1_[N]#[P]_ax2_[N]#[P]_ahf_20_5,neutralMono,gen_0_slot_523_1_3_166_166_166_20_5,20,523,mn,1_166_166_166,[N]#[P],[N]#[P],[N]#[P],-1,-1,-1,0,3,5,1,1,1,1,1,0.054077,6.0,6.0540769999999995,1,None,1,None,6,0.003523292,0.325699878,0.436928299,0.000200396,0.260416033,0.634016067,0.776352546
mn_2_eq_[CH]#[S-]_ax1_[CH]#[S-]_ax2_[CH]#[S-]_ahf_20_2,chargedMono,gen_0_slot_186_1_2_85_85_85_20_2,20,186,mn,1_85_85_85,[CH]#[S-],[CH]#[S-],[CH]#[S-],-1,-1,-1,-6,2,2,0,0,1,1,0,2.4917860000000003,0.75,3.2417860000000003,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[SH-]-[CH]=[CH]-[SH-]_ax1_[SH-]-[CH]=[CH]-[SH-]_ax2_[SH-]-[CH]=[CH]-[SH-]_ahf_20_4,chargedBi,gen_0_slot_206_3_2_120_120_120_20_4,20,206,co,3_120_120_120,[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],[SH-]-[CH]=[CH]-[SH-],-1,-1,-1,-12,2,4,0,0,1,0,0,1.866741,3.75,5.616741,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[P]#[N]_ax1_[P]#[N]_ax2_[P]#[N]_ahf_20_1,neutralMono,gen_0_slot_924_2_2_320_320_320_20_1,20,924,fe,2_320_320_320,[P]#[N],[P]#[N],[P]#[N],-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.002033804,1.063625558,1.847087086,0.005758439,0.56509079,4.560117495,8.828227495
mn_2_eq_[O]-[P+]-[P+]-[O]_ax1_[O]-[P+]-[P+]-[O]_ax2_[O]-[P+]-[P+]-[O]_ahf_20_6,chargedBi,gen_0_slot_314_1_2_80_80_80_20_6,20,314,mn,1_80_80_80,[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],-1,-1,-1,12,2,6,0,0,1,0,1,0.000188,8.75,8.750188,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[SH2-]-[PH+]_ax1_[SH2-]-[PH+]_ax2_[SH2-]-[PH+]_ahf_20_2,neutralMono,gen_0_slot_1033_0_3_375_375_375_20_2,20,1033,cr,0_375_375_375,[SH2-]-[PH+],[SH2-]-[PH+],[SH2-]-[PH+],-1,-1,-1,0,3,2,0,0,1,1,0,5.851344999999999,0.75,6.601344999999999,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[CH3]-[SH]_ax1_[CH3]-[SH]_ax2_[CH3]-[SH]_ahf_20_5,neutralMono,gen_0_slot_279_3_3_77_77_77_20_5,20,279,co,3_77_77_77,[CH3]-[SH],[CH3]-[SH],[CH3]-[SH],-1,-1,-1,0,3,5,0,0,1,0,1,0.015218,6.0,6.015218,0,num_coord_metal,1,None,1,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_ammonia_ax1_cyanide_ax2_cyanide_ahf_20_2,hetann,gen_0_slot_87_0_3_7_4_4_20_2,20,87,cr,0_7_4_4,ammonia,cyanide,cyanide,-1,-1,-1,0,3,2,1,1,1,1,0,1.008678,0.75,1.758678,1,None,1,None,6,0.006534547,0.231199052,0.292214045,0.000868313,0.095828715,0.334173068,0.334919671
cr_2_eq_[PH2]-[CH3]_ax1_[PH2]-[CH3]_ax2_[PH2]-[CH3]_ahf_20_5,neutralMono,gen_0_slot_832_0_2_293_293_293_20_5,20,832,cr,0_293_293_293,[PH2]-[CH3],[PH2]-[CH3],[PH2]-[CH3],-1,-1,-1,0,2,5,0,0,1,0,1,0.041504,6.0,6.041504,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[CH3-]_ax1_[CH3-]_ax2_[CH3-]_ahf_20_1,chargedMono,gen_0_slot_8_0_2_4_4_4_20_1,20,8,cr,0_4_4_4,[CH3-],[CH3-],[CH3-],-1,-1,-1,-6,2,1,0,1,1,0,1,0.0,0.0,0.0,0,max_del_sig_angle; oct_angle_devi_max,1,None,6,0,19.52902255,38.4112481,0.003899698,0.013803654,0,0
co_3_eq_[SH2-]-[NH2]_ax1_[SH2-]-[NH2]_ax2_[SH2-]-[NH2]_ahf_20_5,chargedMono,gen_0_slot_863_3_3_370_370_370_20_5,20,863,co,3_370_370_370,[SH2-]-[NH2],[SH2-]-[NH2],[SH2-]-[NH2],-1,-1,-1,-6,3,5,0,0,1,0,1,0.025792000000000002,6.0,6.025792,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1312_fe_2_eq_3_ax1_9_ax2_16_1,20,1312,fe,fe_water_pyr_carbonyl,water,pyr,carbonyl,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.009591907,3.799752752,5.4061171,0.013725661,0.116186475,0.753814111,0.753814111
undef,rs1,1144_cr_2_eq_39_ax1_18_ax2_18_5,20,1144,cr,cr_furan_misc_misc,furan,misc,misc,-1,-1,-1,0,2,5,1,1,1,1,1,0.010025,6.0,6.010025,1,None,1,None,6,0.04664487,1.102428172,2.200151052,0.061555803,0.410888196,0.465420323,0.547255063
cr_3_eq_[PH]-[NH]-[NH]-[PH]_ax1_[PH]-[NH]-[NH]-[PH]_ax2_[PH]-[NH]-[NH]-[PH]_ahf_20_2,neutralBi,gen_0_slot_457_0_3_101_101_101_20_2,20,457,cr,0_101_101_101,[PH]-[NH]-[NH]-[PH],[PH]-[NH]-[NH]-[PH],[PH]-[NH]-[NH]-[PH],-1,-1,-1,0,3,2,0,0,1,1,0,2.8316310000000002,0.75,3.581631,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[PH]_ax1_[PH]_ax2_[PH]_ahf_20_2,neutralMono,gen_0_slot_50_1_2_22_22_22_20_2,20,50,mn,1_22_22_22,[PH],[PH],[PH],-1,-1,-1,0,2,2,0,1,1,1,0,3.3547230000000003,0.75,4.104723,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[OH]-[NH3-]_ax1_[OH]-[NH3-]_ax2_[OH]-[NH3-]_ahf_20_1,chargedMono,gen_0_slot_527_3_3_227_227_227_20_1,20,527,co,3_227_227_227,[OH]-[NH3-],[OH]-[NH3-],[OH]-[NH3-],-1,-1,-1,-6,3,1,0,1,1,0,1,0.0,0.0,0.0,0,rmsd_max,1,None,6,lig_mismatch,5.899456144,9.094908145,0.017697272,0.087574723,0,0
undef,rs1,1537_co_3_eq_16_ax1_18_ax2_39_1,20,1537,co,co_carbonyl_misc_furan,carbonyl,misc,furan,-1,-1,-1,0,3,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_ox_ax1_cyanopyridine_ax2_cyanopyridine_ahf_20_6,distrun,gen_0_slot_120_1_2_29_10_10_20_6,20,120,mn,1_29_10_10,ox,cyanopyridine,cyanopyridine,-1,-1,-1,0,2,6,1,1,1,1,1,0.012731000000000001,8.75,8.762731,1,None,1,None,6,0.103144186,5.342048112,12.01363653,0.073377738,0.285826506,0,0
mn_2_eq_[NH-]#[C+]_ax1_[NH-]#[C+]_ax2_[NH-]#[C+]_ahf_20_2,neutralMono,gen_0_slot_394_1_2_111_111_111_20_2,20,394,mn,1_111_111_111,[NH-]#[C+],[NH-]#[C+],[NH-]#[C+],-1,-1,-1,0,2,2,0,0,1,1,0,3.141592653,0.75,3.141592653,0,max_del_sig_angle; oct_angle_devi_max,1,None,6,3.33E-16,36,180,0,0,0,0
mn_2_eq_[NH]-[N]=[N]-[NH]_ax1_[NH]-[N]=[N]-[NH]_ax2_[NH]-[N]=[N]-[NH]_ahf_20_2,neutralBi,gen_0_slot_194_1_2_38_38_38_20_2,20,194,mn,1_38_38_38,[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],-1,-1,-1,0,2,2,0,1,1,1,1,0.175082,0.75,0.925082,0,rmsd_max,1,None,6,1.089245969,9.343944457,16.54513994,0.002002475,0.002404481,0,0
mn_3_eq_[SH]-[CH4-]_ax1_[SH]-[CH4-]_ax2_[SH]-[CH4-]_ahf_20_5,chargedMono,gen_0_slot_891_1_3_382_382_382_20_5,20,891,mn,1_382_382_382,[SH]-[CH4-],[SH]-[CH4-],[SH]-[CH4-],-1,-1,-1,-6,3,5,0,0,1,0,1,0.39418800000000004,6.0,6.394188,0,rmsd_max,1,None,6,lig_mismatch,5.473461205,7.93470173,0.056880237,0.147677405,0,0
undef,rs1,1463_co_3_eq_3_ax1_9_ax2_16_5,20,1463,co,co_water_pyr_carbonyl,water,pyr,carbonyl,-1,-1,-1,0,3,5,1,1,1,1,1,0.018673,6.0,6.018673000000001,1,None,1,None,6,0.03472672,2.877752837,4.729411166,0.028353806,0.270440802,2.012264956,2.012264956
mn_3_eq_[SH-]-[O]-[O]-[SH-]_ax1_[SH-]-[O]-[O]-[SH-]_ax2_[SH-]-[O]-[O]-[SH-]_ahf_20_1,chargedBi,gen_0_slot_227_1_3_123_123_123_20_1,20,227,mn,1_123_123_123,[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],-1,-1,-1,-12,3,1,0,0,1,0,0,4.8555459999999995,0.0,4.8555459999999995,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[S]-[N+]-[N+]-[S]_ax1_[S]-[N+]-[N+]-[S]_ax2_[S]-[N+]-[N+]-[S]_ahf_20_5,chargedBi,gen_0_slot_372_2_2_140_140_140_20_5,20,372,fe,2_140_140_140,[S]-[N+]-[N+]-[S],[S]-[N+]-[N+]-[S],[S]-[N+]-[N+]-[S],-1,-1,-1,12,2,5,0,0,1,1,0,2.655807,6.0,8.655807000000001,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[NH2-]-[O]-[O]-[NH2-]_ax1_[NH2-]-[O]-[O]-[NH2-]_ax2_[NH2-]-[O]-[O]-[NH2-]_ahf_20_1,chargedBi,gen_0_slot_39_3_3_26_26_26_20_1,20,39,co,3_26_26_26,[NH2-]-[O]-[O]-[NH2-],[NH2-]-[O]-[O]-[NH2-],[NH2-]-[O]-[O]-[NH2-],-1,-1,-1,-12,3,1,0,1,1,0,1,1e-06,0.0,1e-06,0,rmsd_max,1,None,6,lig_mismatch,3.364685526,6.477526747,0.003842111,0.019841073,0,0
cr_3_eq_[OH]-[NH]-[NH]-[OH]_ax1_[OH]-[NH]-[NH]-[OH]_ax2_[OH]-[NH]-[NH]-[OH]_ahf_20_2,neutralBi,gen_0_slot_305_0_3_68_68_68_20_2,20,305,cr,0_68_68_68,[OH]-[NH]-[NH]-[OH],[OH]-[NH]-[NH]-[OH],[OH]-[NH]-[NH]-[OH],-1,-1,-1,0,3,2,0,0,1,0,1,0.89461,0.75,1.64461,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[SH]-[NH3-]_ax1_[SH]-[NH3-]_ax2_[SH]-[NH3-]_ahf_20_5,chargedMono,gen_0_slot_900_2_2_384_384_384_20_5,20,900,fe,2_384_384_384,[SH]-[NH3-],[SH]-[NH3-],[SH]-[NH3-],-1,-1,-1,-6,2,5,0,0,1,0,0,1.351913,6.0,7.351913000000001,0,rmsd_max,1,None,6,lig_mismatch,4.229184056,8.321224427,0.037171406,0.108605559,0,0
fe_3_eq_[PH2]-[CH2]-[CH2]-[PH2]_ax1_[PH2]-[CH2]-[CH2]-[PH2]_ax2_[PH2]-[CH2]-[CH2]-[PH2]_ahf_20_6,neutralBi,gen_0_slot_405_2_3_94_94_94_20_6,20,405,fe,2_94_94_94,[PH2]-[CH2]-[CH2]-[PH2],[PH2]-[CH2]-[CH2]-[PH2],[PH2]-[CH2]-[CH2]-[PH2],-1,-1,-1,0,3,6,1,1,1,1,1,0.009053,8.75,8.759053,1,None,1,None,6,0.036530831,8.930446777,14.74557141,0.004251426,0.007894754,0,0
co_2_eq_[PH+]-[CH3]_ax1_[PH+]-[CH3]_ax2_[PH+]-[CH3]_ahf_20_2,chargedMono,gen_0_slot_1094_3_2_257_257_257_20_2,20,1094,co,3_257_257_257,[PH+]-[CH3],[PH+]-[CH3],[PH+]-[CH3],-1,-1,-1,6,2,2,0,0,1,0,0,1.002428,0.75,1.7524279999999999,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[S]-[N]=[N]-[S]_ax1_[S]-[N]=[N]-[S]_ax2_[S]-[N]=[N]-[S]_ahf_20_6,neutralBi,gen_0_slot_634_1_2_142_142_142_20_6,20,634,mn,1_142_142_142,[S]-[N]=[N]-[S],[S]-[N]=[N]-[S],[S]-[N]=[N]-[S],-1,-1,-1,0,2,6,0,1,1,1,1,0.016529,8.75,8.766529,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[O]-[P]=[P]-[O]_ax1_[O]-[P]=[P]-[O]_ax2_[O]-[P]=[P]-[O]_ahf_20_6,neutralBi,gen_0_slot_386_1_2_82_82_82_20_6,20,386,mn,1_82_82_82,[O]-[P]=[P]-[O],[O]-[P]=[P]-[O],[O]-[P]=[P]-[O],-1,-1,-1,0,2,6,0,1,1,1,0,2.1597150000000003,8.75,10.909715,0,rmsd_max,1,None,6,0.506941744,7.333528681,10.83438931,0.047807204,0.091687666,0,0
co_2_eq_[O+]-[SH2-]_ax1_[O+]-[SH2-]_ax2_[O+]-[SH2-]_ahf_20_4,neutralMono,gen_0_slot_566_3_2_176_176_176_20_4,20,566,co,3_176_176_176,[O+]-[SH2-],[O+]-[SH2-],[O+]-[SH2-],-1,-1,-1,0,2,4,0,0,1,1,0,2.0646139999999997,3.75,5.814614,0,rmsd_max,1,None,6,lig_mismatch,4.633815669,6.497743714,0.051628919,0.213522518,0,0
undef,rs1,1271_mn_3_eq_39_ax1_3_ax2_3_5,20,1271,mn,mn_furan_water_water,furan,water,water,-1,-1,-1,0,3,5,0,1,1,1,1,0.974881,6.0,6.974881,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[PH]=[S]_ax1_[PH]=[S]_ax2_[PH]=[S]_ahf_20_2,neutralMono,gen_0_slot_906_1_2_316_316_316_20_2,20,906,mn,1_316_316_316,[PH]=[S],[PH]=[S],[PH]=[S],-1,-1,-1,0,2,2,1,1,1,1,1,0.40786100000000003,0.75,1.157861,1,None,1,None,6,0.08107116,2.679270023,5.843402936,0.063741575,0.134183533,0,0
cr_3_eq_[CH]-[P]=[P]-[CH]_ax1_[CH]-[P]=[P]-[CH]_ax2_[CH]-[P]=[P]-[CH]_ahf_20_2,neutralBi,gen_0_slot_113_0_3_18_18_18_20_2,20,113,cr,0_18_18_18,[CH]-[P]=[P]-[CH],[CH]-[P]=[P]-[CH],[CH]-[P]=[P]-[CH],-1,-1,-1,0,3,2,0,1,1,1,0,1.810482,0.75,2.560482,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,28.63319894,64.064583,0.330888741,0.903062883,0,0
cr_2_eq_[CH2+]-[CH3]_ax1_[CH2+]-[CH3]_ax2_[CH2+]-[CH3]_ahf_20_5,chargedMono,gen_0_slot_968_0_2_43_43_43_20_5,20,968,cr,0_43_43_43,[CH2+]-[CH3],[CH2+]-[CH3],[CH2+]-[CH3],-1,-1,-1,6,2,5,0,0,1,0,1,0.801609,6.0,6.801609,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[PH+]-[CH3]_ax1_[PH+]-[CH3]_ax2_[PH+]-[CH3]_ahf_20_1,chargedMono,gen_0_slot_1092_2_2_257_257_257_20_1,20,1092,fe,2_257_257_257,[PH+]-[CH3],[PH+]-[CH3],[PH+]-[CH3],-1,-1,-1,6,2,1,0,0,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[PH]-[CH2]-[CH2]-[PH]_ax1_[PH]-[CH2]-[CH2]-[PH]_ax2_[PH]-[CH2]-[CH2]-[PH]_ahf_20_5,neutralBi,gen_0_slot_444_2_2_99_99_99_20_5,20,444,fe,2_99_99_99,[PH]-[CH2]-[CH2]-[PH],[PH]-[CH2]-[CH2]-[PH],[PH]-[CH2]-[CH2]-[PH],-1,-1,-1,0,2,5,0,0,1,0,1,0.222375,6.0,6.222375,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[NH]=[S]_ax1_[NH]=[S]_ax2_[NH]=[S]_ahf_20_5,neutralMono,gen_0_slot_503_3_3_159_159_159_20_5,20,503,co,3_159_159_159,[NH]=[S],[NH]=[S],[NH]=[S],-1,-1,-1,0,3,5,0,0,1,1,0,2.516285,6.0,8.516285,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[PH2-]=[PH]_ax1_[PH2-]=[PH]_ax2_[PH2-]=[PH]_ahf_20_4,chargedMono,gen_0_slot_654_3_2_290_290_290_20_4,20,654,co,3_290_290_290,[PH2-]=[PH],[PH2-]=[PH],[PH2-]=[PH],-1,-1,-1,-6,2,4,0,0,1,0,1,0.019091999999999998,3.75,3.7690919999999997,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_water_ax1_water_ax2_water_ahf_20_2,monoann,gen_0_slot_22_1_2_12_12_12_20_2,20,22,mn,1_12_12_12,water,water,water,-1,-1,-1,0,2,2,1,1,1,1,1,0.786914,0.75,1.536914,1,None,1,None,6,0,5.304762901,7.559830317,0.002107566,0.007407738,0,0
cr_3_eq_[CH]#[S-]_ax1_[CH]#[S-]_ax2_[CH]#[S-]_ahf_20_2,chargedMono,gen_0_slot_185_0_3_85_85_85_20_2,20,185,cr,0_85_85_85,[CH]#[S-],[CH]#[S-],[CH]#[S-],-1,-1,-1,-6,3,2,0,0,1,0,0,1.011127,0.75,1.761127,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_cat_ax1_aceticacidbipyridine_ax2_aceticacidbipyridine_ahf_20_2,distrun,gen_0_slot_9_0_3_5_14_14_20_2,20,9,cr,0_5_14_14,cat,aceticacidbipyridine,aceticacidbipyridine,-1,-1,-1,0,3,2,1,1,1,1,0,1.623138,0.75,2.373138,1,None,1,None,6,0.042997561,7.613264907,13.28795159,0.024972724,0.13281875,0,0
mn_2_eq_ammonia_ax1_carbonyl_ax2_carbonyl_ahf_20_2,hetann,gen_0_slot_12_1_2_7_5_5_20_2,20,12,mn,1_7_5_5,ammonia,carbonyl,carbonyl,-1,-1,-1,0,2,2,1,1,1,1,1,0.009473,0.75,0.759473,1,None,1,None,6,0.001139118,0.144843432,0.190287947,0.000675178,0.19293225,0.441449231,0.451262813
cr_2_eq_[CH2]=[PH]_ax1_[CH2]=[PH]_ax2_[CH2]=[PH]_ahf_20_5,neutralMono,gen_0_slot_224_0_2_70_70_70_20_5,20,224,cr,0_70_70_70,[CH2]=[PH],[CH2]=[PH],[CH2]=[PH],-1,-1,-1,0,2,5,0,0,1,0,1,0.153534,6.0,6.153534,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[P-]_ax1_[P-]_ax2_[P-]_ahf_20_2,chargedMono,gen_0_slot_50_1_2_17_17_17_20_2,20,50,mn,1_17_17_17,[P-],[P-],[P-],-1,-1,-1,-6,2,2,0,1,1,1,0,3.257564,0.75,4.007564,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_[OH-]-[NH]-[NH]-[OH-]_ax1_[OH-]-[NH]-[NH]-[OH-]_ax2_[OH-]-[NH]-[NH]-[OH-]_ahf_20_5,chargedBi,gen_0_slot_83_1_3_57_57_57_20_5,20,83,mn,1_57_57_57,[OH-]-[NH]-[NH]-[OH-],[OH-]-[NH]-[NH]-[OH-],[OH-]-[NH]-[NH]-[OH-],-1,-1,-1,-12,3,5,0,0,1,0,1,0.999975,6.0,6.999975,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,22.5708262,41.94118146,0.114172659,0.713346178,0,0
cr_3_eq_acac_ax1_tbuc_ax2_tbuc_ahf_20_4,allhits,gen_0_slot_79_0_3_28_7_7_20_4,20,79,cr,0_28_7_7,acac,tbuc,tbuc,-1,-1,-1,0,3,4,1,1,1,1,1,0.021794,3.75,3.7717940000000003,1,None,1,None,6,0.068934914,4.647069963,7.907955484,0.052114361,0.126274775,0,0
co_3_eq_[SH-]=[O]_ax1_[SH-]=[O]_ax2_[SH-]=[O]_ahf_20_5,chargedMono,gen_0_slot_831_3_3_355_355_355_20_5,20,831,co,3_355_355_355,[SH-]=[O],[SH-]=[O],[SH-]=[O],-1,-1,-1,-6,3,5,0,0,1,0,1,0.019808000000000003,6.0,6.019808,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[N+]=[SH-]_ax1_[N+]=[SH-]_ax2_[N+]=[SH-]_ahf_20_4,neutralMono,gen_0_slot_350_3_2_95_95_95_20_4,20,350,co,3_95_95_95,[N+]=[SH-],[N+]=[SH-],[N+]=[SH-],-1,-1,-1,0,2,4,1,1,1,1,0,5.3537300000000005,3.75,9.10373,1,None,1,None,6,0.021426448,2.846648488,5.681796626,0.029192151,0.080971152,0,0
mn_2_eq_[OH2-]-[OH]_ax1_[OH2-]-[OH]_ax2_[OH2-]-[OH]_ahf_20_6,chargedMono,gen_0_slot_490_1_2_217_217_217_20_6,20,490,mn,1_217_217_217,[OH2-]-[OH],[OH2-]-[OH],[OH2-]-[OH],-1,-1,-1,-6,2,6,0,0,1,0,1,0.003699,8.75,8.753699000000001,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1211_mn_3_eq_16_ax1_3_ax2_3_5,20,1211,mn,mn_carbonyl_water_water,carbonyl,water,water,-1,-1,-1,0,3,5,1,1,1,1,1,0.048559,6.0,6.048559,1,None,1,None,6,0.0087195,0.005871303,0.012261832,0.181936612,0.502866467,0.005398064,0.006779328
mn_2_eq_[OH-]=[O]_ax1_[OH-]=[O]_ax2_[OH-]=[O]_ahf_20_6,chargedMono,gen_0_slot_450_1_2_198_198_198_20_6,20,450,mn,1_198_198_198,[OH-]=[O],[OH-]=[O],[OH-]=[O],-1,-1,-1,-6,2,6,0,0,1,0,1,0.051427,8.75,8.801427,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[O]-[C+]=[C+]-[O]_ax1_[O]-[C+]=[C+]-[O]_ax2_[O]-[C+]=[C+]-[O]_ahf_20_5,chargedBi,gen_0_slot_288_0_2_72_72_72_20_5,20,288,cr,0_72_72_72,[O]-[C+]=[C+]-[O],[O]-[C+]=[C+]-[O],[O]-[C+]=[C+]-[O],-1,-1,-1,12,2,5,0,0,1,0,1,0.00031299999999999996,6.0,6.000312999999999,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[OH]-[OH2-]_ax1_[OH]-[OH2-]_ax2_[OH]-[OH2-]_ahf_20_2,chargedMono,gen_0_slot_530_1_2_229_229_229_20_2,20,530,mn,1_229_229_229,[OH]-[OH2-],[OH]-[OH2-],[OH]-[OH2-],-1,-1,-1,-6,2,2,0,0,1,0,0,1.983485,0.75,2.733485,0,rmsd_max,1,None,6,lig_mismatch,4.194858319,6.724517846,0.053182167,0.161207937,0,0
undef,rs1,1587_co_3_eq_39_ax1_9_ax2_39_1,20,1587,co,co_furan_pyr_furan,furan,pyr,furan,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.053390733,4.565486686,7.438812306,0.114993078,0.519867283,0,0
