ox_3,ox_2,H-L_1,H-L_0,num_d_electron_6,num_d_electron_7,num_d_electron_5,num_d_electron_4,num_d_electron_3,charge_lig,charge_ox,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-0-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-0-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-0-ax,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-0-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-I-0-ax,D_lc-I-1-ax,D_lc-I-2-ax,D_lc-I-3-ax,D_lc-T-0-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-0-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-0-eq,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-0-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-I-0-eq,D_lc-I-1-eq,D_lc-I-2-eq,D_lc-I-3-eq,D_lc-T-0-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-0-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
0,1,0,1,0,0,1,0,0,0,2,171.3817,327.9552,535.224,1054.776,1225,2856,4038,3672,25,48,78,144,126,348,546,624,10.3249,25.92,42.2166,58.2144,28.1632,45.2352,26.752,9.68,100,126,28,2,4.0,6,4,2,10,16,8,2,1.3988,2.235,1.11,0.2738,28.1632,45.2352,26.752,9.68,100,126.0,28.0,2.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.3988,2.235,1.11,0.2738,9.2416,15.9296,6.688,0.0,49.0,56,7.0,0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,0.5625,0.84,0.2775,0.0,9.2416,15.9296,6.688,0.0,49.0,56.0,7.0,0.0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,0.5625,0.84,0.2775,0.0,0.0,0.84,0.84,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.38,0.38,0.0,0.0,0.84,0.84,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.38,0.38,0.0,2.4025,28.272,48.732,20.46,625.0,1050.0,1200.0,150.0,1.0,6.0,12.0,6.0,36.0,108.0,108.0,36.0,1.9321,6.255,9.3408,3.0858,0.0,-8.94,-12.84,-3.9,0.0,108.0,252.0,144.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,30.0,0.0,3.84,9.96,6.12
1,0,0,1,0,0,1,0,0,0,3,118.9821,221.2776,355.9194,683.238,3388,7740,12102,14724,25,48,78,144,126,348,546,624,16.6885,38.796,64.5708,98.1408,19.2722,28.8642,19.272000000000002,9.68,452,510,60,2,4.0,6,4,2,10,16,8,2,2.521,3.8160000000000003,1.5688,0.2738,19.2722,28.8642,19.272000000000002,9.68,452,510.0,60.0,2.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,2.521,3.8160000000000003,1.5688,0.2738,4.7961,9.6141,4.8180000000000005,0.0,225.0,240,15.0,0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,1.1236,1.5158,0.3922,0.0,4.7961,9.6141,4.8180000000000005,0.0,225.0,240.0,15.0,0.0,1.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,1.1236,1.5158,0.3922,0.0,0.0,-0.01,-0.01,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.69,0.69,0.0,0.0,-0.01,-0.01,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.69,0.69,0.0,3.3489,24.0462,48.2022,24.156,676.0,2340.0,2496.0,156.0,1.0,6.0,12.0,6.0,36.0,108.0,108.0,36.0,1.5625,7.95,10.725,2.775,0.0,-2.16,-4.38,-2.22,0.0,66.0,216.0,150.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,30.0,0.0,1.14,6.42,5.28
0,1,1,0,0,1,0,0,0,0,2,203.9206,424.6176,818.2224,1533.6,2397,4056,7530,7836,37,72,138,252,210,600,1032,1392,14.9898,36.9528,63.4494,98.76,33.3977,59.3392,65.384,38.72,278,298,92,8,6.0,10,12,8,22,42,28,8,2.2337,4.2688,3.2264,1.0952,33.3977,59.3392,65.384,38.72,278,298.0,92.0,8.0,6.0,10.0,12.0,8.0,22.0,42.0,28.0,8.0,2.2337,4.2688,3.2264,1.0952,9.2416,20.0336,13.376,0.0,49.0,119,14.0,0,1.0,3.0,2.0,0.0,9.0,15.0,6.0,0.0,0.5625,1.35,0.555,0.0,9.2416,20.0336,13.376,0.0,49.0,119.0,14.0,0.0,1.0,3.0,2.0,0.0,9.0,15.0,6.0,0.0,0.5625,1.35,0.555,0.0,0.0,2.53,1.68,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.45,0.76,0.0,0.0,2.53,1.68,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.45,0.76,0.0,3.5344,34.2912,74.3352,49.632,729.0,1134.0,2754.0,324.0,1.0,6.0,18.0,12.0,36.0,144.0,180.0,72.0,1.5876,5.67,13.607999999999999,5.5944,0.0,-6.96,-5.7,-3.84,0.0,120.0,384.0,312.0,0.0,0.0,0.0,0.0,0.0,12.0,78.0,60.0,0.0,3.06,11.88,10.68
1,0,1,0,1,0,0,0,0,0,3,143.4736,315.1872,586.6176,925.1328,1323,3234,4734,2856,19,42,78,120,120,348,582,492,9.158999999999999,24.795,43.8894,46.98,46.6464,82.2016,63.7184,45.2352,198,322,224,126,6.0,10,8,6,18,32,24,16,2.5238,4.485,3.36,2.235,46.6464,82.2016,63.7184,45.2352,198,322.0,224.0,126.0,6.0,10.0,8.0,6.0,18.0,32.0,24.0,16.0,2.5238,4.485,3.36,2.235,9.2416,15.9296,9.2416,9.2416,49.0,56,49.0,49,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,0.5625,0.84,0.5625,0.5625,9.2416,15.9296,9.2416,9.2416,49.0,56.0,49.0,49.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,0.5625,0.84,0.5625,0.5625,0.0,0.84,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.84,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.0,3.5344,34.2912,59.1072,0.0,729.0,1134.0,1296.0,0.0,1.0,6.0,12.0,0.0,36.0,108.0,108.0,0.0,1.5876,5.67,8.4672,0.0,0.0,-6.96,-8.88,0.0,0.0,120.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,0.0,0.0,3.06,8.4,0.0
1,0,0,1,0,0,0,0,1,0,3,196.9456,437.121,931.6289999999999,1690.7279999999998,1032,2664,4272,3384,37,78,174,312,252,768,1416,1656,12.0133,36.0822,71.7126,97.4568,64.73,128.775,199.37,218.925,152,312,296,192,12.0,22,36,42,58,136,144,98,3.4668,8.1158,10.3044,9.0298,64.73,128.775,199.37,218.925,152,312.0,296.0,192.0,12.0,22.0,36.0,42.0,58.0,136.0,144.0,98.0,3.4668,8.1158,10.3044,9.0298,6.5025,17.7225,17.7225,17.7225,36.0,48,48.0,48,1.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,0.5929,1.1627,1.1627,1.1627,6.5025,17.7225,17.7225,17.7225,36.0,48.0,48.0,48.0,1.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,0.5929,1.1627,1.1627,1.1627,0.0,0.7,0.7,0.7,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.8,0.8,0.8,0.0,0.7,0.7,0.7,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.8,0.8,0.8,2.7556,25.398000000000003,69.222,43.824,576.0,864.0,1152.0,288.0,1.0,6.0,18.0,12.0,36.0,144.0,216.0,72.0,1.6129,5.8674,11.5062,5.6388,0.0,-5.34,-11.82,-6.48,0.0,108.0,384.0,276.0,0.0,0.0,0.0,0.0,0.0,12.0,72.0,60.0,0.0,3.0,13.8,10.8
0,1,0,1,0,1,0,0,0,-6,-4,174.8806,380.6352,748.2846,1310.8848,2391,6858,11370,7542,31,66,138,246,204,618,1152,1278,14.1684,41.685,82.116,106.2918,57.1154,110.4096,145.5184,130.7682,554,666,568,576,10.0,18,24,24,42,90,88,64,4.1936,8.5526,8.6264,7.405,57.1154,110.4096,145.5184,130.7682,554,666.0,568.0,576.0,10.0,18.0,24.0,24.0,42.0,90.0,88.0,64.0,4.1936,8.5526,8.6264,7.405,4.7961,16.2936,11.4756,9.6141,225.0,135,120.0,240,1.0,3.0,2.0,2.0,9.0,15.0,12.0,12.0,1.1236,1.5794,1.1872,1.5158,4.7961,16.2936,11.4756,9.6141,225.0,135.0,120.0,240.0,1.0,3.0,2.0,2.0,9.0,15.0,12.0,12.0,1.1236,1.5794,1.1872,1.5158,0.0,-0.87,-0.86,-0.01,0.0,36.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.69,1.0,0.69,0.0,-0.87,-0.86,-0.01,0.0,36.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.69,1.0,0.69,3.5344,24.7032,83.9232,24.816,729.0,2430.0,1458.0,162.0,1.0,6.0,18.0,6.0,36.0,144.0,180.0,36.0,1.5876,8.0136,11.2644,2.7972,0.0,-1.86,-10.8,-1.92,0.0,72.0,432.0,156.0,0.0,0.0,0.0,0.0,0.0,12.0,78.0,30.0,0.0,1.2,13.74,5.34
1,0,0,1,0,0,0,0,1,-6,-3,31.5322,43.6248,143.88299999999998,0.0,1926,4320,6750,0,7,12,30,0,42,72,30,0,8.3545,16.1544,33.708,0.0,4.7961,0.0,0.0,0.0,225,0,0,0,1.0,0,0,0,0,0,0,0,1.1236,0.0,0.0,0.0,4.7961,0.0,0.0,0.0,225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1236,0.0,0.0,0.0,4.7961,0.0,0.0,0.0,225.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1236,0.0,0.0,0.0,4.7961,0.0,0.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,21.8124,0.0,0.0,576.0,2160.0,0.0,0.0,1.0,6.0,0.0,0.0,36.0,36.0,0.0,0.0,1.6129,8.0772,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.26,0.0,0.0
1,0,0,1,0,0,1,0,0,0,3,177.0621,336.9096,645.7914,896.0219999999999,3400,8100,12498,15372,37,72,138,192,210,540,822,1152,18.3313,48.2088,78.91199999999999,112.5264,28.9522,48.1362,67.584,29.04,454,570,126,6,6.0,10,14,6,24,44,26,6,2.7948,5.3848,3.9589999999999996,0.8214,28.9522,48.1362,67.584,29.04,454,570.0,126.0,6.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.7948,5.3848,3.9589999999999996,0.8214,4.7961,9.6141,14.454,0.0,225.0,240,45.0,0,1.0,2.0,3.0,0.0,4.0,10.0,6.0,0.0,1.1236,1.5158,1.1766,0.0,4.7961,9.6141,14.454,0.0,225.0,240.0,45.0,0.0,1.0,2.0,3.0,0.0,4.0,10.0,6.0,0.0,1.1236,1.5158,1.1766,0.0,0.0,-0.01,-0.03,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.69,2.07,0.0,0.0,-0.01,-0.03,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.69,2.07,0.0,3.3489,24.0462,48.2022,72.468,676.0,2340.0,2496.0,468.0,1.0,6.0,12.0,18.0,36.0,108.0,180.0,108.0,1.5625,7.95,10.725,8.325,0.0,-2.16,-4.38,-6.66,0.0,66.0,216.0,450.0,0.0,0.0,0.0,0.0,0.0,18.0,42.0,90.0,0.0,1.14,6.42,15.84
1,0,1,0,1,0,0,0,0,0,3,203.99599999999998,436.6604,841.6460000000001,1281.024,1417,3632,4680,4292,31,64,114,180,178,492,794,900,11.7186,31.5292,52.913000000000004,66.2244,57.2036,118.98299999999999,171.695,126.632,212,456,512,110,9.0,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,21.5136,30.272,9.68,0.0,66,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,11.8336,17.544,32.68,15.136,64.0,96,112.0,16,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,0.0,2.48,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.72,0.0,0.0,3.5344,38.8032,52.263999999999996,35.72,729.0,1296.0,864.0,756.0,1.0,6.0,12.0,8.0,36.0,108.0,120.0,96.0,1.5876,5.5188,7.6104,5.7456,0.0,-9.36,-5.24,-3.96,0.0,114.0,292.0,188.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,32.0,0.0,3.18,9.08,5.52
1,0,1,0,1,0,0,0,0,0,3,198.12400000000002,400.1408,702.6708,856.4416,1329,2952,3530,3604,33,64,118,132,182,432,524,608,12.17,30.9492,46.9658,54.4644,23.7616,40.128,29.04,0.0,52,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,36.7666,64.668,82.17299999999999,33.66,124,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.1590000000000003,4.0194,3.6722,1.7094,9.2416,20.064,0.0,0.0,49.0,21,0.0,0,1.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,6.5025,7.752000000000001,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,0.0,2.52,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,-0.49,0.0,1.05,0.0,-1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,0.02,0.0,1.2,3.5344,30.6064,47.6768,19.176,729.0,1026.0,918.0,648.0,1.0,6.0,10.0,4.0,36.0,96.0,84.0,96.0,1.5876,5.7708,6.5772,3.8808,0.0,-5.0,-6.56,-2.68,0.0,124.0,236.0,84.0,0.0,0.0,0.0,0.0,0.0,20.0,46.0,8.0,0.0,2.98,7.38,1.96
0,1,1,0,0,1,0,0,0,0,2,114.4336,179.4816,345.8304,554.496,1317,2856,3738,2940,13,24,42,60,66,168,192,120,8.3376,18.09,28.215,33.75,18.4832,18.4832,0.0,0.0,98,98,0,0,2.0,2,0,0,2,2,0,0,1.125,1.125,0.0,0.0,18.4832,18.4832,0.0,0.0,98,98.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.125,1.125,0.0,0.0,9.2416,9.2416,0.0,0.0,49.0,49,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5625,0.5625,0.0,0.0,9.2416,9.2416,0.0,0.0,49.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5625,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,34.2912,34.2912,0.0,729.0,1134.0,1134.0,0.0,1.0,6.0,6.0,0.0,36.0,72.0,36.0,0.0,1.5876,5.67,5.67,0.0,0.0,-6.96,-6.96,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0,3.06,3.06,0.0
0,1,1,0,0,0,1,0,0,-6,-4,115.9321,217.05599999999998,417.168,802.56,931,2268,2082,840,19,36,66,120,102,288,426,360,6.9499,19.17,30.861,33.3,18.9216,26.752,9.68,0.0,51,28,2,0,3.0,4,2,0,6,8,2,0,0.8363,1.11,0.2738,0.0,18.9216,26.752,9.68,0.0,51,28.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8363,1.11,0.2738,0.0,9.2416,13.376,0.0,0.0,49.0,14,0.0,0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,0.555,0.0,0.0,9.2416,13.376,0.0,0.0,49.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,0.555,0.0,0.0,0.0,1.68,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,1.68,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.76,0.0,0.0,2.4025,28.272,40.92,0.0,625.0,1050.0,300.0,0.0,1.0,6.0,12.0,0.0,36.0,108.0,72.0,0.0,1.9321,6.255,6.1716,0.0,0.0,-8.94,-7.8,0.0,0.0,108.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.0,0.0,0.0,3.84,12.24,0.0
1,0,1,0,0,0,0,0,1,-6,-3,183.7738,318.0678,758.3352,702.5856,1560,3672,5568,5760,19,42,78,78,120,306,468,390,11.5651,28.173000000000002,47.607,47.6982,60.3394,83.181,117.5104,94.6688,328,456,640,512,6.0,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,60.3394,83.181,117.5104,94.6688,328,456.0,640.0,512.0,6.0,10.0,12.0,8.0,22.0,42.0,28.0,8.0,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64.0,48,112.0,128,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5329,0.5621,1.095,1.0658,11.8336,8.772,20.6056,23.6672,64.0,48.0,112.0,128.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5329,0.5621,1.095,1.0658,0.0,0.89,0.89,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.04,-0.04,0.0,0.0,0.89,0.89,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.04,-0.04,0.0,2.7556,34.2624,25.398000000000003,34.2624,576.0,1152.0,864.0,1152.0,1.0,6.0,6.0,6.0,36.0,72.0,108.0,36.0,1.6129,5.5626,5.8674,5.5626,0.0,-10.68,-5.34,-10.68,0.0,96.0,108.0,96.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,30.0,0.0,3.24,3.0,3.24
0,1,1,0,0,0,1,0,0,0,2,167.1741,334.327,659.113,1088.322,1167,3016,3542,2570,25,50,90,150,140,390,610,630,9.4177,25.6634,42.2282,49.911,39.3586,74.6275,90.6875,63.316,139,244,257,55,6.0,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,21.5136,30.272,9.68,0.0,66,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,11.8336,16.34,16.34,7.568,64.0,56,56.0,8,1.0,2.0,2.0,1.0,4.0,8.0,8.0,2.0,0.5329,0.8322,0.8322,0.2701,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,2.13,2.13,1.24,0.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32,0.32,0.36,0.0,2.48,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.72,0.0,0.0,2.4025,31.991999999999997,42.005,14.725,625.0,1200.0,550.0,350.0,1.0,6.0,12.0,4.0,36.0,108.0,96.0,48.0,1.9321,6.0882,7.2836,3.1692,0.0,-11.34,-8.5,-3.3,0.0,102.0,278.0,86.0,0.0,0.0,0.0,0.0,0.0,18.0,56.0,16.0,0.0,3.96,11.44,3.28
1,0,1,0,1,0,0,0,0,0,3,116.8006,235.0662,544.6176,478.4928,2379,5058,7854,5454,19,42,78,78,120,306,468,390,12.5256,32.328,50.4786,47.9058,37.7554,55.4946,72.6544,54.9152,550,930,508,128,6.0,10,12,8,22,42,28,8,3.6460000000000004,6.996,5.8588,2.5088,37.7554,55.4946,72.6544,54.9152,550,930.0,508.0,128.0,6.0,10.0,12.0,8.0,22.0,42.0,28.0,8.0,3.6460000000000004,6.996,5.8588,2.5088,9.2416,6.6576,13.3456,15.9296,49.0,105,112.0,56,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5625,0.795,1.0725,0.84,9.2416,6.6576,13.3456,15.9296,49.0,105.0,112.0,56.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5625,0.795,1.0725,0.84,0.0,0.85,1.69,0.84,0.0,-8.0,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.31,0.07,0.38,0.0,0.85,1.69,0.84,0.0,-8.0,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.31,0.07,0.38,3.5344,34.2912,24.7032,24.816,729.0,1134.0,2430.0,162.0,1.0,6.0,6.0,6.0,36.0,72.0,108.0,36.0,1.5876,5.67,8.0136,2.7972,0.0,-6.96,-1.86,-1.92,0.0,120.0,72.0,156.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,30.0,0.0,3.06,1.2,5.34
0,1,0,1,0,1,0,0,0,0,2,43.4728,58.2048,199.692,0.0,2265,5184,7680,0,7,12,30,0,42,72,30,0,7.83,15.4224,31.212,0.0,6.6564,0.0,0.0,0.0,256,0,0,0,1.0,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,6.6564,0.0,0.0,0.0,256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,6.6564,0.0,0.0,0.0,256.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,6.6564,0.0,0.0,0.0,256.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,29.1024,0.0,0.0,729.0,2592.0,0.0,0.0,1.0,6.0,0.0,0.0,36.0,36.0,0.0,0.0,1.5876,7.7112,0.0,0.0,0.0,-4.2,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.44,0.0,0.0
