ox_3,ox_2,H-L_1,H-L_0,num_d_electron_6,num_d_electron_7,num_d_electron_5,num_d_electron_4,num_d_electron_3,charge_lig,charge_ox,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-0-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-0-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-0-ax,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-0-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-I-0-ax,D_lc-I-1-ax,D_lc-I-2-ax,D_lc-I-3-ax,D_lc-T-0-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-0-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-0-eq,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-0-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-I-0-eq,D_lc-I-1-eq,D_lc-I-2-eq,D_lc-I-3-eq,D_lc-T-0-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-0-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
0,1,1,0,0,0,1,0,0,0,2,184.9105,358.5864,624.78,1308.792,2473,6612,10752,8964,31,60,114,216,174,504,876,1056,14.0137,38.5812,68.8968,100.6452,30.418000000000003,51.7664,47.784,19.36,308,302,62,4,5.0,8,8,4,16,28,16,4,2.0136,3.5946,2.1386,0.5476,30.418000000000003,51.7664,47.784,19.36,308,302.0,62.0,4.0,5.0,8.0,8.0,4.0,16.0,28.0,16.0,4.0,2.0136,3.5946,2.1386,0.5476,6.6564,19.1952,5.676,0.0,256.0,144,16.0,0,1.0,3.0,1.0,0.0,9.0,12.0,3.0,0.0,1.0404,1.5198,0.3774,0.0,6.6564,19.1952,5.676,0.0,256.0,144.0,16.0,0.0,1.0,3.0,1.0,0.0,9.0,12.0,3.0,0.0,1.0404,1.5198,0.3774,0.0,0.0,0.3,0.38,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.57,0.65,0.0,0.0,0.3,0.38,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.57,0.65,0.0,2.4025,23.994,69.192,20.46,625.0,2400.0,1350.0,150.0,1.0,6.0,18.0,6.0,36.0,144.0,144.0,36.0,1.9321,8.5068,12.4266,3.0858,0.0,-6.18,-16.74,-3.9,0.0,54.0,396.0,144.0,0.0,0.0,0.0,0.0,0.0,12.0,84.0,30.0,0.0,2.22,16.08,6.12
1,0,1,0,0,0,1,0,0,0,3,89.9421,192.2382,355.6566,577.1088,3382,8910,14622,11880,19,42,78,120,120,348,582,492,15.8671,40.8312,73.3476,82.1712,28.8644,48.0486,38.4564,28.8642,902,1410,960,510,6.0,10,8,6,18,32,24,16,4.7682,8.3104,6.0632,3.8160000000000003,28.8644,48.0486,38.4564,28.8642,902,1410.0,960.0,510.0,6.0,10.0,8.0,6.0,18.0,32.0,24.0,16.0,4.7682,8.3104,6.0632,3.8160000000000003,4.7961,9.6141,4.7961,4.7961,225.0,240,225.0,225,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,1.1236,1.5158,1.1236,1.1236,4.7961,9.6141,4.7961,4.7961,225.0,240.0,225.0,225.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,1.1236,1.5158,1.1236,1.1236,0.0,-0.01,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,0.0,0.0,3.3489,24.0462,48.2022,0.0,676.0,2340.0,2496.0,0.0,1.0,6.0,12.0,0.0,36.0,108.0,108.0,0.0,1.5625,7.95,10.725,0.0,0.0,-2.16,-4.38,0.0,0.0,66.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,0.0,0.0,1.14,6.42,0.0
1,0,1,0,0,0,0,1,0,-6,-3,115.6687,178.4412,321.603,688.5360000000001,2275,5940,9234,7200,19,36,66,120,102,288,426,360,12.8701,31.9272,55.7196,71.232,18.8777,22.9512,13.376,0.0,275,240,14,0,3.0,4,2,0,6,8,2,0,1.8230000000000002,2.3744,0.555,0.0,18.8777,22.9512,13.376,0.0,275,240.0,14.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.8230000000000002,2.3744,0.555,0.0,4.7961,11.4756,0.0,0.0,225.0,120,0.0,0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.1236,1.1872,0.0,0.0,4.7961,11.4756,0.0,0.0,225.0,120.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.1236,1.1872,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4025,20.367,48.732,0.0,625.0,2250.0,1200.0,0.0,1.0,6.0,12.0,0.0,36.0,108.0,72.0,0.0,1.9321,8.8404,9.3408,0.0,0.0,-3.84,-12.84,0.0,0.0,60.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.0,0.0,0.0,1.98,9.96,0.0
1,0,1,0,1,0,0,0,0,0,3,158.446,318.3804,549.099,483.966,2313,6156,9270,6372,31,60,114,96,174,384,516,696,14.3508,36.078,64.398,65.7552,25.8186,44.82899999999999,57.948,0.0,264,216,96,0,5.0,8,12,0,20,32,12,0,2.1272,3.3418,3.1746,0.0,25.8186,44.82899999999999,57.948,0.0,264,216.0,96.0,0.0,5.0,8.0,12.0,0.0,20.0,32.0,12.0,0.0,2.1272,3.3418,3.1746,0.0,4.7961,5.5845,14.454,0.0,225.0,90,45.0,0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,0.0,1.1236,0.8162,1.1766,0.0,4.7961,5.5845,14.454,0.0,225.0,90.0,45.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,0.0,1.1236,0.8162,1.1766,0.0,0.0,-0.36,-0.03,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.29,2.07,0.0,0.0,-0.36,-0.03,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.29,2.07,0.0,3.5344,24.7032,28.764,74.44800000000001,729.0,2430.0,972.0,486.0,1.0,6.0,6.0,18.0,36.0,72.0,144.0,108.0,1.5876,8.0136,5.8212,8.3916,0.0,-1.86,-4.02,-5.76,0.0,72.0,126.0,468.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,90.0,0.0,1.2,2.94,16.02
1,0,1,0,1,0,0,0,0,0,3,179.5995,333.3424,571.627,850.628,1487,3102,4594,4614,26,52,90,120,142,358,486,530,12.4613,30.0104,47.156000000000006,59.6558,51.36035,101.898,140.8565,115.20299999999999,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,18.3361,17.544,0.0,0.0,100,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,7.87205,11.628,17.69125,18.979,42.5,63,67.0,37,1.0,1.5,2.5,3.0,2.5,7.0,10.0,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,0.245,1.33,1.61,0.0,0.5,7.0,14.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,0.5,0.0,-0.01,0.36,0.97,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.5344,29.6852,41.172,22.654,729.0,999.0,1377.0,540.0,1.0,6.0,7.0,5.0,36.0,78.0,72.0,72.0,1.5876,5.796,6.5646,3.843,0.0,-4.51,-8.74,-2.65,0.0,125.0,138.0,115.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,18.0,0.0,2.96,3.61,3.25
1,0,1,0,0,0,0,0,1,-6,-3,62.6692,62.9472,299.568,0.0,2310,4896,8670,0,7,12,30,0,42,72,30,0,7.4935,15.0876,29.403000000000002,0.0,9.9856,0.0,0.0,0.0,289,0,0,0,1.0,0,0,0,0,0,0,0,0.9801,0.0,0.0,0.0,9.9856,0.0,0.0,0.0,289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,9.9856,0.0,0.0,0.0,289.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,9.9856,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,31.4736,0.0,0.0,576.0,2448.0,0.0,0.0,1.0,6.0,0.0,0.0,36.0,36.0,0.0,0.0,1.6129,7.5438,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.68,0.0,0.0
1,0,0,1,0,0,1,0,0,0,3,264.8225,559.1508,995.9688,1126.4016,1596,3808,5536,6508,43,88,154,172,242,588,814,996,17.1027,43.5976,67.673,82.6684,57.2036,118.98299999999999,171.695,126.632,212,456,512,110,9.0,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,36.7666,64.668,82.17299999999999,33.66,124,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.1590000000000003,4.0194,3.6722,1.7094,11.8336,17.544,32.68,15.136,64.0,96,112.0,16,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,6.5025,7.752000000000001,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,0.0,-0.49,0.0,1.05,0.0,-1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,0.02,0.0,1.2,3.3489,31.2564,40.9188,53.43600000000001,676.0,1040.0,1352.0,1352.0,1.0,6.0,8.0,12.0,36.0,84.0,120.0,192.0,1.5625,5.675,7.6,9.55,0.0,-6.1,-7.72,-7.24,0.0,116.0,156.0,260.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,40.0,0.0,2.96,3.92,7.36
1,0,1,0,0,0,0,0,1,-2,1,622.313,1339.0456,2324.9932,3165.2568,3090,6552,9450,11544,107,220,390,520,610,1544,2264,2680,41.4609,103.3864,161.0626,209.5236,22.4005,28.662,15.6864,0.0,341,276,224,0,3.0,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0.0,143.6891,306.918,503.94300000000004,661.325,458,1044.0,1470.0,1580.0,25.0,50.0,86.0,112.0,136.0,340.0,492.0,556.0,8.8641,21.5754,32.2478,40.4656,9.2416,7.752000000000001,7.8432,0.0,49.0,42,112.0,0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5775,0.765,0.0,6.5025,7.752000000000001,6.5025,13.005,36.0,42.0,36.0,72.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,0.5929,0.5775,0.5929,1.1858,0.0,0.49,0.46,0.0,0.0,1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.02,-0.27,0.0,0.0,-0.49,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-4.0,0.0,0.02,0.0,0.0,2.7556,27.0248,28.6516,25.4976,576.0,912.0,960.0,1344.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,84.0,1.6129,5.8166,5.7658,6.5024,0.0,-6.32,-7.3,-5.4,0.0,106.0,104.0,88.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,22.0,0.0,3.04,3.08,2.5
0,1,1,0,0,0,1,0,0,-6,-4,70.1941,114.444,235.80900000000003,335.07,2191,2880,5580,5400,13,24,42,60,66,168,192,120,12.2311,22.638,35.4678,48.972,11.2986,11.169,0.0,0.0,261,180,0,0,2.0,2,0,0,2,2,0,0,1.7165,1.6324,0.0,0.0,11.2986,11.169,0.0,0.0,261,180.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.7165,1.6324,0.0,0.0,6.5025,5.5845,0.0,0.0,36.0,90,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.8162,0.0,0.0,6.5025,5.5845,0.0,0.0,36.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.8162,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,2.4025,23.715,20.367,0.0,625.0,900.0,2250.0,0.0,1.0,6.0,6.0,0.0,36.0,72.0,36.0,0.0,1.9321,6.4218,8.8404,0.0,0.0,-6.0,-3.84,0.0,0.0,114.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0,3.72,1.98,0.0
1,0,0,1,0,0,0,0,1,-6,-3,168.829,372.1086,769.5239999999999,1179.864,2346,6312,11460,6648,31,66,138,216,204,588,1002,1068,13.8769,39.8934,78.9672,90.6684,55.3578,106.905,158.404,158.6008,590,568,588,680,10.0,18,28,30,46,104,100,56,4.088,8.1162,10.1272,8.43,55.3578,106.905,158.404,158.6008,590,568.0,588.0,680.0,10.0,18.0,28.0,30.0,46.0,104.0,100.0,56.0,4.088,8.1162,10.1272,8.43,6.6564,12.255,17.930999999999997,18.0084,256.0,112,128.0,288,1.0,2.0,3.0,3.0,4.0,10.0,12.0,8.0,1.0404,1.1628,1.5402,1.7952,6.6564,12.255,17.930999999999997,18.0084,256.0,112.0,128.0,288.0,1.0,2.0,3.0,3.0,4.0,10.0,12.0,8.0,1.0404,1.1628,1.5402,1.7952,0.0,0.41,0.79,0.76,0.0,25.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.9,1.55,1.3,0.0,0.41,0.79,0.76,0.0,25.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.9,1.55,1.3,2.7556,25.6968,47.31,43.824,576.0,2304.0,1008.0,288.0,1.0,6.0,12.0,12.0,36.0,108.0,180.0,72.0,1.6129,7.7724,8.6868,5.6388,0.0,-5.52,-8.58,-6.48,0.0,48.0,246.0,276.0,0.0,0.0,0.0,0.0,0.0,18.0,42.0,60.0,0.0,1.5,8.4,10.8
0,1,0,1,0,0,1,0,0,-6,-4,100.1575,212.679,406.9644,669.5856,3517,9222,15540,12660,19,42,78,120,120,348,582,492,15.7375,41.2584,72.7452,79.248,32.585,54.897,41.8728,32.5848,964,1474,1020,572,6.0,10,8,6,18,32,24,16,4.6018,8.0816,5.8936,3.6496,32.585,54.897,41.8728,32.5848,964,1474.0,1020.0,572.0,6.0,10.0,8.0,6.0,18.0,32.0,24.0,16.0,4.6018,8.0816,5.8936,3.6496,6.6564,11.3262,5.6502,6.6564,256.0,256,240.0,256,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,1.0404,1.4586,1.0812,1.0404,6.6564,11.3262,5.6502,6.6564,256.0,256.0,240.0,256.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,1.0404,1.4586,1.0812,1.0404,0.0,0.77,0.39,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.61,-0.04,0.0,0.0,0.77,0.39,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.61,-0.04,0.0,2.4025,23.994,40.827,0.0,625.0,2400.0,2400.0,0.0,1.0,6.0,12.0,0.0,36.0,108.0,108.0,0.0,1.9321,8.5068,11.9262,0.0,0.0,-6.18,-7.74,0.0,0.0,54.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,0.0,0.0,2.22,8.1,0.0
0,1,1,0,0,0,0,1,0,0,2,134.3802,218.8668,380.00699999999995,612.63,1166,2444,3290,2940,18,34,60,78,94,232,272,232,9.0818,21.2298,32.6264,37.3286,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0.0,0.0,100,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,9.16805,11.444,3.25125,8.415,50.0,29,18.0,9,1.0,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,0.995,0.0,0.525,0.0,6.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,0.0,0.0,0.37,0.0,0.6,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.7556,26.8754,35.192,4.2330000000000005,576.0,912.0,984.0,144.0,1.0,6.0,7.0,1.0,36.0,78.0,48.0,24.0,1.6129,5.8166,5.6007,0.9779,0.0,-6.23,-9.58,-0.89,0.0,106.0,127.0,18.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,2.0,0.0,3.04,4.48,0.5
0,1,1,0,0,0,1,0,0,0,2,354.3746,796.7869999999999,1494.1229999999998,2038.846,1919,5146,8580,10750,57,124,216,312,340,924,1560,2048,23.4041,62.5592,106.0668,142.6836,61.57885,129.0555,185.6175,161.689,223,486,546,235,10.0,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,10.5376,16.524,30.78,18.132,56.5,90,105.0,36,1.0,2.0,4.0,2.5,4.0,12.0,16.0,7.0,0.5477,1.1396,1.6872,0.83635,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,1.38,3.46,2.325,0.0,3.0,16.0,13.5,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.5,0.0,-0.06,0.68,0.73,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,2.4025,31.372,47.43,88.35,625.0,1175.0,1800.0,2100.0,1.0,6.0,12.0,24.0,36.0,108.0,216.0,288.0,1.9321,6.1160000000000005,12.8436,19.0152,0.0,-10.94,-12.0,-19.8,0.0,103.0,228.0,516.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,96.0,0.0,3.94,7.44,19.68
1,0,0,1,0,0,1,0,0,0,3,187.3005,404.3934,864.591,1541.592,2266,6480,10998,7320,37,78,174,312,252,768,1416,1656,15.1471,45.5022,92.52600000000001,123.4488,61.3172,118.76700000000001,189.362,209.1762,530,600,584,642,12.0,22,36,42,58,136,144,98,4.5282,9.8674,12.056,10.9496,61.3172,118.76700000000001,189.362,209.1762,530,600.0,584.0,642.0,12.0,22.0,36.0,42.0,58.0,136.0,144.0,98.0,4.5282,9.8674,12.056,10.9496,4.7961,15.2205,15.2205,14.4321,225.0,120,120.0,255,1.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,1.1236,1.6006,1.6006,1.9080000000000001,4.7961,15.2205,15.2205,14.4321,225.0,120.0,120.0,255.0,1.0,3.0,3.0,3.0,9.0,18.0,18.0,15.0,1.1236,1.6006,1.6006,1.9080000000000001,0.0,-0.38,-0.38,-0.02,0.0,37.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.67,1.67,1.38,0.0,-0.38,-0.38,-0.02,0.0,37.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.67,1.67,1.38,3.3489,24.0462,76.311,48.312,676.0,2340.0,1248.0,312.0,1.0,6.0,18.0,12.0,36.0,144.0,216.0,72.0,1.5625,7.95,11.325,5.55,0.0,-2.16,-8.76,-4.44,0.0,66.0,420.0,300.0,0.0,0.0,0.0,0.0,0.0,12.0,72.0,60.0,0.0,1.14,13.44,10.56
0,1,1,0,0,0,1,0,0,0,2,380.6261,853.502,1538.2979999999998,2187.988,1985,5176,8556,11140,63,136,234,348,370,996,1650,2252,25.6823,68.1776,113.7594,158.5164,57.2036,118.98299999999999,171.695,126.632,212,456,512,110,9.0,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,65.9541,139.128,199.54,196.74599999999998,234,516.0,580.0,360.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,4.2115,9.9022,12.7216,10.2902,11.8336,17.544,32.68,15.136,64.0,96,112.0,16,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,9.2416,15.504000000000001,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,2.4025,29.511999999999997,47.43,88.35,625.0,1100.0,1800.0,2100.0,1.0,6.0,12.0,24.0,36.0,108.0,216.0,288.0,1.9321,6.1994,12.8436,19.0152,0.0,-9.74,-12.0,-19.8,0.0,106.0,228.0,516.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,96.0,0.0,3.88,7.44,19.68
1,0,1,0,0,0,1,0,0,0,3,268.8355,580.0476,1081.985,1499.1696,1724,4304,6984,8024,41,88,154,220,242,656,1076,1280,17.6225,45.7384,76.8442,100.8108,18.3361,17.544,0.0,0.0,100,96,0,0,2.0,2,0,0,2,2,0,0,1.1258,1.1242,0.0,0.0,57.2036,118.98299999999999,171.695,126.632,212,456.0,512.0,110.0,9.0,18.0,26.0,22.0,44.0,102.0,122.0,50.0,3.4521,8.085,10.305,5.3206,6.5025,8.772,0.0,0.0,36.0,48,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,11.8336,17.544,32.68,15.136,64.0,96.0,112.0,16.0,1.0,2.0,4.0,2.0,4.0,12.0,16.0,4.0,0.5329,1.1242,1.6644,0.5402,0.0,-0.89,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.78,4.26,2.48,0.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-0.08,0.64,0.72,3.3489,34.5138,49.9224,69.54,676.0,1144.0,1664.0,1456.0,1.0,6.0,10.0,16.0,36.0,96.0,156.0,192.0,1.5625,5.575,9.525,11.4,0.0,-7.88,-8.98,-8.72,0.0,112.0,196.0,360.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0,64.0,0.0,3.04,4.88,10.88
