x
-3.100748468
-12.16104457
-27.80118688
-41.01461757
-8.779306199
14.90478905
-79.34735887
-15.71664516
5.99282889
2.30748466
-83.24917479
-31.99841863
-54.78823464
5.359712282
-53.31827247
-19.73663175
0.391283206
-41.72233173
2.519983335
7.383877099
-40.19498602
-16.35275308
-92.15973077
-26.06327827
-49.2186168
6.585293144
-0.762590258
-27.99815781
65.81616531
-25.18392377
23.89940755
-38.29995951
-29.99894667
-18.34070761
-48.37605921
7.259477958
7.652534065
-22.79650699
-24.89328796
-61.28629967
1.169406288
-23.45699252
15.49606941
-53.29268171
-9.986608666
-34.14378016
-35.58911555
1.278337238
-88.06068065
-1.906980053
-45.86738786
-39.51622378
14.95145683
3.54980693
-25.61038601
-1.040459746
9.753378631
-37.91048099
-4.643496507
-23.94059793
-4.205837061
-14.79465096
-6.689777597
-35.67411466
-7.858260474
-69.06191778
-77.0403284
-5.352878834
-87.58390264
-11.02100529
0.64587349
-82.29311325
-2.503923592
11.35098937
-30.30281969
-17.07292843
-17.20687321
-9.689520083
-63.38449217
-59.34542889
-13.65304505
-5.272986177
-30.25677866
-34.02153877
6.210624651
-19.95222273
-24.74457918
18.52974592
-0.291593926
-36.48871728
14.00198802
8.50171611
7.956858014
9.802725876
48.7227927
-57.18046436
-39.11160456
-12.30547192
-28.3205539
-23.31799345
-73.90987915
-2.712929771
-44.40019727
17.92679731
-13.88056858
12.979381
27.54222421
-3.94052475
-61.47683475
20.2955618
17.09162961
-7.240388162
-27.28565297
-35.01273573
-24.44836092
-18.70957306
-54.49457925
-20.89109668
-15.33394223
-5.912097316
-40.54952945
-6.68826894
-3.593869702
-15.52379427
-13.16106484
-17.07155413
-15.7146457
-29.37378882
-29.58393985
-0.473528614
-28.478402
-60.9992214
-3.256355985
-22.6463742
-11.99518186
-50.77687024
-23.69377696
-38.67607322
7.743596225
-37.67752314
-16.15506917
-25.90343595
7.125971653
-59.81138482
-2.634896705
-99.5833055
-51.26401213
-28.69871074
-21.3536004
-43.58360117
-36.26611603
-23.65581602
-38.38045062
-32.22662947
-4.733904019
1.554575642
-46.81591069
7.923752961
1.912120732
-48.37129516
-28.62114956
-14.99850153
-8.170754685
-34.27934413
1.04738892
25.11862114
-42.97171206
12.91483555
12.89048255
-12.85648205
-30.96703269
-20.24361319
-34.83482993
-0.752853264
-24.68715791
-21.38392254
0.239827633
-36.63967838
-16.79246906
-33.70389726
-77.05785705
-26.15467605
-18.3707588
-58.96710102
1.399410833
-6.77535831
-24.930657
8.39193912
-18.85361772
8.043571036
-31.2229848
13.73740212
-11.93934156
11.62194776
-5.063224162
-30.77652171
11.78720511
21.53214381
12.7414117
-18.45761445
13.88340137
-53.60445529
19.73829004
-8.29977336
1.647632403
-8.632538401
-59.59061222
-24.51289624
15.38096735
-28.65090086
-11.55431274
-24.36121065
-40.93992646
-15.81250802
-52.68756885
-6.788344075
5.447472051
-81.02170126
-39.68777216
-23.84502862
-5.008735987
-32.37821381
-9.268207811
-30.49439257
-18.45221533
-26.12710105
-20.33290289
-39.25909403
-36.00029477
-1.791338145
-15.92009343
-13.31359763
-46.6658454
-24.36593972
-6.778148748
-7.598888414
-14.61785613
-78.66802168
-28.79848709
20.87016197
-23.67602642
26.82754975
-40.03861903
-4.67537431
11.82609978
21.35775783
5.434274376
-0.10414519
-1.724035452
-12.54180373
-26.24492405
-52.12855444
-37.29653334
-2.760523286
-8.057366413
-19.43005574
24.4591864
0.20570702
-8.071232448
14.43123759
-18.33603007
-35.46456424
-17.57851658
-65.09981488
2.149239503
-56.75749054
-18.69893148
-24.11925749
-6.582077976
42.96035722
17.44149751
0.79980217
-4.375750308
20.4060497
-43.03824295
-17.86160189
-53.95031409
-47.52615619
-44.37158744
-30.54615717
-46.53160808
-59.84501761
1.610880299
-45.43036241
-11.23732255
-59.12251821
-6.304013364
-22.76965054
0.204512996
-14.21990458
-23.40106321
-40.14514464
-19.53457464
0.609335367
-29.02727006
-48.19973954
-36.81616265
-16.01633637
-70.46473765
-35.4066193
-7.32053998
-3.110381453
-24.12941677
-72.97132774
-20.94414133
-12.39182359
12.97440542
-37.8507047
-8.112256351
-9.468741615
-51.37446655
-6.975034027
9.384845952
-30.06262967
-43.68294751
-14.90965667
3.513069823
5.982994507
-55.55532241
-20.66650525
-31.50515897
-31.6570073
-7.368587591
-22.5350142
-10.16736602
-29.0329792
6.896879381
24.21552685
-12.06719235
-25.4126572
16.32729504
-63.91218064
12.73310524
-41.62939494
-37.04830138
-10.99308594
-38.13514804
-15.5812504
-46.13545148
-11.41847847
19.75975138
-7.527786656
4.339874772
14.7975572
10.47866364
6.421764926
-76.67705039
-34.94722288
-45.22387637
-17.93154862
-19.38039725
-6.703622516
-32.01612571
-26.45234944
-39.79089178
-32.90776187
-15.32740397
-6.829833653
-46.2288888
-25.00312676
-54.54645636
-110.0438577
-31.19410056
-25.85361933
23.92133689
-10.06663304
-63.14019745
-10.36775669
-32.52276135
-14.13197497
8.452442032
-57.0304743
-40.05435564
-14.17086378
-6.406062298
-9.73053997
-86.89004218
10.26620396
-15.46032481
7.926918587
15.46071063
-25.49811527
-10.06320289
-34.9555583
-29.75524667
-82.75675894
-40.32142472
37.5032739
-43.19087375
-19.6591146
-28.17133066
2.566618612
-14.98176872
-16.64171354
15.61004183
-5.481401713
-7.309064158
-41.9793067
28.34381726
7.36078709
-18.29421155
-16.62769928
-16.30305967
4.746551149
15.17196553
-100.0081853
-21.9251093
-32.13127734
-39.24408483
-20.00104619
-34.97575732
-9.984571552
-73.41494329
27.12708433
-10.17743014
-25.66905876
-6.755226033
-22.30001054
-2.977498233
20.32753474
-3.745854578
-17.53162983
2.727387139
-41.04285626
24.37362055
-4.072709175
-21.66864841
14.89814112
-12.40085121
-11.68293498
-30.00149401
-46.87608172
-87.61084546
-7.739521339
-26.60241546
17.85917104
-25.52988386
-0.352335165
6.946277297
10.85732001
-10.21085977
-21.51010318
40.77199125
1.08136894
3.83853703
-36.03504933
-75.73587066
6.727194045
-15.60675616
-21.67946861
-39.96494543
-71.01157814
-23.90529838
-24.44962686
21.91491413
-7.342004239
-78.39898657
-33.14544747
3.959770639
-55.75398784
