misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,mc-O-0-all,mc-O-1-all,mc-O-2-all,mc-O-3-all,D_mc-O-1-all,D_mc-O-2-all,D_mc-O-3-all,alpha,ox,spin
1,128.5461,222.9984,442.6816,561.9312,2156,3382,3846,5272,18,34,58,78,92,228,290,278,11.8518,23.7682,34.1414,41.4574,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,30.744,18.8856,676,1118,702,1664,7,4,78,66,24,1.5625,5.6,5.2375,5.1,-7.66,-3.99,-3,113,155,40,23,31,20,3.02,4.56,0.92,900,1290,810,1920,137,183,56,5,4,1
2,217.7024,434.0364,917.6614,969.5968,1711,3848,5040,5792,33,68,126,136,194,468,636,792,14.2684,35.6862,55.7988,64.8314,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,37.0392,23.3325,32.7204,676,1222,780,1352,5,7,66,84,138,1.5625,5.5,4.8125,7.05,-9.26,-3.6,-5.07,109,100,130,25,16,19,3.1,2.4,3.11,900,1410,900,1560,133,120,158,20,4,5
1,131.7425,260.4704,540.456,982.08,1014,2488,2366,1032,21,40,84,140,124,348,520,452,6.7949,18.8904,33.0852,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.8432,56.364,0,676,1144,364,0,14,0,120,84,0,1.5625,5.575,6.475,0,-8.06,-5.18,0,112,350,0,16,70,0,3.04,12.32,0,900,1320,420,0,136,406,0,5,4,5
1,130.7961,249.808,523.208,982.08,963,2400,2338,1032,21,40,84,140,124,348,520,452,7.1645,20.1392,34.5356,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,29.512,47.74,0,625,1100,350,0,14,0,120,84,0,1.9321,6.1994,7.2002,0,-9.74,-9.1,0,106,336,0,16,70,0,3.88,14.28,0,900,1320,420,0,136,406,0,5,5,1
2,173.935,368.767,814.4424,1378.932,1196,2968,4204,3152,28,58,128,218,186,552,928,898,10.0332,28.3642,54.1664,69.0954,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,33.2145,57.1692,32.208,676,1092,1040,208,13,8,114,150,48,1.5625,5.625,8.4625,3.7,-7.17,-7.45,-2.96,114,298,200,17,53,40,3,9.48,7.04,900,1260,1200,240,138,350,232,10,4,3
2,279.5504,545.565,1111.8142,1230.1468,1854,4348,6122,6324,39,82,150,176,232,584,854,876,17.5943,43.9906,71.3586,79.794,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.3489,36.1425,24.2292,29.8473,676,1196,806,988,5,5,66,84,42,1.5625,5.525,4.7875,4.6125,-8.77,-4.09,-7.16,110,99,92,25,16,23,3.08,2.42,2.56,961,1426,961,1178,140,124,117,30,5,4
1,131.7425,260.4704,540.456,982.08,1014,2488,2366,1032,21,40,84,140,124,348,520,452,6.7949,18.8904,33.0852,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.8432,56.364,0,676,1144,364,0,14,0,120,84,0,1.5625,5.575,6.475,0,-8.06,-5.18,0,112,350,0,16,70,0,3.04,12.32,0,961,1364,434,0,142,420,0,0,5,2
1,106.863,146.9754,280.722,469.216,1240,2456,3280,2560,12,22,40,50,62,152,160,90,7.7244,17.071,26.604,27.813,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,3.3489,29.6277,31.476,0,676,988,1040,0,5,0,66,30,0,1.5625,5.725,4.5625,0,-5.21,-8.05,0,118,90,0,25,25,0,2.92,2.6,0,900,1140,1200,0,142,110,0,5,4,1
1,125.0266,232.281,481.544,892.656,982,2352,2442,1344,20,38,80,130,118,328,472,394,7.5132,20.325,34.588,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.1325,45.632,0,625,1050,475,0,13,0,114,78,0,1.9321,6.255,7.2141,0,-8.85,-9.29,0,108,306,0,17,65,0,3.84,12.88,0,841,1218,551,0,132,358,0,20,4,4
4,264.0405,627.1224,1246.732,1788.532,1720,4534,7558,9664,42,98,186,270,284,804,1430,1862,18.8194,52.6586,96.3358,129.4438,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.3489,34.1112,49.41,55.998,676,1118,1326,1872,11,12,102,162,216,1.5625,5.6,9.0875,11.55,-7.66,-6.87,-8.64,113,235,240,19,39,36,3.02,6.48,5.76,961,1333,1581,2232,143,290,300,20,5,4
1,125.973,242.445,498.0304,892.656,1033,2436,2480,1344,20,38,80,130,118,328,472,394,7.1436,19.065,33.1348,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,0,676,1092,494,0,13,0,114,78,0,1.5625,5.625,6.4875,0,-7.17,-5.65,0,114,319,0,17,65,0,3,11.06,0,900,1260,570,0,138,371,0,30,4,1
1,122.7505,226.9024,483.928,756.8,1070,2656,2450,800,17,32,60,100,92,252,340,260,6.1289,16.352,26.606,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,37.7712,40.26,0,676,1248,260,0,10,0,96,60,0,1.5625,5.475,4.625,0,-9.66,-3.7,0,108,250,0,20,50,0,3.12,8.8,0,900,1440,300,0,132,290,0,25,4,1
2,307.1625,715.6304,1372.208,1965.358,1882,4912,7918,9740,49,112,204,300,316,876,1508,1956,21.5721,59.0464,104.0796,140.6124,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,3.3489,34.8432,45.384,53.436,676,1144,1300,1352,10,12,96,156,168,1.5625,5.575,8.625,9.55,-8.06,-6.5,-7.24,112,210,260,20,34,44,3.04,5.6,7.36,961,1364,1550,1612,142,260,320,25,5,4
1,93.903,136.7754,273.402,414.656,1165,2396,3020,2240,12,22,40,50,62,152,160,90,7.8724,17.225,26.854,28.575,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,29.6277,27.816,0,676,988,910,0,5,0,66,30,0,1.5625,5.725,4.6875,0,-5.21,-6.05,0,118,95,0,25,25,0,2.92,2.5,0,900,1140,1050,0,142,115,0,30,4,1
1,128.5461,222.9984,442.6816,561.9312,2156,3382,3846,5272,18,34,58,78,92,228,290,278,11.8518,23.7682,34.1414,41.4574,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,30.744,18.8856,676,1118,702,1664,7,4,78,66,24,1.5625,5.6,5.2375,5.1,-7.66,-3.99,-3,113,155,40,23,31,20,3.02,4.56,0.92,900,1290,810,1920,137,183,56,20,4,5
1,112.474,173.0208,336.7308,568.9056,1245,2532,3160,2304,14,26,50,70,76,196,226,142,7.5969,17.653,28.3036,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,3.5344,31.3584,38.2768,0,729,1053,945,0,7,0,78,42,0,1.5876,5.7456,5.0778,0,-5.4,-7.2,0,123,154,0,23,35,0,3,4.79,0,1024,1248,1120,0,153,189,0,5,5,3
1,243.9796,489.231,931.039,1347.918,1411,3472,3988,3048,39,78,142,204,220,572,810,848,14.5559,38.1846,59.9358,69.926,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,30.6125,31.992,3.9525,625,1150,375,150,9,1,90,60,18,1.9321,6.1438,5.1569,1.0703,-10.45,-6.69,-1,104,210,19,21,44,3,3.92,8.8,0.62,900,1380,450,180,134,255,24,25,5,1
2,178.4141,382.706,851.072,1494.912,1097,2880,3952,2840,30,62,138,238,200,596,1026,1062,10.2502,30.1094,57.7906,72.5174,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.4025,28.892,53.32,27.28,625,1075,875,200,15,8,126,162,48,1.9321,6.2272,9.9385,4.1144,-9.34,-11.15,-5.2,107,340,192,15,63,40,3.86,13.7,8.16,900,1290,1050,240,137,415,232,20,5,1
1,120.5286,196.581,385.324,440.8632,2189,3372,3976,5512,16,30,48,58,78,184,224,210,12.034,23.3082,32.5692,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,33.2145,24.2292,18.8856,676,1092,806,1664,5,4,66,54,24,1.5625,5.625,4.7875,5.1,-7.17,-4.09,-3,114,99,40,25,21,20,3,2.42,0.92,900,1260,930,1920,138,119,56,0,4,3
1,65.1105,70.4184,308.416,0,2185,4836,7140,0,7,12,30,0,42,72,30,0,6.9959,14.2,26.829,0,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3489,35.2092,0,0,676,2418,0,0,0,0,36,0,0,1.5625,7.1,0,0,-8.26,0,0,63,0,0,30,0,0,1.82,0,0,961,2883,0,0,93,0,0,10,5,2
1,610.5061,1310.892,2318.8372,3150.3216,2587,6208,8710,9552,105,216,388,516,604,1532,2232,2612,38.7281,100.0032,156.8364,198.6836,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,1.24,0,0,7,0,0,1,0,0,0.36,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.4025,26.474,25.668,15.81,625,1000,750,600,6,4,72,60,72,1.9321,6.3106,5.1986,4.2812,-7.78,-7.26,-4,110,120,76,24,26,12,3.8,4.6,2.48,841,1160,870,696,134,144,92,25,4,4
1,93.903,136.7754,273.402,414.656,1165,2396,3020,2240,12,22,40,50,62,152,160,90,7.8724,17.225,26.854,28.575,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,29.6277,27.816,0,676,988,910,0,5,0,66,30,0,1.5625,5.725,4.6875,0,-5.21,-6.05,0,118,95,0,25,25,0,2.92,2.5,0,961,1178,1085,0,148,120,0,15,5,4
1,122.7505,226.9024,483.928,756.8,1070,2656,2450,800,17,32,60,100,92,252,340,260,6.1289,16.352,26.606,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,37.7712,40.26,0,676,1248,260,0,10,0,96,60,0,1.5625,5.475,4.625,0,-9.66,-3.7,0,108,250,0,20,50,0,3.12,8.8,0,900,1440,300,0,132,290,0,30,4,5
2,179.3605,393.1444,870.336,1504.768,1148,2966,4022,2856,30,62,138,238,200,596,1026,1062,9.8806,28.855,55.7886,71.6886,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.1112,62.952,32.208,676,1118,910,208,15,8,126,162,48,1.5625,5.6,8.9375,3.7,-7.66,-6.95,-2.96,113,355,200,15,63,40,3.02,11.6,7.04,961,1333,1085,248,143,430,240,15,5,4
1,103.6777,139.4308,273.546,458.304,1125,2292,3072,2496,12,22,40,50,62,152,160,90,7.8044,17.285,26.8008,27.9654,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.7556,26.8754,27.888,0,576,912,936,0,5,0,66,30,0,1.6129,5.8166,4.6609,0,-6.23,-8.5,0,106,81,0,25,25,0,3.04,2.68,0,841,1102,1131,0,136,106,0,20,5,2
1,105.9166,137.909,271.09,469.216,1189,2380,3200,2560,12,22,40,50,62,152,160,90,8.094,18.3534,27.626,27.813,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.0945,26.66,0,625,950,1000,0,5,0,66,30,0,1.9321,6.3662,5.0735,0,-6.89,-9.45,0,112,85,0,25,25,0,3.76,3.3,0,841,1102,1160,0,136,105,0,30,4,4
