oxstate,spinmult,charge_lig,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
3,5,0,122.6941,224.66,446.398,924.88,1669,4224,5576,2008,23,44,90,160,134,384,622,584,9.6827,27.4196,47.2206,55.9144,21.5136,30.272,9.68,0.0,66.0,32,2,0,3.0,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,2.4025,24.241999999999997,54.56,0.0,625,1900,400,0,16,0,132,96,0,1.9321,7.922999999999999,8.2288,0.0,-6.34,-10.4,0.0,74,384,0,14,80,0,2.64,16.32,0.0
3,2,-4,105.6958,179.9758,395.76199999999994,621.632,1422,3494,3708,916,16,30,56,90,86,232,300,218,7.0902,18.5236,30.1246,27.2764,17.82625,25.805999999999997,19.36,0.0,243.0,77,4,0,3.5,5,4,0,9,13,4,0,1.42425,1.9314,0.5476,0.0,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,5.72625,12.902999999999999,0.0,0.0,240.5,38.5,0,0.0,2.5,0.0,0.0,6.5,6.5,0.0,0.0,1.082,0.9657,0.0,0.0,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.365,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,1.685,0.0,0.0,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.3489,33.9099,36.234,0.0,676,1638,234,0,9,0,90,54,0,1.5625,6.25,4.1625,0.0,-7.55,-3.33,0.0,93,225,0,21,45,0,2.5,7.92,0.0
3,6,0,190.265,362.921,662.6424,742.8639999999999,1338,3080,3742,3808,30,58,102,102,160,364,410,478,12.130999999999998,29.6554,43.2662,48.4854,19.92485,23.908,4.84,0.0,83.0,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.16805,11.954,0.0,0.0,50.0,32.0,0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55115,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.795,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,33.2145,33.0132,18.666,676,1092,884,624,7,4,78,66,96,1.5625,5.625,5.6875,3.85,-7.17,-5.23,-2.88,114,148,80,23,31,8,3.0,4.2,1.92
3,6,0,281.4717,599.3766,1009.3238,1628.9688,2696,6788,10668,9916,49,102,176,282,278,754,1194,1514,21.7944,56.7262,96.9354,130.1924,106.3886,226.7205,338.3595,425.3475,494.0,1056,1476,1578,18.0,37,57,75,94,235,333,363,7.48755,17.9564,25.8951,29.8911,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,5.6493,12.76275,16.7535,31.2075,130.5,159.0,270,315.0,2.0,3.0,6.0,5.0,14.0,27.0,36.0,0.85825,1.50535,2.4486,3.6252,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.985,-1.08,-1.11,12.5,27.0,69.0,0.0,0.0,6.0,0.455,0.87,2.94,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,27.5598,52.5027,27.999000000000002,676,2210,884,936,12,6,108,108,108,1.5625,7.3875,7.5,5.775,-4.08,-6.73,-4.32,71,278,120,18,54,18,1.59,9.0,2.88
3,5,-5,143.2585,272.8416,566.844,681.9019999999999,4032,5548,6794,3828,21,42,74,102,116,298,406,406,10.2472,24.663,40.869,41.765,36.51485,69.564,99.77,98.37299999999999,1521.5,258,290,180,6.0,11,16,17,27,63,76,56,2.9902,4.9511,6.3608,5.1451,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,8.1586,7.752000000000001,14.44,10.564,1429.0,42.0,49,28.0,1.0,2.0,1.5,2.0,6.0,8.0,5.0,1.1657,0.5775,0.855,0.56625,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.49,1.33,1.085,1.0,7.0,6.5,-1.0,0.0,0.5,-0.02,0.36,0.37,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.5344,36.5848,26.131999999999998,17.86,729,2484,432,378,6,4,72,60,48,1.5876,6.3,3.8052,2.8728,-8.18,-2.62,-1.98,70,146,94,24,26,16,2.56,4.54,2.76
2,1,-1,818.3710000000001,2091.199,3830.8234,6172.775,4379,13098,23458,36608,142,346,650,1070,1104,3578,5864,8692,58.9218,175.4638,320.0164,507.7502,18.62885,22.888,4.84,0.0,75.5,58,1,0,2.5,3,1,0,4,5,1,0,0.98105,1.1177,0.1369,0.0,777.7644,1991.4379999999999,3501.875,5028.745,3552,9134,14768,19768,136,328,588,876,1024,3236,4838,5998,55.3972,158.8784,265.5902,363.4588,9.16805,11.444,0.0,0.0,50.0,29.0,0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55885,0.0,0.0,4.7961,16.7535,34.903125,84.178125,225,270,562.5,933.75,3,6.25,16.0,9,27.75,67.5,131.25,1.1236,2.4486,5.10125,10.1972,0.995,0.0,0.0,6.5,0.0,0.0,1.0,0.0,0.0,0.37,0.0,0.0,-1.08,-2.25,-3.3975,27,56.25,177.75,-0.25,-3.75,4.25,0.87,1.8125,7.34,3.3489,26.9925,69.6132,111.99600000000001,676,1924,2106,3744,15,24,126,240,516,1.5625,7.175,13.4125,23.1,-3.77,-10.59,-17.28,82,309,480,15,50,58,1.76,8.02,11.52
2,1,-1,95.0862,175.2462,347.9636,614.504,4745,7210,13952,2558,18,34,66,110,100,276,382,302,10.1225,24.5666,46.8984,44.2742,13.19585,14.454,14.52,0.0,1518.5,45,3,0,2.5,3,3,0,6,9,3,0,1.6516,1.1766,0.4107,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,5.93585,7.227,0.0,0.0,1517.0,22.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,1.44625,0.5883,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.015,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,1.035,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,27.7611,44.286,0.0,676,3432,286,0,11,0,102,66,0,1.5625,8.0875,5.0875,0.0,-4.19,-4.07,0.0,24,275,0,19,55,0,1.03,9.68,0.0
3,2,0,497.7797,1091.098,1692.213,1993.009,2524,4512,6858,7566,85,180,286,354,477,1168,1628,1830,34.4672,83.1466,118.8794,133.4858,115.60385,249.033,377.4615,445.4115,506.0,1104,1539,1599,20.0,41,64,78,105,256,346,366,8.00415,19.4194,27.738000000000003,30.7236,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,4.84,5.61,18.095,13.794,1.0,6.0,11,10.5,1.0,3.5,2.5,1.0,3.5,6.0,4.5,0.1369,0.2849,0.70115,0.56055,4.84,5.61,16.06,21.978,1,6,13.0,15.0,1,3.0,4.0,1,3.0,7.0,7.0,0.1369,0.2849,0.7067,0.8362,-0.35,-0.525,-0.77,-5.0,-7.5,-8.0,-2.5,-2.5,-2.0,-0.4,-0.6,-0.59,-0.35,-0.7,-1.19,-5,-10.0,-11.0,-2.0,-4.0,-3.0,-0.4,-0.8,-0.78,2.7556,18.26,21.165,45.401,576,120,720,1344,5,11,60,96,168,1.6129,2.3495,4.8895,9.7409,-2.7,-4.45,-9.09,115,90,208,20,14,38,4.5,2.5,6.3
2,2,-6,114.4801,184.8304,413.1112,470.2544,1203,2798,2546,1302,14,26,44,62,70,176,208,152,6.6249,16.0682,23.8304,21.0396,22.12565,24.092,10.4576,0.0,107.0,98,56,0,2.5,3,1,0,4,5,1,0,1.17905,1.4097,0.5475,0.0,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,10.5376,7.66,5.2288,0.0,56.5,25.0,28,0.0,1.0,0.5,0.0,1.0,1.5,0.5,0.0,0.5477,0.4238,0.27375,0.0,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.865,-0.2,0.0,4.0,-0.5,0.0,-0.5,0.0,0.0,0.17,0.01,0.0,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.5344,38.0512,25.474,6.4672,729,1269,297,216,6,1,72,42,6,1.5876,5.544,3.3012,0.9198,-8.96,-2.27,-1.56,115,151,19,24,29,5,3.16,4.94,0.53
3,6,0,131.0681,269.3112,514.0552,1013.408,1400,3416,3752,1624,23,44,90,160,134,384,622,584,8.0837,22.2792,39.704,49.9944,16.3364,22.704,9.68,0.0,258.0,64,2,0,3.0,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,23.7616,40.128,29.04,0.0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,6.6564,11.352,0.0,0.0,256.0,32.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,9.2416,20.064,0.0,0.0,49,21,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,0.76,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.52,0.0,0.0,18,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,31.6956,64.416,0.0,676,1560,416,0,16,0,132,96,0,1.5625,6.3,7.4,0.0,-6.34,-5.92,0.0,96,400,0,14,80,0,2.46,14.08,0.0
2,5,-2,146.3082,253.5592,509.2178,571.3296,1154,2760,3568,3176,21,40,66,76,106,248,328,376,9.5221,22.6936,33.6242,41.5652,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.7556,31.3076,27.0248,29.215999999999998,576,1056,912,192,6,8,72,84,48,1.6129,5.6642,5.8166,3.7592,-8.9,-6.32,-4.32,100,106,184,24,22,40,3.16,3.04,7.2
3,5,-6,62.1931,79.80199999999999,225.2882,160.3904,12031,11368,39568,6104,9,16,34,20,50,104,76,24,11.3185,21.3808,42.9682,18.27,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,7.0756,0.0,0.0,0.0,2809,0,0,0,1,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,7.0756,0.0,0.0,0.0,2809,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,24.397,9.424,0.0,625,5600,350,0,2,0,48,12,0,1.9321,9.5354,2.085,0.0,-6.44,-2.98,0.0,-74,36,0,28,10,0,1.48,1.28,0.0
3,4,-6,97.6054,100.7944,385.6594,224.5952,1070,2472,2580,1176,9,16,34,20,50,104,76,24,5.9401,13.4352,19.7922,10.83,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0,0,1,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,15.8404,0.0,0.0,0.0,81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,34.8932,10.0928,0.0,576,1152,336,0,2,0,48,12,0,1.6129,5.5626,1.905,0.0,-11.06,-2.76,0.0,96,34,0,28,10,0,3.24,1.04,0.0
3,2,-4,93.9261,166.5792,374.0532,619.344,2100,5144,7700,1848,19,36,78,120,114,312,426,336,9.7805,25.1128,47.2488,46.3536,6.6564,0.0,0.0,0.0,256.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,6.6564,0.0,0.0,0.0,256.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,3.3489,25.4736,48.312,0.0,676,2392,312,0,12,0,108,72,0,1.5625,7.85,5.55,0.0,-2.94,-4.44,0.0,64,300,0,18,60,0,1.22,10.56,0.0
3,2,-6,144.5546,220.5032,385.6466,514.6448,1342,2808,3604,4072,17,32,50,68,82,200,256,248,10.6769,22.9584,33.189,42.0732,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,2.7556,28.6516,27.0248,22.8416,576,960,912,768,6,4,72,60,24,1.6129,5.7658,5.8166,3.7084,-7.3,-6.32,-7.12,104,106,64,24,26,20,3.08,3.04,2.16
3,5,-10,141.6262,229.7066,451.8816,571.7188,1621,3674,4642,3950,16,30,54,58,84,196,206,168,9.0502,20.1322,31.2462,32.7994,21.7115,31.0845,39.102,20.064,190.0,96,63,21,3.5,5,7,3,12,22,13,3,1.5997,2.0251,1.8429,0.8325,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,7.949,3.8760000000000003,3.8760000000000003,10.032,152.5,21.0,21,10.5,0.5,0.5,1.5,0.5,1.0,2.0,1.5,0.80145,0.28875,0.28875,0.41625,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.245,0.245,1.26,0.5,0.5,9.0,-0.5,-1.5,0.0,-0.01,-0.01,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,36.4344,30.6628,4.794,729,1485,1026,162,5,1,66,36,24,1.5876,5.9094,4.6494,0.9702,-8.1,-6.91,-0.67,107,97,21,25,24,2,2.87,2.61,0.49
3,2,-4,155.3135,298.0834,602.8580000000001,889.6460000000001,1398,3478,3960,2818,24,48,86,132,134,358,514,532,9.9875,26.2412,42.4232,48.236000000000004,42.6351,84.01799999999999,114.29,98.37299999999999,231.0,303,293,180,7.5,14,19,17,33,72,79,56,2.8729,6.1277,6.7715,5.1451,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,7.01885,14.979000000000001,14.44,10.564,137.0,64.5,49,28.0,2.5,2.0,1.5,6.5,10.5,8.0,5.0,0.84305,1.1658,0.855,0.56625,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.475,1.33,1.085,22.0,7.0,6.5,2.0,0.0,0.5,1.015,0.36,0.37,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.3489,34.7517,37.515,17.385,676,1404,494,364,9,4,90,78,48,1.5625,5.9125,5.1625,2.85,-8.01,-4.03,-2.18,102,215,90,21,41,16,2.77,7.12,2.72
2,2,-4,113.84299999999999,190.4288,357.0668,582.7506,1399,3084,3814,3064,17,32,58,84,90,232,296,252,9.1431,21.5094,34.162,41.2986,23.6661,34.446,34.496,0.0,165.0,105,20,0,4.0,6,6,0,12,18,6,0,1.46695,2.3085,1.0878,0.0,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,8.31485,11.613,7.568,0.0,144.5,46.5,8,0.0,2.0,1.0,0.0,5.0,6.0,1.0,0.0,0.82825,0.86935,0.2701,0.0,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,0.43,1.24,0.0,22.0,7.0,0.0,2.0,0.0,0.0,1.015,0.36,0.0,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.5344,29.7604,40.0628,8.272,729,1269,999,54,8,2,84,60,12,1.5876,6.1362,6.1488,0.9324,-4.55,-6.27,-0.64,115,179,52,22,38,10,2.69,5.2,1.78
3,5,0,817.971,1830.7896,3007.711,4502.7216,4481,12144,20772,30720,141,304,514,788,818,2192,3592,5184,59.2364,155.9684,261.853,387.5532,18.3361,17.544,0.0,0.0,100.0,96,0,0,2.0,2,0,0,2,2,0,0,1.1258,1.1242,0.0,0.0,194.4411,435.897,676.7189999999999,850.695,888,2016,2952,3156,34,72,114,150,186,468,666,726,13.8493,34.7886,51.7902,59.7822,6.5025,8.772,0.0,0.0,36.0,48.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,4.7961,16.7535,33.507,62.415,225,270,540.0,630.0,3,6.0,12.0,9,27.0,54.0,72.0,1.1236,2.4486,4.8972,7.2504,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-1.08,-2.16,-2.22,27,54.0,138.0,0.0,0.0,12.0,0.87,1.74,5.88,3.5344,26.0568,70.4624,115.056,729,1944,2376,3888,14,24,120,228,432,1.5876,7.2828,13.482000000000001,23.2848,-2.58,-11.16,-16.08,90,290,504,16,46,72,1.78,6.94,11.76
2,1,-4,128.1328,222.7504,490.9912,374.224,1496,3552,4616,3072,19,36,62,56,98,216,266,288,9.2921,21.6536,33.6292,33.5752,6.6564,0.0,0.0,0.0,256.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,6.6564,0.0,0.0,0.0,256.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.7556,31.4072,16.932000000000002,29.215999999999998,576,1536,576,192,4,8,60,72,48,1.6129,6.2992,3.9116,3.7592,-8.96,-3.56,-4.32,80,72,184,26,12,40,2.66,2.0,7.2
2,1,-5,133.7943,221.6298,473.0752,520.0148,1109,2644,2768,1954,18,34,58,70,92,220,254,232,8.1394,19.717,28.7314,27.701,32.17215,47.6085,49.5596,20.064,136.5,186,119,21,4.5,7,8,3,15,26,14,3,1.92365,3.1647,2.3904,0.8325,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,9.2416,7.752000000000001,9.1048,10.032,49.0,42.0,49,10.5,1.0,1.0,1.5,1.0,2.0,2.5,1.5,0.5625,0.5775,0.5625,0.41625,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.49,0.045,1.26,1.0,0.0,9.0,-1.0,-1.5,0.0,-0.02,0.0,0.57,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2.7556,32.9344,23.074,9.9434,576,1104,384,336,6,2,72,48,30,1.6129,5.6134,3.8354,1.905,-9.88,-3.94,-2.67,98,128,34,24,28,7,3.2,4.6,1.04
3,5,0,188.0001,345.778,691.454,656.546,1281,3164,3950,3844,29,56,94,92,150,336,420,536,11.8485,29.4432,41.9118,49.873999999999995,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.4025,30.752,23.715,35.185,625,1150,900,500,6,10,72,96,96,1.9321,6.1438,6.4218,6.255,-10.54,-6.0,-7.2,104,114,230,24,20,44,3.92,3.72,9.4
