"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0.05,1,4,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,3.3489,33.3792,46.665,65.4408,676,1092,1560,2704,10,14,96,168,228,1.5625,5.625,9.625,14.1,273.2463,642.8544,1231.4148,1740.2176,2286,4992,8398,11856,43,100,182,264,282,792,1420,1872,21.7049,56.4952,99.7994,138.0596,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,-7.26,-7.2,-10.14,114,200,260,20,32,46,3,4.8,6.22
0,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,3.3489,34.6968,0,0,676,2652,0,0,0,0,36,0,0,1.5625,7.425,0,0,63.2625,69.3936,299.568,0,2410,5304,8670,0,7,12,30,0,42,72,30,0,7.4431,14.85,29.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.98,0,0,54,0,0,30,0,0,1.56,0,0
0.05,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,3.3489,34.6968,0,0,676,2652,0,0,0,0,36,0,0,1.5625,7.425,0,0,63.2625,69.3936,299.568,0,2410,5304,8670,0,7,12,30,0,42,72,30,0,7.4431,14.85,29.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.98,0,0,54,0,0,30,0,0,1.56,0,0
0.25,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.8184,18.666,18.8856,676,1612,624,1664,4,4,60,48,24,1.5625,6.225,3.85,5.1,112.9221,182.2848,384.6504,352.7472,2618,4328,5214,5968,15,28,46,48,74,168,194,176,12.3059,23.3532,34.4102,36.2568,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.5,-2.88,-3,94,80,40,26,16,20,2.52,1.92,0.92
0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,28.1088,34.5138,11.1264,676,1456,1144,364,6,2,72,48,12,1.5625,6.4,5.575,1.875,121.4943,183.7176,297.0072,505.14,1758,3848,5216,4888,15,28,46,64,74,184,224,184,10.4573,22.7484,35.972,41.782,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.38,-7.88,-2.42,100,112,38,24,28,10,2.38,3.04,1
0.15,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.3489,36.3072,27.999,34.6236,676,1196,936,1664,6,6,72,96,36,1.5625,5.525,5.775,6.2,168.8287,296.3004,650.1996,646.9944,2014,3856,5362,6472,19,40,70,76,110,276,408,364,12.5889,27.8668,44.1466,48.332,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.86,-4.32,-7.94,110,120,92,24,20,30,3.08,2.88,2.54
0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,2.4025,26.846,48.825,9.424,625,1500,600,350,14,2,120,96,12,1.9321,7.0056,8.3122,2.085,142.2499,271.528,494.886,923.18,1515,3720,4564,3028,23,44,86,144,130,360,552,552,10.2165,26.1228,44.0408,54.6468,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-8.02,-9.8,-2.98,90,326,36,16,68,10,3.3,13.48,1.28
0.05,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.5344,34.2912,28.764,29.1024,729,1134,972,2592,6,6,72,72,36,1.5876,5.67,5.8212,7.7112,137.9374,240.5544,428.8944,523.3248,2775,3924,4758,7704,19,36,54,72,90,216,288,312,14.7624,27.6948,37.6974,50.0724,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.96,-4.02,-4.2,120,126,66,24,24,30,3.06,2.94,1.44
0,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.5344,34.2912,28.764,29.1024,729,1134,972,2592,6,6,72,72,36,1.5876,5.67,5.8212,7.7112,137.9374,240.5544,428.8944,523.3248,2775,3924,4758,7704,19,36,54,72,90,216,288,312,14.7624,27.6948,37.6974,50.0724,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.96,-4.02,-4.2,120,126,66,24,24,30,3.06,2.94,1.44
0.05,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,3.3489,31.6956,60.207,43.3344,676,1560,1144,572,14,10,120,168,60,1.5625,6.3,9.475,5.575,188.5663,405.5092,827.474,1398.0568,1714,4360,6284,5512,31,64,134,232,198,584,1008,1080,12.7661,34.0416,63.448,86.3044,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-6.34,-7.28,-5.38,96,320,238,16,56,50,2.46,9.92,8.04
0.2,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,3.3489,27.999,33.3792,0,676,936,1092,0,6,0,72,36,0,1.5625,5.775,5.625,0,97.8135,149.022,261.8334,465.12,1186,2376,3264,2520,13,24,42,60,66,168,192,120,8.4949,18.48,29.037,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-4.32,-7.26,0,120,114,0,24,30,0,2.88,3,0
0,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,3.3489,31.6956,60.207,43.3344,676,1560,1144,572,14,10,120,168,60,1.5625,6.3,9.475,5.575,188.5663,405.5092,827.474,1398.0568,1714,4360,6284,5512,31,64,134,232,198,584,1008,1080,12.7661,34.0416,63.448,86.3044,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-6.34,-7.28,-5.38,96,320,238,16,56,50,2.46,9.92,8.04
0.25,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,3.3489,27.999,33.3792,0,676,936,1092,0,6,0,72,36,0,1.5625,5.775,5.625,0,97.8135,149.022,261.8334,465.12,1186,2376,3264,2520,13,24,42,60,66,168,192,120,8.4949,18.48,29.037,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-4.32,-7.26,0,120,114,0,24,30,0,2.88,3,0
0.3,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.8184,18.666,18.8856,676,1612,624,1664,4,4,60,48,24,1.5625,6.225,3.85,5.1,112.9221,182.2848,384.6504,352.7472,2618,4328,5214,5968,15,28,46,48,74,168,194,176,12.3059,23.3532,34.4102,36.2568,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.5,-2.88,-3,94,80,40,26,16,20,2.52,1.92,0.92
0.05,1,2,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,2.4025,28.644,31.62,45.26,625,1550,1200,1300,8,12,84,144,168,1.9321,6.9222,8.5624,10.6196,292.8401,672.96,1317.6848,1788.878,2279,5692,9174,11220,47,108,198,280,306,840,1430,1808,22.5623,60.6604,107.695,143.6376,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-9.18,-8,-10.6,88,152,248,22,24,44,3.36,4.96,9.04
0,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,3.3489,30.2316,22.2528,18.666,676,1508,728,624,4,4,60,48,72,1.5625,6.325,3.75,3.85,598.0765,1288.1352,2287.2068,3022.3824,3086,7192,9978,10480,103,212,382,496,594,1496,2170,2544,38.9791,98.9516,157.763,195.3024,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5.54,-4.84,-2.88,98,76,80,26,16,12,2.44,2,1.92
0.2,1,2,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,3.5344,34.7424,38.352,54.896,729,1674,1296,1404,8,12,84,144,168,1.5876,6.2748,7.7616,9.6264,267.962,607.1268,1175.0888,1573.178,2239,5508,8502,10192,43,96,174,244,270,732,1214,1500,19.8462,52.2508,91.8638,121.0108,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-7.2,-5.36,-6.64,100,168,272,22,24,44,2.58,3.92,7.48
0.05,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.4025,23.715,28.272,0,625,900,1050,0,6,0,72,36,0,1.9321,6.4218,6.255,0,96.8671,140.454,251.619,465.12,1135,2304,3180,2520,13,24,42,60,66,168,192,120,8.8645,19.7736,30.297,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-6,-8.94,0,114,108,0,24,30,0,3.72,3.84,0
0.1,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0.15,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,2.7556,25.6968,25.398,30.2784,576,2304,864,1008,6,6,72,72,36,1.6129,7.7724,5.8674,5.715,137.1586,223.3656,344.6064,455.2968,2622,6264,10752,7776,19,36,54,72,90,216,288,312,14.7877,31.8996,52.1268,58.554,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-5.52,-5.34,-8.28,48,108,102,24,24,30,1.5,3,3.12
0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,2.4025,29.016,7.905,7.998,625,2050,300,800,2,2,48,24,12,1.9321,7.5894,2.1406,2.8356,87.1459,115.356,339.1956,175.932,2463,4652,6518,3400,11,20,38,24,58,120,108,72,10.2441,20.6304,32.1074,20.178,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.42,-2,-2.06,68,38,18,28,8,10,2.88,1.24,0.74
0,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,3.5344,34.2912,57.528,82.344,729,1134,1944,2106,12,18,108,216,252,1.5876,5.67,11.6424,14.4396,409.234,992.0904,1847.112,2697.537,2343,6156,10914,14262,67,156,282,420,438,1224,2178,3000,29.5926,81.564,145.1298,203.6064,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-6.96,-8.04,-9.96,120,252,408,18,36,66,3.06,5.88,11.22
0,1,2,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,2.7556,31.3076,27.0248,31.3076,576,1056,912,1056,6,6,72,96,60,1.6129,5.6642,5.8166,5.6642,410.8126,842.8132,1592.3166,1969.99,2148,5112,7652,8448,63,132,238,300,370,940,1396,1548,25.9759,65.8444,105.9598,128.2044,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.9,-6.32,-8.9,100,106,100,24,20,26,3.16,3.04,3.16
0.2,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,2.4025,29.016,7.905,7.998,625,2050,300,800,2,2,48,24,12,1.9321,7.5894,2.1406,2.8356,87.1459,115.356,339.1956,175.932,2463,4652,6518,3400,11,20,38,24,58,120,108,72,10.2441,20.6304,32.1074,20.178,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.42,-2,-2.06,68,38,18,28,8,10,2.88,1.24,0.74
0.05,1,2,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,2.7556,31.3076,27.0248,31.3076,576,1056,912,1056,6,6,72,96,60,1.6129,5.6642,5.8166,5.6642,410.8126,842.8132,1592.3166,1969.99,2148,5112,7652,8448,63,132,238,300,370,940,1396,1548,25.9759,65.8444,105.9598,128.2044,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.9,-6.32,-8.9,100,106,100,24,20,26,3.16,3.04,3.16
0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,3.5344,30.6064,32.4488,9.7008,729,1026,1080,864,6,2,72,48,12,1.5876,5.7708,5.7204,2.5704,111.3118,180.5528,316.8156,488.3632,1751,2940,3810,4264,15,28,46,64,74,184,224,184,10.6008,21.6132,31.9806,39.7972,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5,-5.98,-1.4,124,122,22,24,28,10,2.98,3.02,0.48
0,1,2,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,2.7556,31.3076,28.3528,22.8416,576,1056,960,768,6,4,72,84,24,1.6129,5.6642,5.7658,3.7084,160.1066,264.0652,587.0866,656.504,1432,3216,4808,4864,17,36,66,72,102,260,376,300,10.4993,24.942,41.3626,43.0664,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.9,-7.12,-7.12,100,104,64,24,22,20,3.16,3.08,2.16
