"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,3.3489,30.2316,22.2528,18.666,676,1508,728,624,4,4,60,48,72,1.5625,6.325,3.75,3.85,598.0765,1288.1352,2287.2068,3022.3824,3086,7192,9978,10480,103,212,382,496,594,1496,2170,2544,38.9791,98.9516,157.763,195.3024,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5.54,-4.84,-2.88,98,76,80,26,16,12,2.44,2,1.92
0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.7556,25.4976,28.6516,27.0248,576,1344,960,912,6,6,72,72,84,1.6129,6.5024,5.7658,5.8166,622.313,1335.9912,2301.0548,3141.2448,3090,7416,10728,11904,107,220,390,520,610,1544,2264,2680,41.4609,104.758,165.3448,212.2236,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5.4,-7.3,-6.32,88,104,106,24,24,22,2.5,3.08,3.04
0.15,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,3.5344,30.6064,32.4488,28.8768,729,1026,1080,1512,6,6,72,72,84,1.5876,5.7708,5.7204,6.4512,623.0918,1346.2088,2332.5876,3172.0152,3243,6780,9690,11880,107,220,390,520,610,1544,2264,2680,41.4356,103.2948,160.9718,209.4212,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5,-5.98,-4.08,124,122,106,24,24,22,2.98,3.02,2.44
0.1,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,3.5344,30.6064,32.4488,28.8768,729,1026,1080,1512,6,6,72,72,84,1.5876,5.7708,5.7204,6.4512,623.0918,1346.2088,2332.5876,3172.0152,3243,6780,9690,11880,107,220,390,520,610,1544,2264,2680,41.4356,103.2948,160.9718,209.4212,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5,-5.98,-4.08,124,122,106,24,24,22,2.98,3.02,2.44
0,1,2,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,94.8997,176.868,289.151,324.658,316,576,734,616,15,28,48,48,76,172,188,160,5.1255,11.55,15.6688,15.72,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,11.8336,8.772,17.544,46.612,64,48,96,88,1,2,6,1,3,8,8,0.5329,0.5621,1.1242,1.9126,3.6481,36.0226,32.6228,29.223,784,1232,1120,1008,6,6,72,84,144,1.4641,5.3966,5.4934,5.5902,230.1197,460.8692,938.9078,1176.5796,1616,3808,5316,5808,35,72,138,160,210,520,728,904,13.9667,36.1416,58.8986,71.8752,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.89,1.78,7.09,2,4,37,-2,-6,-2,-0.04,-0.08,1.76,-7.4,-5.62,-3.84,124,128,132,24,22,12,2.8,2.72,2.64
0.1,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0.15,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,3.5344,34.2912,57.528,82.344,729,1134,1944,2106,12,18,108,216,252,1.5876,5.67,11.6424,14.4396,409.234,992.0904,1847.112,2697.537,2343,6156,10914,14262,67,156,282,420,438,1224,2178,3000,29.5926,81.564,145.1298,203.6064,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-6.96,-8.04,-9.96,120,252,408,18,36,66,3.06,5.88,11.22
0.15,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.7556,27.0248,28.6516,25.4976,576,912,960,1344,6,6,72,72,84,1.6129,5.8166,5.7658,6.5024,622.313,1339.0456,2324.9932,3165.2568,3090,6552,9450,11544,107,220,390,520,610,1544,2264,2680,41.4609,103.3864,161.0626,209.5236,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-6.32,-7.3,-5.4,106,104,88,24,24,22,3.04,3.08,2.5
0.1,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.7556,27.0248,28.6516,25.4976,576,912,960,1344,6,6,72,72,84,1.6129,5.8166,5.7658,6.5024,622.313,1339.0456,2324.9932,3165.2568,3090,6552,9450,11544,107,220,390,520,610,1544,2264,2680,41.4609,103.3864,161.0626,209.5236,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-6.32,-7.3,-5.4,106,104,88,24,24,22,3.04,3.08,2.5
0,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,2.7556,28.6516,53.9168,0,576,960,624,0,14,0,120,84,0,1.6129,5.7658,7.5438,0,129.2902,248.8232,471.9298,929.6896,954,2256,2604,1744,21,40,82,140,122,344,520,456,7.8165,20.5016,35.549,44.9652,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-7.3,-9.24,0,104,310,0,16,70,0,3.08,11.84,0
0.05,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,2.7556,28.6516,53.9168,0,576,960,624,0,14,0,120,84,0,1.6129,5.7658,7.5438,0,129.2902,248.8232,471.9298,929.6896,954,2256,2604,1744,21,40,82,140,122,344,520,456,7.8165,20.5016,35.549,44.9652,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-7.3,-9.24,0,104,310,0,16,70,0,3.08,11.84,0
0.15,1,1,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,3.3489,33.3792,72.468,0,676,1092,468,0,18,0,144,108,0,1.5625,5.625,8.325,0,145.9185,307.5264,596.424,1203.84,988,2436,2442,1260,25,48,102,180,150,432,732,720,7.4017,21.24,38.4534,49.95,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-7.26,-6.66,0,114,450,0,12,90,0,3,15.84,0
0,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,3.3489,31.476,34.77,22.2528,676,2080,728,728,8,4,84,72,24,1.5625,6.925,5.7,3.75,135.9781,238.144,397.1928,584.9296,2172,5328,7604,5104,19,36,58,88,94,240,326,328,11.9591,26.914,43.5318,49.5808,2.48,0,0,14,0,0,2,0,0,0.72,0,0,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-6.22,-4.36,-4.84,76,180,76,22,36,20,1.96,5.44,2
0,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,38.8032,49.632,0,729,1296,324,0,12,0,108,72,0,1.5876,5.5188,5.5944,0,132.616,259.2384,512.352,908.16,1125,2784,2580,960,19,36,66,120,102,288,426,360,6.4278,17.52,28.8186,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.36,-3.84,0,114,312,0,18,60,0,3.18,10.68,0
0.05,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,38.8032,49.632,0,729,1296,324,0,12,0,108,72,0,1.5876,5.5188,5.5944,0,132.616,259.2384,512.352,908.16,1125,2784,2580,960,19,36,66,120,102,288,426,360,6.4278,17.52,28.8186,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.36,-3.84,0,114,312,0,18,60,0,3.18,10.68,0
0.3,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.7556,30.2784,54.614,37.7816,576,1008,1056,960,14,10,120,168,60,1.6129,5.715,9.6266,6.35,187.973,402.6748,843.8328,1442.7952,1614,3256,4686,4920,31,64,134,232,198,584,1008,1080,12.8165,32.8716,59.5554,80.4996,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.28,-9.66,-6.16,102,292,200,16,56,50,3.12,10.2,7.7
0.25,2,2,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.3489,37.7712,27.999,37.7712,676,1248,936,1248,6,6,72,108,36,1.5625,5.475,5.775,5.475,184.3671,325.0854,763.5372,709.6032,1660,3864,5712,5952,19,42,78,78,120,306,468,390,11.5147,27.9978,47.4222,47.523,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-9.66,-4.32,-9.66,108,120,108,24,18,30,3.12,2.88,3.12
0.15,1,2,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,3.5344,32.4488,63.6944,42.676,729,1080,1242,540,14,10,120,168,84,1.5876,5.7204,9.5004,5.67,431.329,963.5276,1809.195,2744.5796,2001,4936,7412,7224,75,156,302,456,458,1248,1996,2264,26.1278,70.5816,121.0394,160.314,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-5.98,-7.56,-3.9,122,332,250,16,56,46,3.02,10.1,8.1
0.25,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,31.5858,31.2564,18.8856,676,1040,1040,1664,6,4,72,60,24,1.5625,5.675,5.675,5.1,129.6231,212.9076,373.1946,530.2688,2240,3376,4308,6000,17,32,50,68,82,200,256,248,12.5973,24.5016,34.6458,44.5548,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.28,-6.1,-3,116,116,40,24,26,20,2.96,2.96,0.92
0.2,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,31.5858,31.2564,18.8856,676,1040,1040,1664,6,4,72,60,24,1.5625,5.675,5.675,5.1,129.6231,212.9076,373.1946,530.2688,2240,3376,4308,6000,17,32,50,68,82,200,256,248,12.5973,24.5016,34.6458,44.5548,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.28,-6.1,-3,116,116,40,24,26,20,2.96,2.96,0.92
0.1,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.6481,34.8384,29.223,29.5668,784,1176,1008,2688,6,6,72,72,36,1.4641,5.445,5.5902,7.4052,138.0511,241.6488,429.8124,524.2536,2830,4008,4830,7896,19,36,54,72,90,216,288,312,14.6389,27.2448,37.2354,49.4604,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.78,-3.84,-4.02,126,132,72,24,24,30,2.76,2.64,1.14
0.15,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.6481,34.8384,29.223,29.5668,784,1176,1008,2688,6,6,72,72,36,1.4641,5.445,5.5902,7.4052,138.0511,241.6488,429.8124,524.2536,2830,4008,4830,7896,19,36,54,72,90,216,288,312,14.6389,27.2448,37.2354,49.4604,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-6.78,-3.84,-4.02,126,132,72,24,24,30,2.76,2.64,1.14
0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
0.1,2,2,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,3.3489,37.7712,27.999,27.999,676,1248,936,936,6,6,72,108,108,1.5625,5.475,5.775,5.775,443.6655,974.8764,1934.004,2414.703,2176,5664,8562,9066,73,156,294,378,450,1170,1830,2166,27.4753,73.782,123.8646,155.0442,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.08,0.28,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.08,0.28,-9.66,-4.32,-4.32,108,120,120,24,18,18,3.12,2.88,2.88
0.3,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,3.6481,33.0812,62.839,45.2288,784,1680,1232,616,14,10,120,168,60,1.4641,6.0984,9.1718,5.3966,188.8655,408.2804,832.738,1401.8456,1822,4600,6460,5600,31,64,134,232,198,584,1008,1080,12.6677,33.6384,62.8416,85.9476,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-5.86,-6.16,-4.58,108,348,258,16,56,50,2.22,9.36,7.64
0.2,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,25.398,32.9344,8.466,576,864,1104,288,6,2,72,48,36,1.6129,5.8674,5.6134,1.9558,363.4782,734.808,1268.8298,1845.502,1892,4200,6228,6496,59,120,214,288,334,848,1212,1368,23.8443,59.3824,93.5094,118.8768,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.34,-9.88,-1.78,108,98,36,24,28,6,3,3.2,1
