"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,32.9344,46.148,31.54,576,1104,768,672,12,8,108,120,96,1.6129,5.6134,7.6708,5.7912,220.7182,465.2128,857.904,1376.572,1308,3368,4466,4544,35,72,126,204,198,540,854,1036,13.2627,35.3528,58.1598,76.6148,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.88,-7.88,-5.72,98,256,164,18,52,32,3.2,9.2,5.6
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,24.4745,31.465,34.4875,625,925,1175,1100,7,9,78,96,168,1.9321,6.394,7.3531,8.5207,252.1896,511.417,880.905,966.567,1479,3386,4670,5630,42,84,146,152,230,534,670,858,16.9386,42.7872,63.4218,76.4616,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-6.49,-9.45,-8.3,113,128,181,23,26,26,3.74,4.44,6.38
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.4025,30.6125,43.772,58.9,625,1150,1450,1400,11,16,102,162,192,1.9321,6.1438,10.6057,12.6768,271.0666,584.973,1108.396,1551.64,1639,4252,6710,7680,42,90,158,230,248,676,1118,1358,17.673,46.8322,78.9842,102.887,0.795,0,0,6,0,0,1,0,0,0.38,0,0,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-10.45,-11.19,-13.2,104,217,344,19,39,64,3.92,7.66,13.12
0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,26.474,32.488,15.81,625,1000,800,600,8,4,84,72,96,1.9321,6.3106,6.2272,4.2812,192.4961,372.164,655.0772,759.6936,1253,2880,3412,3504,31,60,106,112,166,384,446,520,12.1815,30.8596,44.865,49.2976,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-7.78,-8.56,-4,110,168,76,22,36,8,3.8,6.64,2.48
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.6125,39.432,0,625,1150,450,0,11,0,102,66,0,1.9321,6.1438,6.1577,0,128.3066,230.129,451.656,835.976,1055,2556,2670,1400,18,34,62,110,96,268,382,310,7.0914,18.8138,29.9634,32.635,0.795,0,0,6,0,0,1,0,0,0.38,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.45,-8.39,0,104,257,0,19,55,0,3.92,10.86,0
0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.5344,38.8032,54.896,71.44,729,1296,1404,1512,12,16,108,168,192,1.5876,5.5188,9.6264,11.4912,275.376,614.0824,1170.94,1653.888,1709,4480,6780,7624,43,92,162,240,254,696,1162,1440,17.0094,45.5384,77.0074,100.0368,2.48,0,0,14,0,0,2,0,0,0.72,0,0,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-9.36,-6.64,-7.92,114,272,376,18,44,64,3.18,7.48,11.04
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,25.0945,31,15.81,625,950,950,600,7,4,78,66,96,1.9321,6.3662,6.2133,4.2812,189.3186,356.677,618.142,704.028,1287,2844,3582,3768,30,58,102,102,160,364,410,478,12.5006,31.0146,44.8682,49.5206,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-6.89,-9.15,-4,112,137,76,23,31,8,3.76,5.26,2.48
0.2,1,1,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,43.09,29.45,625,1200,800,700,12,8,108,120,96,1.9321,6.0882,8.3956,6.3384,202.8641,423.038,823.298,1268.484,1313,3440,4552,4180,31,64,114,180,178,492,794,900,12.0631,32.668,54.4834,67.41,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-9.2,-6.6,102,268,172,18,52,32,3.96,10.64,6.56
0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,31.2564,42.5658,17.385,676,1040,1196,364,8,4,84,72,48,1.5625,5.675,6.5,2.85,155.4105,281.9438,508.5558,820.4276,1354,2952,4234,3910,21,42,74,110,116,310,446,422,10.3245,25.0122,40.753,50.411,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.1,-8.62,-2.18,116,162,90,22,36,16,2.96,4.8,2.72
0.2,1,1,61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.3489,37.0392,55.998,104.31,676,1222,1872,2184,12,24,108,216,288,1.5625,5.5,11.55,17.1,355.321,808.1214,1511.259,2070.766,1970,5240,8724,10918,57,124,216,312,340,924,1560,2048,23.0345,61.3272,103.4796,138.8532,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-9.26,-8.64,-13.08,109,240,540,18,36,96,3.1,5.76,16.32
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,32.4825,52.2282,91.5915,676,1066,1742,1976,11,21,102,192,264,1.5625,5.65,10.5625,15.2125,369.886,825.273,1446.6814,2043.199,1970,4916,7904,10358,62,132,226,328,358,942,1498,2050,24.779,64.8304,105.4302,147.2684,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.77,-8.41,-11.62,115,219,470,19,34,82,2.98,5.3,14.08
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,27.5125,44.857,73.625,625,1025,1700,1750,11,20,102,186,240,1.9321,6.2828,11.7177,15.846,350.5091,768.209,1349.766,1985.766,1895,4726,7700,9940,58,124,212,320,336,898,1452,1960,24.1154,63.2008,104.0684,146.676,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.45,-11.89,-16.5,109,207,430,19,35,80,3.82,6.86,16.4
0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.5344,32.1104,43.7288,17.86,729,1080,1242,378,8,4,84,72,48,1.5876,5.7204,6.552,2.8728,155.596,283.6518,510.8818,821.3776,1407,3032,4326,3938,21,42,74,110,116,310,446,422,10.3496,25.103,40.857,50.4566,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.8,-8.22,-1.98,122,170,94,22,36,16,3.02,4.88,2.76
0.2,1,1,37.76985,68.2635,85.8475,63.316,156,276,256,55,5.5,10,13,11,23,52,61,25,2.28895,4.6046,5.1525,2.6603,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,13.158,16.34,7.568,50,72,56,8,1.5,2,1,2.5,6.5,8,2,0.5629,0.84315,0.8322,0.2701,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.6125,40.517,14.725,625,1150,700,350,11,4,102,90,48,1.9321,6.1438,7.2697,3.1692,163.9966,318.84,615.841,1014.892,1201,2980,3680,2970,24,48,86,140,134,370,566,572,9.7368,25.8184,42.2186,50.198,0.445,2.13,1.24,1,9,7,-1,0,1,-0.02,0.32,0.36,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.45,-9.09,-3.3,104,247,86,19,51,16,3.92,10.06,3.28
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,29.6852,38.164,41.83,729,999,1269,1188,7,9,78,96,168,1.5876,5.796,6.6654,7.7238,253.3215,521.8384,894.303,981.252,1583,3534,4858,5806,42,84,146,152,230,534,670,858,16.5941,41.5912,62.0464,74.8678,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.51,-7.14,-5.33,125,142,199,23,26,26,2.96,3.53,5.21
0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,31.2564,39.6378,36.051,676,1040,1092,988,8,8,84,96,144,1.5625,5.675,6.6,6.7,229.1325,470.4398,831.3918,945.9036,1450,3384,4506,5030,37,74,130,142,204,486,630,758,14.4573,36.593,55.6418,65.5518,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-6.1,-7.02,-5.06,116,166,170,22,32,24,2.96,4.72,4.64
0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,34.8432,53.436,69.54,676,1144,1352,1456,12,16,108,168,192,1.5625,5.575,9.55,11.4,310.1925,686.7424,1226.28,1853.424,1744,4416,6640,8192,51,108,186,288,294,792,1282,1712,20.0219,52.9196,87.1098,120.7088,2.48,0,0,14,0,0,2,0,0,0.72,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-8.06,-7.24,-8.72,112,260,360,18,44,64,3.04,7.36,10.88
0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,36.3072,50.874,34.77,676,1196,832,728,12,8,108,120,96,1.5625,5.525,7.55,5.7,221.3115,471.9584,867.356,1383.032,1408,3552,4594,4656,35,72,126,204,198,540,854,1036,13.2123,35.176,57.9182,76.4324,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.86,-5.84,-4.36,110,280,180,18,52,32,3.08,8.96,5.44
0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,31.992,42.005,14.725,625,1200,550,350,12,4,108,96,48,1.9321,6.0882,7.2836,3.1692,167.1741,334.327,659.113,1088.322,1167,3016,3542,2570,25,50,90,150,140,390,610,630,9.4177,25.6634,42.2282,49.911,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-11.34,-8.5,-3.3,102,278,86,18,56,16,3.96,11.44,3.28
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,33.5984,44.986,15.77,576,1128,528,336,12,4,108,96,48,1.6129,5.588,6.6548,2.8956,176.2777,357.6848,679.16,1142.926,1140,2932,3486,2772,27,54,96,162,150,414,640,698,9.8579,26.4802,43.5332,54.4814,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.28,-7.18,-2.86,97,266,82,18,56,16,3.22,10,2.8
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,35.0432,56.212,89.3,729,1161,1674,1890,12,20,108,192,240,1.5876,5.6448,10.6344,14.364,354.8185,795.9984,1409.212,2091.69,1965,4934,7790,10040,59,126,216,330,342,918,1496,2050,23.4518,61.881,101.8756,143.171,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.36,-7.34,-9.9,119,262,470,18,40,80,3.08,6.68,13.8
0.2,1,1,39.3586,74.6275,90.6875,63.316,139,244,257,55,6,11,14,11,25,55,62,25,2.1294,4.5827,5.2894,2.6603,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,11.8336,16.34,16.34,7.568,64,56,56,8,2,2,1,4,8,8,2,0.5329,0.8322,0.8322,0.2701,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,35.7952,56.212,89.3,729,1188,1674,1890,12,20,108,192,240,1.5876,5.6196,10.6344,14.364,346.068,777.3574,1393.847,2041.416,1943,4928,7794,9890,57,122,210,318,332,894,1466,1982,22.6924,60.0134,99.3098,137.9254,2.13,2.13,1.24,9,9,7,0,0,1,0.32,0.32,0.36,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.76,-7.34,-9.9,118,262,470,18,40,80,3.1,6.68,13.8
0.2,1,1,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,31.3076,39.3088,8.466,576,1056,528,288,10,2,96,72,48,1.6129,5.6642,5.6642,1.9558,162.3432,313.0392,577.0438,825.3656,1088,2648,2912,2288,25,48,86,116,134,336,432,440,9.1577,23.6888,36.3422,40.482,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.9,-7.08,-1.78,100,218,36,20,48,4,3.16,8.24,1
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.3489,34.1112,54.717,86.925,676,1118,1612,1820,12,20,108,192,240,1.5625,5.6,10.55,14.25,354.633,794.1344,1406.222,2086.94,1912,4848,7666,9900,59,126,216,330,342,918,1496,2050,23.4267,61.7914,101.7068,142.943,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-7.66,-7.94,-10.9,113,250,450,18,40,80,3.02,6.56,13.6
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.5344,30.4372,37.6,19.176,729,1026,1026,648,7,4,78,66,96,1.5876,5.7708,5.6322,3.8808,190.4505,367.3624,631.342,710.76,1391,2996,3734,3864,30,58,102,102,160,364,410,478,12.1561,29.8238,43.706,48.7198,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.91,-6.84,-2.68,124,151,84,23,31,8,2.98,4.35,1.96
0.2,1,1,27.55135,41.106,41.0865,16.83,112,150,60,18,4,6,7,3,13,23,13,3,1.6424,2.5718,1.8361,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.262,3.25125,8.415,36,45,18,9,1,0.5,1.5,1,1.5,2,1.5,0.5929,0.5698,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,31.3076,39.9728,4.233,576,1056,552,144,10,1,96,66,24,1.6129,5.6642,5.6388,0.9779,143.9127,265.9152,496.1988,796.2876,1064,2540,2840,2040,21,40,72,108,112,292,386,352,8.1245,20.7936,32.6192,36.6692,-0.69,0,0.525,-1.5,0,7.5,-0.5,-1.5,0,0.03,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.9,-7.48,-0.89,100,217,18,20,49,2,3.16,8.26,0.5
