"ax1_MLB","ax2_MLB","eq_MLB"
2.5907217508,2.59064715167,"2.38336108606"
2.33942181917,2.33940303198,"2.16964002678"
2.34692873046,2.3469364258,"2.17206625021"
2.19954251854,2.19954251854,"2.19326398694"
2.19888255921,2.19888255921,"2.19504740174"
2.16042200663,2.16013010538,"2.16022994697"
2.19587132741,2.1956477696,"2.19575817987"
2.1641154072,2.16416663532,"2.17146566832"
2.16768652143,2.16758724446,"2.17753072725"
2.07130371493,2.06086663957,"2.03264296765"
2.12155672491,2.12093981606,"1.95735991663"
2.11050726422,2.10974205451,"1.96357042319"
2.24004371262,2.24099634414,"2.24747544521"
2.02007868632,2.02015921559,"2.0200987674"
2.03632161677,2.03651495067,"2.14697929834"
2.3135769418,2.31359963465,"2.31358190369"
2.53578550656,2.53287076721,"2.53108571241"
2.08311355638,2.08311355638,"2.07780978812"
2.24879825907,2.24837405497,"2.25400064621"
2.52947392223,2.52812012599,"2.52511079926"
2.08399279213,2.08399279213,"2.08394961563"
2.53322431458,2.5359144685,"2.19600704013"
2.02134826365,2.02133987467,"2.021324236"
2.04828721292,2.04828721292,"2.04876963052"
2.05814700893,2.05815110206,"2.11266744614"
2.28756681343,2.2875700179,"2.28691602621"
2.05531155355,2.05532021531,"2.11157947695"
2.10148645579,2.10149480547,"2.10148864082"
2.10821255459,2.10817408349,"2.10821081285"
2.15956697269,2.15956697269,"2.15703800415"
2.01876595504,2.01875147323,"2.0187258876"
2.27689421006,2.27690351418,"2.2759534047"
2.1568539023,2.1568539023,"2.15470644187"
2.21024440861,2.20221371572,"2.20256696285"
2.13355978665,2.13421949857,"1.94950072151"
2.19872588426,2.19932602787,"2.05547265466"
2.02165612825,2.02165612825,"2.02343192748"
2.03835473881,2.03837471785,"2.03836596242"
2.36130541859,2.36224558405,"2.19086063226"
2.14292548676,2.14292518169,"2.0367708298"
2.03650200552,2.03660122082,"2.0364918888"
2.03737417238,2.03737417238,"1.9961565219"
2.22449614864,2.22421908701,"2.00029299811"
2.21991388991,2.21973089475,"1.99309701991"
2.02049091699,2.02042844666,"2.16604324149"
2.01998903419,2.01972181518,"2.1748228007"
2.06831779319,2.06831779319,"2.06535505278"
2.14539256724,2.14244287208,"2.13604684451"
2.17708908184,2.1789180131,"2.12837037975"
2.28108080433,2.28107111258,"2.07831842896"
2.25566357333,2.25570009728,"2.03514574845"
