"ax1_MLB","ax2_MLB","eq_MLB"
2.09657425998,2.09650258949,"2.2802345251"
2.0834679194,2.08340786975,"2.24893192964"
2.18016179597,2.18016179597,"2.17995476043"
2.18183540944,2.18183540944,"2.18090039261"
2.22263164265,2.22239461416,"2.22600120801"
2.27321823159,2.27312488469,"2.27064394823"
2.11910026703,2.1195458988,"2.37478998916"
2.29417483773,2.29055000521,"2.29501681541"
2.11232381052,2.11249244668,"2.11500147537"
2.12553818624,2.1257586542,"2.37346493624"
2.25390653097,2.24675574434,"2.21556794872"
2.2958347984,2.29580845915,"2.32715651045"
2.18388466954,2.18388466954,"2.1808846976"
2.56196464688,2.56168748261,"2.17346644635"
2.56100268535,2.56056337759,"2.18276042592"
2.1901013654,2.1901013654,"2.18689855345"
2.6147925477,2.24484727707,"2.06571372938"
2.23511877517,2.23498987058,"2.23990620091"
2.30240655345,2.30244025001,"2.24407558803"
2.06829909113,2.06830541732,"2.05594940798"
2.30000255531,2.30000262495,"2.24127696147"
2.21681639768,2.21681639768,"2.21316779499"
2.24912288827,2.24918344255,"2.24905984501"
2.21708736243,2.21708736243,"2.21462555987"
2.11244580646,2.11271711328,"2.11192092281"
2.12029950596,2.1207943441,"2.12019802466"
2.13844153739,2.13838817381,"2.30159994331"
2.10806861855,2.10804570757,"2.45586644648"
2.17094354853,2.18044961298,"2.27536753951"
2.19259944421,2.19259944421,"2.16768984682"
2.73994668587,2.73608080293,"2.08596498295"
2.81375867468,2.81375882477,"2.03124532487"
2.85508485834,2.85530942767,"2.02612821811"
2.00596245108,2.00577059685,"2.18227065573"
2.27127717341,2.27149746379,"2.27029157579"
2.01659036738,2.01663901991,"2.18281519807"
2.02039765634,2.02032110382,"2.18010016749"
2.11944654077,2.11950789494,"2.12083831232"
2.21754007073,2.21761898881,"2.15532202553"
2.43396068909,2.43423119698,"2.18351192288"
2.18816703193,2.18889542264,"2.12482547989"
2.17493188894,2.17493188894,"2.17502547204"
2.34457606134,2.34680066049,"2.3375504498"
2.09590376093,2.09590376093,"2.1370340582"
2.11660558377,2.10992754554,"2.25533821165"
2.09950951706,2.09965156555,"2.18625238163"
2.13108969888,2.13119735698,"2.17324564164"
2.34606540676,2.34602462847,"2.34604270401"
2.26733102501,2.35902517032,"2.17572128137"
2.22623740017,2.23392107867,"2.16143608596"
2.2792978776,2.28142916631,"2.12519615742"
2.21908756937,2.21919500404,"2.15819594002"
2.27585636203,2.27579932386,"2.2752227126"
2.28363705473,2.28513458247,"2.12631007091"
2.3011877406,2.29710093589,"2.28574329237"
2.2670101278,2.26632095788,"2.20967845551"
2.40910066513,2.41281762131,"2.22462242219"
2.11452719837,2.11446218484,"2.4006715099"
2.27967774464,2.27967774464,"2.28204701397"
2.19035593785,2.19035593785,"2.18356118703"
2.1913123414,2.1913123414,"2.18473526966"
2.28040787208,2.28040787208,"2.28316495463"
2.11179713399,2.11304972576,"2.58645185054"
2.15188112585,2.20367999729,"2.19496270319"
2.24624374005,2.24666196319,"2.2605966802"
2.22922903265,2.13112656233,"2.07617551075"
2.74552567536,2.7418013092,"2.08543726253"
2.21123705911,2.1259080113,"2.07906795214"
2.51765400635,2.51678755144,"2.19123158054"
2.22558330237,2.22556754456,"2.22579966703"
2.53718416118,2.53543803784,"2.16227952191"
2.44931939552,2.44932467302,"2.45967425522"
2.44915760233,2.44915774876,"2.45614711379"
2.39289190854,2.39307649409,"2.27316001645"
2.50986435396,2.51008449205,"2.31181629541"
2.12838216487,2.12891012139,"2.12850020119"
2.12154636394,2.12155593484,"2.12161820622"
2.12337095383,2.12338039414,"2.12344097907"
2.1360613245,2.13675955543,"2.13645076569"
2.17772594076,2.17772594076,"2.17778110185"
2.18899977926,2.18899977926,"2.18911764873"
2.2566628888,2.25595865032,"2.27190660695"
2.14090420139,2.14089074212,"2.30991850545"
1.99271675708,1.99276082349,"2.04437780974"
2.28055936876,2.28001270242,"2.60373876187"
2.29654957686,2.29604146522,"2.59385665399"
2.20402745403,2.2076262386,"2.37510276607"
2.24386809131,2.23657383143,"2.21827125812"
2.12165617728,2.12161575508,"2.12448593126"
2.23167551588,2.22416731894,"2.22154708046"
2.13263731467,2.13250891944,"2.13256337534"
2.04543626958,2.03341112525,"2.3670864721"
2.04177527837,2.02909806622,"2.37107303717"
2.19381307544,2.16138370832,"2.17485379005"
2.56146379193,2.5619301718,"2.18964114763"
2.07499808169,2.07510982262,"2.21424643016"
1.98923359716,1.99090605282,"2.59528676543"
2.07361359946,2.07376011166,"2.05370096853"
2.21131694658,2.21131694658,"2.20966880326"
2.21322798353,2.21322798353,"2.21140304047"
2.07231004752,2.0724267633,"2.05439644592"
2.61047457924,2.61247842023,"2.13937114805"
2.6125129118,2.61482395827,"2.14016954322"
2.19583355125,2.19944471842,"2.37790174269"
2.21896790765,2.21870645496,"2.22222129022"
2.29751123349,2.29751459332,"2.2383977711"
2.29501634485,2.29503347098,"2.23520498294"
2.1724547504,2.17243802014,"2.17244656243"
2.08997528525,2.09003649555,"2.43541462612"
2.08002001216,2.08008703757,"2.42464833003"
2.24425775463,2.22990834928,"2.21125810589"
2.32874611882,2.33342570199,"2.34142051785"
2.24483842394,2.23604184848,"2.2161848975"
2.03551601746,2.03508094805,"2.58272342733"
2.20119254751,2.20119254751,"2.17192470391"
2.54915686068,2.55308095233,"2.33813886215"
2.10162706115,2.10162706115,"2.13668788646"
2.55298763258,2.55577823782,"2.33719193441"
2.10043013215,2.10043013215,"2.13753529081"
2.3592348201,2.36166419472,"2.23049595002"
2.27242498208,2.27270824603,"2.27158629131"
2.010482291,2.01051719341,"2.18379125967"
2.01467509387,2.01462083545,"2.18142962965"
1.92307822177,1.92336068803,"2.62431403216"
2.17673915183,2.17673915183,"2.17715388817"
2.1991443942,2.1991443942,"2.1709650508"
2.17511498581,2.17511498581,"2.17562499195"
2.21692067728,2.2169664259,"2.15298484034"
2.22954970375,2.22941940883,"2.15169353482"
2.2816026743,2.2816026743,"2.28503683978"
2.37450409903,2.37298814808,"2.16909176801"
