"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0.05,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.8184,18.666,18.8856,676,1612,624,1664,4,4,60,48,24,1.5625,6.225,3.85,5.1,112.9221,182.2848,384.6504,352.7472,2618,4328,5214,5968,15,28,46,48,74,168,194,176,12.3059,23.3532,34.4102,36.2568,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.5,-2.88,-3,94,80,40,26,16,20,2.52,1.92,0.92
0.3,1,2,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,94.8997,176.868,289.151,324.658,316,576,734,616,15,28,48,48,76,172,188,160,5.1255,11.55,15.6688,15.72,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,11.8336,8.772,17.544,46.612,64,48,96,88,1,2,6,1,3,8,8,0.5329,0.5621,1.1242,1.9126,3.5344,37.7504,19.176,28.764,729,1782,648,972,4,6,60,72,144,1.5876,6.174,3.8808,5.8212,213.305,429.2368,952.5548,976.124,1939,4716,6286,5576,33,68,134,140,202,488,666,816,13.7988,35.448,59.0174,64.2728,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,7.09,2,4,37,-2,-6,-2,-0.04,-0.08,1.76,-8.8,-2.68,-4.02,96,84,126,26,12,12,2.66,1.96,2.94
0,1,1,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.8184,18.666,18.8856,676,1612,624,1664,4,4,60,48,24,1.5625,6.225,3.85,5.1,112.9221,182.2848,384.6504,352.7472,2618,4328,5214,5968,15,28,46,48,74,168,194,176,12.3059,23.3532,34.4102,36.2568,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.5,-2.88,-3,94,80,40,26,16,20,2.52,1.92,0.92
0,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,94.8997,176.868,289.151,324.658,316,576,734,616,15,28,48,48,76,172,188,160,5.1255,11.55,15.6688,15.72,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,17.544,46.612,64,48,96,88,1,2,6,1,3,8,8,0.5329,0.5621,1.1242,1.9126,3.5344,37.2992,28.764,38.4648,729,1242,972,1836,6,8,72,96,156,1.5876,5.5692,5.8212,8.3916,238.1348,485.6584,995.0108,1161.9896,2043,4188,5622,7280,37,76,142,164,218,536,760,968,16.2302,39.69,62.3198,77.7604,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,1.78,7.09,2,4,37,-2,-6,-2,-0.04,-0.08,1.76,-8.56,-4.02,-5.42,116,126,148,24,20,22,3.14,2.94,3.42
0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,3.3489,31.2564,38.3568,18.666,676,1040,832,624,8,4,84,72,72,1.5625,5.675,5.6,3.85,621.1325,1350.7288,2353.8948,3276.0656,2640,6320,8876,9728,107,220,394,536,614,1568,2302,2696,38.6323,99.8124,157.913,203.46,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-6.1,-6.32,-2.88,116,176,80,22,36,12,2.96,5.52,1.92
0.05,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,94.8997,176.868,289.151,324.658,316,576,734,616,15,28,48,48,76,172,188,160,5.1255,11.55,15.6688,15.72,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,17.544,46.612,64,48,96,88,1,2,6,1,3,8,8,0.5329,0.5621,1.1242,1.9126,3.5344,37.2992,28.764,38.4648,729,1242,972,1836,6,8,72,96,156,1.5876,5.5692,5.8212,8.3916,238.1348,485.6584,995.0108,1161.9896,2043,4188,5622,7280,37,76,142,164,218,536,760,968,16.2302,39.69,62.3198,77.7604,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,1.78,7.09,2,4,37,-2,-6,-2,-0.04,-0.08,1.76,-8.56,-4.02,-5.42,116,126,148,24,20,22,3.14,2.94,3.42
0.3,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,3.3489,31.6956,60.207,43.3344,676,1560,1144,572,14,10,120,168,60,1.5625,6.3,9.475,5.575,188.5663,405.5092,827.474,1398.0568,1714,4360,6284,5512,31,64,134,232,198,584,1008,1080,12.7661,34.0416,63.448,86.3044,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-6.34,-7.28,-5.38,96,320,238,16,56,50,2.46,9.92,8.04
0,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0.05,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,2.7556,25.398,30.2784,0,576,864,1008,0,6,0,72,36,0,1.6129,5.8674,5.715,0,97.2202,143.82,255.6318,465.12,1086,2232,3096,2520,13,24,42,60,66,168,192,120,8.5453,18.6648,29.217,34.65,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,-5.34,-8.28,0,108,102,0,24,30,0,3,3.12,0
0.15,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,3.5344,34.2912,57.528,82.344,729,1134,1944,2106,12,18,108,216,252,1.5876,5.67,11.6424,14.4396,409.234,992.0904,1847.112,2697.537,2343,6156,10914,14262,67,156,282,420,438,1224,2178,3000,29.5926,81.564,145.1298,203.6064,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-6.96,-8.04,-9.96,120,252,408,18,36,66,3.06,5.88,11.22
0.1,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,3.5344,34.2912,57.528,82.344,729,1134,1944,2106,12,18,108,216,252,1.5876,5.67,11.6424,14.4396,409.234,992.0904,1847.112,2697.537,2343,6156,10914,14262,67,156,282,420,438,1224,2178,3000,29.5926,81.564,145.1298,203.6064,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-6.96,-8.04,-9.96,120,252,408,18,36,66,3.06,5.88,11.22
0.05,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,2.7556,25.6968,25.398,30.2784,576,2304,864,1008,6,6,72,72,36,1.6129,7.7724,5.8674,5.715,137.1586,223.3656,344.6064,455.2968,2622,6264,10752,7776,19,36,54,72,90,216,288,312,14.7877,31.8996,52.1268,58.554,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-5.52,-5.34,-8.28,48,108,102,24,24,30,1.5,3,3.12
0.2,1,2,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,2.7556,33.3328,16.932,22.8416,576,1584,576,768,4,4,60,72,24,1.6129,6.223,3.9116,3.7084,143.4056,233.0276,604.7856,456.9664,1810,4080,5954,4704,15,32,62,52,94,228,314,212,10.2079,23.8112,40.9982,35.002,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-10.12,-3.56,-7.12,78,72,64,26,12,20,2.72,2,2.16
0.3,1,1,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,2.7556,30.2784,38.844,17.1312,576,1008,720,1536,10,4,96,84,24,1.6129,5.715,6.731,5.1816,139.8808,255.4608,475.7616,745.6224,2044,3204,3818,5172,21,40,70,108,110,288,404,416,12.3425,25.6632,38.0998,50.1132,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-8.28,-6.8,-3.68,102,210,32,20,46,20,3.12,7.4,1
0.25,1,2,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,2.7556,33.3328,16.932,22.8416,576,1584,576,768,4,4,60,72,24,1.6129,6.223,3.9116,3.7084,143.4056,233.0276,604.7856,456.9664,1810,4080,5954,4704,15,32,62,52,94,228,314,212,10.2079,23.8112,40.9982,35.002,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-10.12,-3.56,-7.12,78,72,64,26,12,20,2.72,2,2.16
0.2,1,4,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,3.3489,33.3792,61.488,55.998,676,1092,1404,1872,14,12,120,180,216,1.5625,5.625,10.475,11.55,275.9685,665.7864,1287.768,1967.572,1708,4524,7650,9772,45,104,198,300,302,864,1568,2120,19.2597,54.3736,100.0822,138.0596,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,-7.26,-7.98,-8.64,114,310,240,16,54,36,3,9.12,5.76
0.25,1,1,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,27.999,33.3792,27.999,676,936,1092,936,6,6,72,72,144,1.5625,5.775,5.625,5.775,223.9485,444.006,754.8714,723.078,1420,3096,3984,4608,37,72,126,108,198,432,468,600,14.5165,35.6664,51.0702,56.4564,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.32,-7.26,-4.32,120,114,120,24,24,12,2.88,3,2.88
0.2,1,4,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,3.3489,31.5858,48.4584,55.998,676,1040,1612,1872,10,12,96,156,216,1.5625,5.675,9.575,11.55,259.9335,612.9516,1174.317,1705.1816,1774,4504,7916,10112,41,96,178,260,274,776,1388,1792,19.6241,53.4536,96.9402,133.2124,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,-6.28,-8.18,-8.64,116,198,240,20,34,36,2.96,4.84,5.76
0.1,1,2,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,3.3489,31.5858,49.9224,53.436,676,1040,1664,1352,10,12,96,156,168,1.5625,5.675,9.525,9.55,284.4775,635.9016,1161.593,1722.8916,1808,4432,7500,9064,45,100,178,264,278,764,1292,1652,20.1125,53.2996,91.9762,126.4456,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-6.28,-8.98,-7.24,116,196,260,20,34,44,2.96,4.88,7.36
0.1,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.5344,38.8032,49.632,0,729,1296,324,0,12,0,108,72,0,1.5876,5.5188,5.5944,0,132.616,259.2384,512.352,908.16,1125,2784,2580,960,19,36,66,120,102,288,426,360,6.4278,17.52,28.8186,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.36,-3.84,0,114,312,0,18,60,0,3.18,10.68,0
0,1,2,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,3.5344,32.4488,51.2864,54.896,729,1080,1728,1404,10,12,96,156,168,1.5876,5.7204,9.6012,9.6264,310.673,715.6576,1320.381,1960.7836,2005,4944,8492,10404,49,112,202,300,314,872,1508,1960,22.5092,60.5052,106.3582,147.2388,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-5.98,-8.48,-6.64,122,206,272,20,34,44,3.02,4.98,7.48
0.2,1,2,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,3.5344,35.4568,30.6064,28.764,729,1188,1026,972,6,6,72,96,108,1.5876,5.6196,5.7708,5.8212,584.457,1284.3056,2379.791,3114.6656,2645,6576,9780,10772,99,208,382,500,590,1516,2304,2732,36.591,96.278,156.8298,199.7992,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.08,0.28,-7.58,-5,-4.02,118,124,126,24,20,18,3.1,2.98,2.94
0.25,1,2,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,3.5344,35.4568,30.6064,28.764,729,1188,1026,972,6,6,72,96,108,1.5876,5.6196,5.7708,5.8212,584.457,1284.3056,2379.791,3114.6656,2645,6576,9780,10772,99,208,382,500,590,1516,2304,2732,36.591,96.278,156.8298,199.7992,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.08,0.28,-7.58,-5,-4.02,118,124,126,24,20,18,3.1,2.98,2.94
0.2,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,3.5344,28.9896,30.6064,22.8608,729,2052,1026,756,6,4,72,60,24,1.5876,7.0812,5.7708,3.78,124.6246,203.6352,322.1042,464.1568,2263,5376,7628,6352,17,32,50,68,82,200,256,248,12.6816,27.3756,43.8986,50.446,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-4.14,-5,-4.64,86,124,80,24,26,20,1.94,2.98,2.04
0.25,1,1,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,3.5344,28.9896,30.6064,22.8608,729,2052,1026,756,6,4,72,60,24,1.5876,7.0812,5.7708,3.78,124.6246,203.6352,322.1042,464.1568,2263,5376,7628,6352,17,32,50,68,82,200,256,248,12.6816,27.3756,43.8986,50.446,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,-4.14,-5,-4.64,86,124,80,24,26,20,1.94,2.98,2.04
0.2,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,3.3489,31.6956,57.645,11.1264,676,1560,624,364,14,2,120,96,12,1.5625,6.3,7.475,1.875,143.1963,281.2272,512.526,926.5848,1566,3840,4612,3056,23,44,86,144,130,360,552,552,9.8469,24.7116,42.3664,54.2268,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-6.34,-5.88,-2.42,96,340,38,16,68,10,2.46,11.52,1
0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,6.6564,6.579,7.8432,0,256,96,112,0,1,1,0,1,2,1,0,1.0404,0.7854,0.765,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,3.3489,31.6956,57.645,11.1264,676,1560,624,364,14,2,120,96,12,1.5625,6.3,7.475,1.875,143.1963,281.2272,512.526,926.5848,1566,3840,4612,3056,23,44,86,144,130,360,552,552,9.8469,24.7116,42.3664,54.2268,0.03,-0.46,0,10,9,0,-1,0,0,0.25,0.27,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,-6.34,-5.88,-2.42,96,340,38,16,68,10,2.46,11.52,1
