"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0.2,1,1,61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,2.4025,25.854,34.658,45.26,625,975,1300,1300,8,12,84,120,192,1.9321,6.3384,8.4512,10.6196,272.6266,568.491,1000.3802,1166.3556,1567,3738,5436,6574,45,92,160,184,252,612,844,1064,18.2317,46.7416,71.9444,89.9588,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-7.38,-9.96,-10.6,111,148,248,22,28,40,3.78,5.04,9.04
0.2,1,1,61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,28.892,47.43,88.35,625,1075,1800,2100,12,24,108,216,288,1.9321,6.2272,12.8436,19.0152,389.3766,872.407,1553.663,2237.702,2007,5186,8552,11270,65,140,240,360,380,1020,1680,2320,26.4417,70.0504,116.3252,163.794,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-9.34,-12,-19.8,107,228,516,18,36,96,3.86,7.44,19.68
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,2.4025,29.9925,44.237,77.5775,625,1125,1675,1900,11,21,102,192,264,1.9321,6.1716,11.7455,16.9163,333.9376,739.713,1368.311,1809.723,1831,4794,7782,9646,54,116,202,280,318,846,1378,1778,22.111,58.6048,97.5314,129.692,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-10.05,-11.49,-17.5,105,208,449,19,34,82,3.9,6.84,17.02
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.9925,40.517,14.725,625,1125,700,350,11,4,102,90,48,1.9321,6.1716,7.2697,3.1692,172.7471,337.745,630.638,1068.174,1223,2990,3672,3188,26,52,92,152,144,394,596,640,10.4962,27.6912,44.7828,55.3152,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.05,-9.09,-3.3,105,247,86,19,51,16,3.9,10.06,3.28
0.2,1,1,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.752,43.09,29.45,625,1150,800,700,12,8,108,120,96,1.9321,6.1438,8.3956,6.3384,220.3651,460.848,851.788,1372.392,1357,3460,4530,4600,35,72,126,204,198,540,854,1036,13.5819,36.4136,59.6094,77.7092,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.54,-9.2,-6.6,104,268,172,18,52,32,3.92,10.64,6.56
0.2,1,1,46.9851,91.8255,126.934,80.146,168,330,316,73,7.5,14,20,14,34,73,74,28,2.80555,6.0522,6.9886,3.515,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,12.648,19.59125,15.983,50,69,74,17,1.5,2.5,2.5,2.5,7,10,3.5,0.5629,0.85085,1.12865,0.69745,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,30.6125,39.897,18.6775,625,1150,675,500,11,5,102,96,72,1.9321,6.1438,7.2975,4.2395,182.4271,365.964,696.774,1042.697,1225,3088,3750,3226,28,56,100,148,156,414,612,662,10.77,28.7136,45.9464,54.194,0.645,2.13,1.765,1.5,9,14.5,-1.5,-1.5,1,-0.03,0.32,0.96,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.45,-8.69,-4.3,104,248,105,19,50,18,3.92,10.04,3.9
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,2.4025,28.892,46.345,73.625,625,1075,1550,1750,12,20,108,192,240,1.9321,6.2272,11.7316,15.846,353.6866,783.696,1389.478,2060.34,1861,4762,7542,9760,59,126,216,330,342,918,1496,2050,23.7963,63.0458,104.07,146.135,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-9.34,-11.3,-16.5,107,238,430,18,40,80,3.86,8.24,16.4
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.0945,33.48,0,625,950,1050,0,7,0,78,42,0,1.9321,6.3662,6.1021,0,115.5966,168.181,294.41,581.416,1191,2412,3302,2680,14,26,46,70,72,188,226,150,8.3678,19.4338,29.957,33.511,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.89,-10.75,0,112,133,0,23,35,0,3.76,5.34,0
0.2,1,1,19.92485,23.908,4.84,0,83,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.954,0,0,50,32,0,0,1.5,0,0,2.5,2.5,0,0,0.5629,0.55115,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,39.528,0,676,988,1092,0,7,0,78,42,0,1.5625,5.725,5.4875,0,116.543,177.2474,306.506,581.416,1242,2488,3386,2680,14,26,46,70,72,188,226,150,7.9982,18.1514,28.7278,33.511,0.795,0,0,6,0,0,1,0,0,0.38,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-8.79,0,118,140,0,23,35,0,2.92,4.36,0
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,28.8957,37.881,36.051,676,962,1248,988,7,8,78,90,144,1.5625,5.75,6.5875,6.7,234.7055,473.1354,811.564,946.626,1506,3352,4696,5432,38,76,132,144,208,490,624,776,15.5358,38.604,58.2184,70.9576,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-4.81,-7.89,-5.06,119,134,170,23,27,24,2.9,3.48,4.64
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,34.122,52.3392,76.234,729,1134,1539,1674,11,17,102,168,216,1.5876,5.67,9.639,12.4614,325.631,719.696,1268.8114,1813.896,1855,4568,6988,8824,54,114,196,286,310,816,1284,1720,21.3993,56.0486,90.9846,125.1676,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.87,-7.16,-8.59,120,240,397,19,38,66,3.06,6.21,11.53
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,32.785,41.5664,4.233,576,1104,408,144,11,1,102,72,24,1.6129,5.6134,5.6515,0.9779,147.0902,281.598,538.0978,864.342,1030,2572,2706,1644,22,42,76,118,118,312,428,400,7.8054,20.6482,32.6232,36.4462,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.79,-6.78,-0.89,98,247,18,19,54,2,3.2,9.52,0.5
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,29.6277,38.796,4.6665,676,988,1066,156,7,1,78,48,24,1.5625,5.725,5.5125,0.9625,134.9735,224.3714,387.215,613.497,1266,2596,3454,2964,18,34,60,78,94,232,272,232,9.0314,21.0466,32.45,37.2978,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.21,-8.39,-0.72,118,141,20,23,34,2,2.92,4.34,0.48
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,37.0392,49.593,17.385,676,1222,572,364,12,4,108,96,48,1.5625,5.5,6.55,2.85,176.871,364.5664,688.374,1146.156,1240,3120,3574,2828,27,54,96,162,150,414,640,698,9.8075,26.3042,43.3236,54.3902,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.26,-5.14,-2.18,109,290,90,18,56,16,3.1,9.76,2.72
0.2,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,34.5138,44.7984,0,676,1144,624,0,10,0,96,60,0,1.5625,5.575,5.525,0,126.0755,225.2036,423.677,767.2096,1140,2608,2864,1792,17,32,58,100,90,248,340,264,7.0409,17.72,28.7194,32.8564,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-7.88,-6.18,0,112,236,0,20,50,0,3.04,8.08,0
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.7556,26.8754,35.192,4.233,576,912,984,144,7,1,78,48,24,1.6129,5.8166,5.6007,0.9779,134.3802,218.8668,380.007,612.63,1166,2444,3290,2940,18,34,60,78,94,232,272,232,9.0818,21.2298,32.6264,37.3286,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.23,-9.58,-0.89,106,127,18,23,34,2,3.04,4.48,0.5
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,28.8957,40.077,22.0515,676,962,1326,520,7,5,78,72,72,1.5625,5.75,6.5125,3.8125,179.414,331.7634,569.437,849.423,1434,3028,4492,4574,26,52,90,120,142,358,486,530,12.4362,29.9184,47.0518,59.5948,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.81,-9.09,-2.9,119,131,110,23,30,18,2.9,3.54,3.2
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,3.5344,33.37,54.4072,89.3,729,1107,1836,1890,11,20,102,186,240,1.5876,5.6952,10.6218,14.364,351.641,779.924,1368.8664,2017.116,1999,4890,7972,10220,58,124,212,320,336,898,1452,1960,23.7709,62.0256,101.8766,143.712,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,-6.47,-8.26,-9.9,121,229,470,19,35,80,3.04,5.43,13.8
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.3489,28.8957,40.809,17.385,676,962,1352,364,7,4,78,66,48,1.5625,5.75,6.4875,2.85,160.9835,284.6394,488.728,817.022,1410,2920,4424,4288,22,44,76,112,120,314,440,448,11.403,27.0232,43.3296,55.8072,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-4.81,-9.49,-2.18,119,130,90,23,31,16,2.9,3.56,2.72
0.2,1,1,61.57885,129.0555,185.6175,161.689,223,486,546,235,10,20,29,28,49,114,137,81,3.8318,8.9936,11.5133,7.8054,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,10.5376,16.524,30.78,18.132,56.5,90,105,36,2,4,2.5,4,12,16,7,0.5477,1.1396,1.6872,0.83635,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,3.5344,38.0512,57.528,107.16,729,1269,1944,2268,12,24,108,216,288,1.5876,5.544,11.6424,17.2368,355.5065,810.1454,1514.319,2076.466,2023,5334,8868,11086,57,124,216,312,340,924,1560,2048,23.0596,61.4152,103.6644,139.1268,1.38,3.46,2.325,3,16,13.5,-2,0,1.5,-0.06,0.68,0.73,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,-8.96,-8.04,-11.88,115,252,564,18,36,96,3.16,5.88,16.56
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.0945,32.86,3.9525,625,950,1025,150,7,1,78,48,24,1.9321,6.3662,6.1299,1.0703,134.0271,215.305,375.343,612.069,1215,2520,3372,2952,18,34,60,78,94,232,272,232,9.401,22.329,33.6848,37.5134,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.89,-10.35,-1,112,134,19,23,34,2,3.76,5.32,0.62
0.2,1,1,42.1451,78.336,99.77,98.373,167,306,290,180,6.5,12,16,17,28,64,76,56,2.66865,5.5132,6.3608,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,7.87205,12.138,14.44,10.564,42.5,66,49,28,1.5,2,1.5,2.5,6.5,8,5,0.5777,0.85855,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,24.4745,34.565,14.725,625,925,1300,350,7,4,78,66,48,1.9321,6.394,7.2141,3.1692,160.0371,275.797,476.24,811.702,1359,2846,4320,4260,22,44,76,112,120,314,440,448,11.7726,28.3112,44.7828,56.4456,0.045,1.33,1.085,0,7,6.5,-1,0,0.5,0,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6.49,-11.45,-3.3,113,123,86,23,31,16,3.74,4.54,3.28
0.2,1,1,51.36035,101.898,140.8565,115.203,179,360,350,198,8.5,16,23,20,39,85,89,59,3.18525,6.9608,8.1969,5.9998,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,7.87205,11.628,17.69125,18.979,42.5,63,67,37,1.5,2.5,3,2.5,7,10,6.5,0.5777,0.86625,1.15145,0.9936,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,3.3489,35.4105,47.1042,22.0515,676,1170,702,520,11,5,102,96,72,1.5625,5.55,6.5625,3.8125,192.124,395.705,725.9854,1103.047,1298,3188,3796,3486,30,60,106,160,166,438,642,730,11.1598,29.3432,47.0406,58.458,0.245,1.33,1.61,0.5,7,14,-1.5,-1.5,0.5,-0.01,0.36,0.97,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-8.37,-5.61,-2.9,111,259,110,19,50,18,3.06,8.5,3.2
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,3.5344,31.3584,43.7288,17.86,729,1053,1242,378,8,4,84,72,48,1.5876,5.7456,6.552,2.8728,164.3465,302.2928,527.8148,876.9636,1429,3038,4330,4120,23,46,80,122,126,334,476,490,11.109,26.9706,43.426,55.5726,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-5.4,-8.22,-1.98,123,170,94,22,36,16,3,4.88,2.76
0.2,1,1,29.1401,47.47,45.9265,16.83,95,118,61,18,4.5,7,8,3,15,26,14,3,1.48285,2.5499,1.973,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,11.444,3.25125,8.415,50,29,18,9,1.5,0.5,1.5,2.5,3,2,1.5,0.5629,0.55885,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,3.3489,29.6277,35.868,23.3325,676,988,962,780,7,5,78,72,120,1.5625,5.725,5.6125,4.8125,208.6955,412.8674,710.051,741.821,1362,3028,3726,4100,34,66,116,110,182,408,456,560,13.1642,32.6274,47.3388,52.445,0.995,0,0.525,6.5,0,7.5,0.5,-1.5,0,0.37,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,-5.21,-6.79,-3.6,118,145,100,23,30,10,2.92,4.26,2.4
0.2,1,1,43.73385,84.7,104.61,98.373,150,274,291,180,7,13,17,17,30,67,77,56,2.5091,5.4913,6.4977,5.1451,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,15.32,14.44,10.564,56.5,50,49,28,2,2,1.5,4,8,8,5,0.5477,0.8476,0.855,0.56625,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,25.854,36.053,14.725,625,975,1150,350,8,4,84,72,48,1.9321,6.3384,7.228,3.1692,163.2146,291.284,512.4632,870.6936,1325,2882,4146,4064,23,46,80,122,126,334,476,490,11.4535,28.1562,44.778,56.1654,1.73,1.33,1.085,8,7,6.5,0,0,0.5,0.34,0.36,0.37,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-7.38,-10.86,-3.3,111,154,86,22,36,16,3.78,5.92,3.28
