"ax1_MLB","ax2_MLB","eq_MLB"
1.99199304573,1.99197085338,"1.99313331091"
1.98367748022,1.98375165496,"1.98595810526"
2.17846456471,2.17846456471,"2.18302530404"
2.181278484,2.181278484,"2.18385393885"
2.12314884626,2.12306638888,"2.02367641315"
1.93907271027,1.94452963768,"2.03039499825"
1.94503893366,1.94505416065,"1.94500867684"
2.09481476513,2.09478075832,"2.10107613291"
2.15541803992,2.15518201783,"2.03863781354"
1.97073544483,1.97673046474,"2.19155754344"
1.9265685256,1.9265421993,"1.92654564703"
2.17986144826,2.17986144826,"2.13331401142"
2.18324651539,2.18324651539,"2.13285239823"
1.87193194462,1.87192347544,"2.0067270107"
2.07532492235,2.07532492235,"2.07555114304"
1.92260615849,1.92228204024,"2.12327203343"
2.02737019064,2.02737731005,"2.0273741786"
2.01364825062,2.01364489603,"2.01362201618"
2.01833312501,2.01833312501,"2.0182046963"
1.92909169867,1.92905203684,"2.13764194253"
2.02431355045,2.02431355045,"2.02419862572"
2.28364332436,2.30171636639,"2.02456905285"
1.96005255734,1.96007228962,"1.88285812859"
2.00868764657,2.0091034931,"2.25572200317"
2.00898040374,2.00941826917,"2.2558533113"
2.06955288801,2.45513094895,"2.03052256336"
2.0682353872,2.0682353872,"2.16153685574"
2.54175294488,2.54836490385,"2.54788950466"
1.92759462834,1.92726202281,"2.13171292189"
2.53543169205,2.54119942959,"2.54139869634"
2.08782754144,2.08782791723,"2.01499371508"
2.08702775254,2.08703049017,"2.00419099418"
1.90322392878,1.90320508206,"2.21431515729"
1.90625981524,1.90628260596,"2.2127400748"
2.16762921033,2.167684273,"2.03897753943"
2.02914844859,2.02914824329,"2.00123000379"
2.40523722609,2.40667285073,"1.86875272456"
1.93034140215,1.92952579207,"2.10082005636"
2.02095128134,2.02054954398,"2.02052207596"
2.01701462149,2.01701462149,"2.02102496661"
2.05892484128,2.05881391666,"2.03491144486"
2.08118905302,2.08112771097,"2.03292868932"
2.02215741631,2.02219368863,"2.13963545353"
